matu_codigo,matu_anio,matu_departamento,matu_codMunicipio,matu_genero,matu_tipo_nivel_educacion_superior,matu_programa,matu_semestre,matu_num_matricula
1,2014,41,41006,,5,1,1,0
2,2014,41,41006,,5,2,1,1
3,2014,41,41006,,5,6,1,2
4,2014,41,41006,,5,7,1,2
5,2014,41,41006,,5,88,1,0
6,2014,41,41006,,5,14,1,0
7,2014,41,41006,,5,13,1,0
8,2014,41,41006,,5,34,1,2
9,2014,41,41006,,5,15,1,5
10,2014,41,41006,,5,20,1,0
11,2014,41,41006,,5,19,1,0
12,2014,41,41006,,5,21,1,0
13,2014,41,41006,,5,22,1,0
14,2014,41,41006,,5,29,1,1
15,2014,41,41006,,5,27,1,1
16,2014,41,41006,,5,31,1,0
17,2014,41,41006,,5,32,1,3
18,2014,41,41006,,5,28,1,0
19,2014,41,41006,,5,30,1,1
20,2014,41,41006,,5,39,1,0
21,2014,41,41006,,5,33,1,0
22,2014,41,41006,,5,35,1,0
23,2014,41,41006,,5,40,1,0
24,2014,41,41006,,5,41,1,0
25,2014,41,41006,,5,42,1,2
26,2014,41,41006,,5,38,1,0
27,2014,41,41006,,5,25,1,0
28,2014,41,41006,,5,23,1,0
29,2014,41,41006,,5,37,1,0
30,2014,41,41006,,5,11,1,0
31,2014,41,41006,,5,12,1,0
32,2014,41,41013,,5,1,1,0
33,2014,41,41013,,5,2,1,3
34,2014,41,41013,,5,6,1,0
35,2014,41,41013,,5,7,1,2
36,2014,41,41013,,5,88,1,0
37,2014,41,41013,,5,14,1,0
38,2014,41,41013,,5,13,1,0
39,2014,41,41013,,5,34,1,1
40,2014,41,41013,,5,15,1,3
41,2014,41,41013,,5,20,1,0
42,2014,41,41013,,5,19,1,2
43,2014,41,41013,,5,21,1,0
44,2014,41,41013,,5,22,1,0
45,2014,41,41013,,5,29,1,0
46,2014,41,41013,,5,27,1,0
47,2014,41,41013,,5,31,1,0
48,2014,41,41013,,5,32,1,1
49,2014,41,41013,,5,28,1,1
50,2014,41,41013,,5,30,1,0
51,2014,41,41013,,5,39,1,0
52,2014,41,41013,,5,33,1,1
53,2014,41,41013,,5,35,1,0
54,2014,41,41013,,5,40,1,0
55,2014,41,41013,,5,41,1,0
56,2014,41,41013,,5,42,1,1
57,2014,41,41013,,5,38,1,0
58,2014,41,41013,,5,25,1,0
59,2014,41,41013,,5,23,1,0
60,2014,41,41013,,5,37,1,0
61,2014,41,41013,,5,11,1,0
62,2014,41,41013,,5,12,1,1
63,2014,41,41016,,5,1,1,1
64,2014,41,41016,,5,2,1,2
65,2014,41,41016,,5,6,1,3
66,2014,41,41016,,5,7,1,4
67,2014,41,41016,,5,88,1,4
68,2014,41,41016,,5,14,1,2
69,2014,41,41016,,5,13,1,1
70,2014,41,41016,,5,34,1,2
71,2014,41,41016,,5,15,1,3
72,2014,41,41016,,5,20,1,0
73,2014,41,41016,,5,19,1,2
74,2014,41,41016,,5,21,1,4
75,2014,41,41016,,5,22,1,1
76,2014,41,41016,,5,29,1,2
77,2014,41,41016,,5,27,1,1
78,2014,41,41016,,5,31,1,1
79,2014,41,41016,,5,32,1,3
80,2014,41,41016,,5,28,1,0
81,2014,41,41016,,5,30,1,3
82,2014,41,41016,,5,39,1,1
83,2014,41,41016,,5,33,1,2
84,2014,41,41016,,5,35,1,3
85,2014,41,41016,,5,40,1,2
86,2014,41,41016,,5,41,1,1
87,2014,41,41016,,5,42,1,2
88,2014,41,41016,,5,38,1,0
89,2014,41,41016,,5,25,1,2
90,2014,41,41016,,5,23,1,0
91,2014,41,41016,,5,37,1,5
92,2014,41,41016,,5,11,1,0
93,2014,41,41016,,5,12,1,3
94,2014,41,41020,,5,1,1,5
95,2014,41,41020,,5,2,1,0
96,2014,41,41020,,5,6,1,6
97,2014,41,41020,,5,7,1,4
98,2014,41,41020,,5,88,1,5
99,2014,41,41020,,5,14,1,1
100,2014,41,41020,,5,13,1,2
101,2014,41,41020,,5,34,1,3
102,2014,41,41020,,5,15,1,4
103,2014,41,41020,,5,20,1,0
104,2014,41,41020,,5,19,1,1
105,2014,41,41020,,5,21,1,5
106,2014,41,41020,,5,22,1,1
107,2014,41,41020,,5,29,1,2
108,2014,41,41020,,5,27,1,6
109,2014,41,41020,,5,31,1,1
110,2014,41,41020,,5,32,1,6
111,2014,41,41020,,5,28,1,4
112,2014,41,41020,,5,30,1,8
113,2014,41,41020,,5,39,1,2
114,2014,41,41020,,5,33,1,7
115,2014,41,41020,,5,35,1,3
116,2014,41,41020,,5,40,1,3
117,2014,41,41020,,5,41,1,4
118,2014,41,41020,,5,42,1,1
119,2014,41,41020,,5,38,1,0
120,2014,41,41020,,5,25,1,0
121,2014,41,41020,,5,23,1,0
122,2014,41,41020,,5,37,1,7
123,2014,41,41020,,5,11,1,1
124,2014,41,41020,,5,12,1,2
125,2014,41,41026,,5,1,1,0
126,2014,41,41026,,5,2,1,3
127,2014,41,41026,,5,6,1,2
128,2014,41,41026,,5,7,1,1
129,2014,41,41026,,5,88,1,0
130,2014,41,41026,,5,14,1,1
131,2014,41,41026,,5,13,1,1
132,2014,41,41026,,5,34,1,2
133,2014,41,41026,,5,15,1,1
134,2014,41,41026,,5,20,1,0
135,2014,41,41026,,5,19,1,1
136,2014,41,41026,,5,21,1,0
137,2014,41,41026,,5,22,1,0
138,2014,41,41026,,5,29,1,0
139,2014,41,41026,,5,27,1,0
140,2014,41,41026,,5,31,1,1
141,2014,41,41026,,5,32,1,0
142,2014,41,41026,,5,28,1,0
143,2014,41,41026,,5,30,1,1
144,2014,41,41026,,5,39,1,0
145,2014,41,41026,,5,33,1,1
146,2014,41,41026,,5,35,1,2
147,2014,41,41026,,5,40,1,0
148,2014,41,41026,,5,41,1,1
149,2014,41,41026,,5,42,1,2
150,2014,41,41026,,5,38,1,0
151,2014,41,41026,,5,25,1,1
152,2014,41,41026,,5,23,1,0
153,2014,41,41026,,5,37,1,0
154,2014,41,41026,,5,11,1,0
155,2014,41,41026,,5,12,1,0
156,2014,41,41078,,5,1,1,0
157,2014,41,41078,,5,2,1,5
158,2014,41,41078,,5,6,1,2
159,2014,41,41078,,5,7,1,2
160,2014,41,41078,,5,88,1,0
161,2014,41,41078,,5,14,1,2
162,2014,41,41078,,5,13,1,0
163,2014,41,41078,,5,34,1,3
164,2014,41,41078,,5,15,1,1
165,2014,41,41078,,5,20,1,0
166,2014,41,41078,,5,19,1,0
167,2014,41,41078,,5,21,1,1
168,2014,41,41078,,5,22,1,1
169,2014,41,41078,,5,29,1,3
170,2014,41,41078,,5,27,1,1
171,2014,41,41078,,5,31,1,0
172,2014,41,41078,,5,32,1,2
173,2014,41,41078,,5,28,1,5
174,2014,41,41078,,5,30,1,5
175,2014,41,41078,,5,39,1,1
176,2014,41,41078,,5,33,1,0
177,2014,41,41078,,5,35,1,0
178,2014,41,41078,,5,40,1,0
179,2014,41,41078,,5,41,1,1
180,2014,41,41078,,5,42,1,2
181,2014,41,41078,,5,38,1,0
182,2014,41,41078,,5,25,1,2
183,2014,41,41078,,5,23,1,2
184,2014,41,41078,,5,37,1,0
185,2014,41,41078,,5,11,1,0
186,2014,41,41078,,5,12,1,1
187,2014,41,41132,,5,1,1,12
188,2014,41,41132,,5,2,1,2
189,2014,41,41132,,5,6,1,8
190,2014,41,41132,,5,7,1,3
191,2014,41,41132,,5,88,1,5
192,2014,41,41132,,5,14,1,10
193,2014,41,41132,,5,13,1,5
194,2014,41,41132,,5,34,1,5
195,2014,41,41132,,5,15,1,1
196,2014,41,41132,,5,20,1,0
197,2014,41,41132,,5,19,1,4
198,2014,41,41132,,5,21,1,9
199,2014,41,41132,,5,22,1,0
200,2014,41,41132,,5,29,1,4
201,2014,41,41132,,5,27,1,11
202,2014,41,41132,,5,31,1,1
203,2014,41,41132,,5,32,1,8
204,2014,41,41132,,5,28,1,8
205,2014,41,41132,,5,30,1,5
206,2014,41,41132,,5,39,1,4
207,2014,41,41132,,5,33,1,3
208,2014,41,41132,,5,35,1,3
209,2014,41,41132,,5,40,1,1
210,2014,41,41132,,5,41,1,8
211,2014,41,41132,,5,42,1,4
212,2014,41,41132,,5,38,1,1
213,2014,41,41132,,5,25,1,3
214,2014,41,41132,,5,23,1,3
215,2014,41,41132,,5,37,1,6
216,2014,41,41132,,5,11,1,1
217,2014,41,41132,,5,12,1,5
218,2014,41,41206,,5,1,1,0
219,2014,41,41206,,5,2,1,2
220,2014,41,41206,,5,6,1,1
221,2014,41,41206,,5,7,1,3
222,2014,41,41206,,5,88,1,1
223,2014,41,41206,,5,14,1,2
224,2014,41,41206,,5,13,1,1
225,2014,41,41206,,5,34,1,1
226,2014,41,41206,,5,15,1,5
227,2014,41,41206,,5,20,1,0
228,2014,41,41206,,5,19,1,0
229,2014,41,41206,,5,21,1,0
230,2014,41,41206,,5,22,1,0
231,2014,41,41206,,5,29,1,0
232,2014,41,41206,,5,27,1,1
233,2014,41,41206,,5,31,1,0
234,2014,41,41206,,5,32,1,3
235,2014,41,41206,,5,28,1,2
236,2014,41,41206,,5,30,1,4
237,2014,41,41206,,5,39,1,0
238,2014,41,41206,,5,33,1,4
239,2014,41,41206,,5,35,1,0
240,2014,41,41206,,5,40,1,0
241,2014,41,41206,,5,41,1,0
242,2014,41,41206,,5,42,1,0
243,2014,41,41206,,5,38,1,0
244,2014,41,41206,,5,25,1,0
245,2014,41,41206,,5,23,1,0
246,2014,41,41206,,5,37,1,0
247,2014,41,41206,,5,11,1,0
248,2014,41,41206,,5,12,1,0
249,2014,41,41244,,5,1,1,1
250,2014,41,41244,,5,2,1,2
251,2014,41,41244,,5,6,1,1
252,2014,41,41244,,5,7,1,2
253,2014,41,41244,,5,88,1,1
254,2014,41,41244,,5,14,1,1
255,2014,41,41244,,5,13,1,1
256,2014,41,41244,,5,34,1,1
257,2014,41,41244,,5,15,1,7
258,2014,41,41244,,5,20,1,0
259,2014,41,41244,,5,19,1,3
260,2014,41,41244,,5,21,1,1
261,2014,41,41244,,5,22,1,0
262,2014,41,41244,,5,29,1,1
263,2014,41,41244,,5,27,1,0
264,2014,41,41244,,5,31,1,0
265,2014,41,41244,,5,32,1,1
266,2014,41,41244,,5,28,1,1
267,2014,41,41244,,5,30,1,1
268,2014,41,41244,,5,39,1,1
269,2014,41,41244,,5,33,1,0
270,2014,41,41244,,5,35,1,1
271,2014,41,41244,,5,40,1,0
272,2014,41,41244,,5,41,1,2
273,2014,41,41244,,5,42,1,1
274,2014,41,41244,,5,38,1,0
275,2014,41,41244,,5,25,1,0
276,2014,41,41244,,5,23,1,0
277,2014,41,41244,,5,37,1,0
278,2014,41,41244,,5,11,1,0
279,2014,41,41244,,5,12,1,0
280,2014,41,41298,,5,1,1,5
281,2014,41,41298,,5,2,1,121
282,2014,41,41298,,5,6,1,5
283,2014,41,41298,,5,7,1,50
284,2014,41,41298,,5,88,1,14
285,2014,41,41298,,5,14,1,11
286,2014,41,41298,,5,13,1,10
287,2014,41,41298,,5,34,1,13
288,2014,41,41298,,5,15,1,93
289,2014,41,41298,,5,20,1,0
290,2014,41,41298,,5,19,1,14
291,2014,41,41298,,5,21,1,12
292,2014,41,41298,,5,22,1,2
293,2014,41,41298,,5,29,1,14
294,2014,41,41298,,5,27,1,4
295,2014,41,41298,,5,31,1,4
296,2014,41,41298,,5,32,1,30
297,2014,41,41298,,5,28,1,8
298,2014,41,41298,,5,30,1,14
299,2014,41,41298,,5,39,1,3
300,2014,41,41298,,5,33,1,30
301,2014,41,41298,,5,35,1,12
302,2014,41,41298,,5,40,1,3
303,2014,41,41298,,5,41,1,15
304,2014,41,41298,,5,42,1,8
305,2014,41,41298,,5,38,1,0
306,2014,41,41298,,5,25,1,14
307,2014,41,41298,,5,23,1,4
308,2014,41,41298,,5,37,1,2
309,2014,41,41298,,5,11,1,0
310,2014,41,41298,,5,12,1,6
311,2014,41,41306,,5,1,1,6
312,2014,41,41306,,5,2,1,3
313,2014,41,41306,,5,6,1,5
314,2014,41,41306,,5,7,1,9
315,2014,41,41306,,5,88,1,3
316,2014,41,41306,,5,14,1,3
317,2014,41,41306,,5,13,1,4
318,2014,41,41306,,5,34,1,6
319,2014,41,41306,,5,15,1,9
320,2014,41,41306,,5,20,1,0
321,2014,41,41306,,5,19,1,7
322,2014,41,41306,,5,21,1,9
323,2014,41,41306,,5,22,1,1
324,2014,41,41306,,5,29,1,4
325,2014,41,41306,,5,27,1,5
326,2014,41,41306,,5,31,1,0
327,2014,41,41306,,5,32,1,5
328,2014,41,41306,,5,28,1,1
329,2014,41,41306,,5,30,1,7
330,2014,41,41306,,5,39,1,7
331,2014,41,41306,,5,33,1,4
332,2014,41,41306,,5,35,1,0
333,2014,41,41306,,5,40,1,0
334,2014,41,41306,,5,41,1,5
335,2014,41,41306,,5,42,1,2
336,2014,41,41306,,5,38,1,0
337,2014,41,41306,,5,25,1,7
338,2014,41,41306,,5,23,1,1
339,2014,41,41306,,5,37,1,5
340,2014,41,41306,,5,11,1,0
341,2014,41,41306,,5,12,1,1
342,2014,41,41319,,5,1,1,4
343,2014,41,41319,,5,2,1,2
344,2014,41,41319,,5,6,1,0
345,2014,41,41319,,5,7,1,6
346,2014,41,41319,,5,88,1,4
347,2014,41,41319,,5,14,1,0
348,2014,41,41319,,5,13,1,0
349,2014,41,41319,,5,34,1,3
350,2014,41,41319,,5,15,1,5
351,2014,41,41319,,5,20,1,0
352,2014,41,41319,,5,19,1,0
353,2014,41,41319,,5,21,1,5
354,2014,41,41319,,5,22,1,0
355,2014,41,41319,,5,29,1,0
356,2014,41,41319,,5,27,1,1
357,2014,41,41319,,5,31,1,1
358,2014,41,41319,,5,32,1,0
359,2014,41,41319,,5,28,1,1
360,2014,41,41319,,5,30,1,2
361,2014,41,41319,,5,39,1,0
362,2014,41,41319,,5,33,1,1
363,2014,41,41319,,5,35,1,2
364,2014,41,41319,,5,40,1,0
365,2014,41,41319,,5,41,1,2
366,2014,41,41319,,5,42,1,0
367,2014,41,41319,,5,38,1,0
368,2014,41,41319,,5,25,1,1
369,2014,41,41319,,5,23,1,0
370,2014,41,41319,,5,37,1,2
371,2014,41,41319,,5,11,1,0
372,2014,41,41319,,5,12,1,0
373,2014,41,41349,,5,1,1,1
374,2014,41,41349,,5,2,1,0
375,2014,41,41349,,5,6,1,3
376,2014,41,41349,,5,7,1,0
377,2014,41,41349,,5,88,1,1
378,2014,41,41349,,5,14,1,1
379,2014,41,41349,,5,13,1,0
380,2014,41,41349,,5,34,1,3
381,2014,41,41349,,5,15,1,1
382,2014,41,41349,,5,20,1,0
383,2014,41,41349,,5,19,1,1
384,2014,41,41349,,5,21,1,1
385,2014,41,41349,,5,22,1,0
386,2014,41,41349,,5,29,1,0
387,2014,41,41349,,5,27,1,2
388,2014,41,41349,,5,31,1,0
389,2014,41,41349,,5,32,1,2
390,2014,41,41349,,5,28,1,0
391,2014,41,41349,,5,30,1,0
392,2014,41,41349,,5,39,1,1
393,2014,41,41349,,5,33,1,0
394,2014,41,41349,,5,35,1,0
395,2014,41,41349,,5,40,1,1
396,2014,41,41349,,5,41,1,1
397,2014,41,41349,,5,42,1,1
398,2014,41,41349,,5,38,1,1
399,2014,41,41349,,5,25,1,1
400,2014,41,41349,,5,23,1,0
401,2014,41,41349,,5,37,1,5
402,2014,41,41349,,5,11,1,0
403,2014,41,41349,,5,12,1,0
404,2014,41,41357,,5,1,1,3
405,2014,41,41357,,5,2,1,1
406,2014,41,41357,,5,6,1,5
407,2014,41,41357,,5,7,1,1
408,2014,41,41357,,5,88,1,2
409,2014,41,41357,,5,14,1,2
410,2014,41,41357,,5,13,1,2
411,2014,41,41357,,5,34,1,1
412,2014,41,41357,,5,15,1,1
413,2014,41,41357,,5,20,1,0
414,2014,41,41357,,5,19,1,0
415,2014,41,41357,,5,21,1,5
416,2014,41,41357,,5,22,1,0
417,2014,41,41357,,5,29,1,2
418,2014,41,41357,,5,27,1,3
419,2014,41,41357,,5,31,1,1
420,2014,41,41357,,5,32,1,2
421,2014,41,41357,,5,28,1,2
422,2014,41,41357,,5,30,1,1
423,2014,41,41357,,5,39,1,0
424,2014,41,41357,,5,33,1,5
425,2014,41,41357,,5,35,1,0
426,2014,41,41357,,5,40,1,0
427,2014,41,41357,,5,41,1,5
428,2014,41,41357,,5,42,1,1
429,2014,41,41357,,5,38,1,0
430,2014,41,41357,,5,25,1,3
431,2014,41,41357,,5,23,1,1
432,2014,41,41357,,5,37,1,0
433,2014,41,41357,,5,11,1,0
434,2014,41,41357,,5,12,1,1
435,2014,41,41359,,5,1,1,0
436,2014,41,41359,,5,2,1,1
437,2014,41,41359,,5,6,1,0
438,2014,41,41359,,5,7,1,4
439,2014,41,41359,,5,88,1,0
440,2014,41,41359,,5,14,1,8
441,2014,41,41359,,5,13,1,24
442,2014,41,41359,,5,34,1,1
443,2014,41,41359,,5,15,1,0
444,2014,41,41359,,5,20,1,0
445,2014,41,41359,,5,19,1,4
446,2014,41,41359,,5,21,1,0
447,2014,41,41359,,5,22,1,0
448,2014,41,41359,,5,29,1,2
449,2014,41,41359,,5,27,1,2
450,2014,41,41359,,5,31,1,0
451,2014,41,41359,,5,32,1,5
452,2014,41,41359,,5,28,1,1
453,2014,41,41359,,5,30,1,2
454,2014,41,41359,,5,39,1,0
455,2014,41,41359,,5,33,1,0
456,2014,41,41359,,5,35,1,1
457,2014,41,41359,,5,40,1,0
458,2014,41,41359,,5,41,1,1
459,2014,41,41359,,5,42,1,0
460,2014,41,41359,,5,38,1,0
461,2014,41,41359,,5,25,1,0
462,2014,41,41359,,5,23,1,0
463,2014,41,41359,,5,37,1,0
464,2014,41,41359,,5,11,1,0
465,2014,41,41359,,5,12,1,0
466,2014,41,41378,,5,1,1,1
467,2014,41,41378,,5,2,1,0
468,2014,41,41378,,5,6,1,5
469,2014,41,41378,,5,7,1,2
470,2014,41,41378,,5,88,1,0
471,2014,41,41378,,5,14,1,7
472,2014,41,41378,,5,13,1,3
473,2014,41,41378,,5,34,1,4
474,2014,41,41378,,5,15,1,1
475,2014,41,41378,,5,20,1,0
476,2014,41,41378,,5,19,1,2
477,2014,41,41378,,5,21,1,0
478,2014,41,41378,,5,22,1,0
479,2014,41,41378,,5,29,1,0
480,2014,41,41378,,5,27,1,1
481,2014,41,41378,,5,31,1,2
482,2014,41,41378,,5,32,1,4
483,2014,41,41378,,5,28,1,3
484,2014,41,41378,,5,30,1,1
485,2014,41,41378,,5,39,1,4
486,2014,41,41378,,5,33,1,1
487,2014,41,41378,,5,35,1,0
488,2014,41,41378,,5,40,1,0
489,2014,41,41378,,5,41,1,3
490,2014,41,41378,,5,42,1,0
491,2014,41,41378,,5,38,1,0
492,2014,41,41378,,5,25,1,0
493,2014,41,41378,,5,23,1,0
494,2014,41,41378,,5,37,1,1
495,2014,41,41378,,5,11,1,0
496,2014,41,41378,,5,12,1,0
497,2014,41,41396,,5,1,1,3
498,2014,41,41396,,5,2,1,71
499,2014,41,41396,,5,6,1,0
500,2014,41,41396,,5,7,1,154
501,2014,41,41396,,5,88,1,4
502,2014,41,41396,,5,14,1,6
503,2014,41,41396,,5,13,1,2
504,2014,41,41396,,5,34,1,7
505,2014,41,41396,,5,15,1,95
506,2014,41,41396,,5,20,1,0
507,2014,41,41396,,5,19,1,9
508,2014,41,41396,,5,21,1,4
509,2014,41,41396,,5,22,1,1
510,2014,41,41396,,5,29,1,4
511,2014,41,41396,,5,27,1,3
512,2014,41,41396,,5,31,1,4
513,2014,41,41396,,5,32,1,3
514,2014,41,41396,,5,28,1,2
515,2014,41,41396,,5,30,1,0
516,2014,41,41396,,5,39,1,0
517,2014,41,41396,,5,33,1,32
518,2014,41,41396,,5,35,1,5
519,2014,41,41396,,5,40,1,0
520,2014,41,41396,,5,41,1,15
521,2014,41,41396,,5,42,1,6
522,2014,41,41396,,5,38,1,0
523,2014,41,41396,,5,25,1,1
524,2014,41,41396,,5,23,1,0
525,2014,41,41396,,5,37,1,2
526,2014,41,41396,,5,11,1,0
527,2014,41,41396,,5,12,1,0
528,2014,41,41483,,5,1,1,0
529,2014,41,41483,,5,2,1,1
530,2014,41,41483,,5,6,1,0
531,2014,41,41483,,5,7,1,7
532,2014,41,41483,,5,88,1,0
533,2014,41,41483,,5,14,1,1
534,2014,41,41483,,5,13,1,1
535,2014,41,41483,,5,34,1,0
536,2014,41,41483,,5,15,1,7
537,2014,41,41483,,5,20,1,0
538,2014,41,41483,,5,19,1,0
539,2014,41,41483,,5,21,1,0
540,2014,41,41483,,5,22,1,0
541,2014,41,41483,,5,29,1,0
542,2014,41,41483,,5,27,1,2
543,2014,41,41483,,5,31,1,0
544,2014,41,41483,,5,32,1,1
545,2014,41,41483,,5,28,1,2
546,2014,41,41483,,5,30,1,1
547,2014,41,41483,,5,39,1,0
548,2014,41,41483,,5,33,1,0
549,2014,41,41483,,5,35,1,0
550,2014,41,41483,,5,40,1,0
551,2014,41,41483,,5,41,1,0
552,2014,41,41483,,5,42,1,0
553,2014,41,41483,,5,38,1,0
554,2014,41,41483,,5,25,1,0
555,2014,41,41483,,5,23,1,0
556,2014,41,41483,,5,37,1,0
557,2014,41,41483,,5,11,1,0
558,2014,41,41483,,5,12,1,0
559,2014,41,41001,,5,1,1,276
560,2014,41,41001,,5,2,1,331
561,2014,41,41001,,5,6,1,208
562,2014,41,41001,,5,7,1,320
563,2014,41,41001,,5,88,1,236
564,2014,41,41001,,5,14,1,171
565,2014,41,41001,,5,13,1,238
566,2014,41,41001,,5,34,1,268
567,2014,41,41001,,5,15,1,196
568,2014,41,41001,,5,20,1,0
569,2014,41,41001,,5,19,1,271
570,2014,41,41001,,5,21,1,300
571,2014,41,41001,,5,22,1,57
572,2014,41,41001,,5,29,1,262
573,2014,41,41001,,5,27,1,213
574,2014,41,41001,,5,31,1,119
575,2014,41,41001,,5,32,1,181
576,2014,41,41001,,5,28,1,204
577,2014,41,41001,,5,30,1,139
578,2014,41,41001,,5,39,1,75
579,2014,41,41001,,5,33,1,228
580,2014,41,41001,,5,35,1,149
581,2014,41,41001,,5,40,1,113
582,2014,41,41001,,5,41,1,300
583,2014,41,41001,,5,42,1,183
584,2014,41,41001,,5,38,1,17
585,2014,41,41001,,5,25,1,128
586,2014,41,41001,,5,23,1,79
587,2014,41,41001,,5,37,1,122
588,2014,41,41001,,5,11,1,70
589,2014,41,41001,,5,12,1,154
590,2014,41,41503,,5,1,1,0
591,2014,41,41503,,5,2,1,0
592,2014,41,41503,,5,6,1,2
593,2014,41,41503,,5,7,1,0
594,2014,41,41503,,5,88,1,0
595,2014,41,41503,,5,14,1,1
596,2014,41,41503,,5,13,1,0
597,2014,41,41503,,5,34,1,1
598,2014,41,41503,,5,15,1,1
599,2014,41,41503,,5,20,1,0
600,2014,41,41503,,5,19,1,0
601,2014,41,41503,,5,21,1,0
602,2014,41,41503,,5,22,1,0
603,2014,41,41503,,5,29,1,1
604,2014,41,41503,,5,27,1,1
605,2014,41,41503,,5,31,1,0
606,2014,41,41503,,5,32,1,0
607,2014,41,41503,,5,28,1,0
608,2014,41,41503,,5,30,1,1
609,2014,41,41503,,5,39,1,0
610,2014,41,41503,,5,33,1,3
611,2014,41,41503,,5,35,1,1
612,2014,41,41503,,5,40,1,0
613,2014,41,41503,,5,41,1,2
614,2014,41,41503,,5,42,1,2
615,2014,41,41503,,5,38,1,0
616,2014,41,41503,,5,25,1,0
617,2014,41,41503,,5,23,1,0
618,2014,41,41503,,5,37,1,0
619,2014,41,41503,,5,11,1,0
620,2014,41,41503,,5,12,1,0
621,2014,41,41518,,5,1,1,2
622,2014,41,41518,,5,2,1,2
623,2014,41,41518,,5,6,1,2
624,2014,41,41518,,5,7,1,5
625,2014,41,41518,,5,88,1,1
626,2014,41,41518,,5,14,1,2
627,2014,41,41518,,5,13,1,1
628,2014,41,41518,,5,34,1,0
629,2014,41,41518,,5,15,1,3
630,2014,41,41518,,5,20,1,0
631,2014,41,41518,,5,19,1,1
632,2014,41,41518,,5,21,1,3
633,2014,41,41518,,5,22,1,0
634,2014,41,41518,,5,29,1,1
635,2014,41,41518,,5,27,1,1
636,2014,41,41518,,5,31,1,0
637,2014,41,41518,,5,32,1,1
638,2014,41,41518,,5,28,1,0
639,2014,41,41518,,5,30,1,0
640,2014,41,41518,,5,39,1,0
641,2014,41,41518,,5,33,1,0
642,2014,41,41518,,5,35,1,0
643,2014,41,41518,,5,40,1,0
644,2014,41,41518,,5,41,1,2
645,2014,41,41518,,5,42,1,0
646,2014,41,41518,,5,38,1,0
647,2014,41,41518,,5,25,1,2
648,2014,41,41518,,5,23,1,0
649,2014,41,41518,,5,37,1,1
650,2014,41,41518,,5,11,1,0
651,2014,41,41518,,5,12,1,0
652,2014,41,41524,,5,1,1,11
653,2014,41,41524,,5,2,1,12
654,2014,41,41524,,5,6,1,19
655,2014,41,41524,,5,7,1,5
656,2014,41,41524,,5,88,1,1
657,2014,41,41524,,5,14,1,15
658,2014,41,41524,,5,13,1,6
659,2014,41,41524,,5,34,1,8
660,2014,41,41524,,5,15,1,5
661,2014,41,41524,,5,20,1,0
662,2014,41,41524,,5,19,1,8
663,2014,41,41524,,5,21,1,13
664,2014,41,41524,,5,22,1,3
665,2014,41,41524,,5,29,1,2
666,2014,41,41524,,5,27,1,12
667,2014,41,41524,,5,31,1,3
668,2014,41,41524,,5,32,1,12
669,2014,41,41524,,5,28,1,9
670,2014,41,41524,,5,30,1,4
671,2014,41,41524,,5,39,1,2
672,2014,41,41524,,5,33,1,11
673,2014,41,41524,,5,35,1,7
674,2014,41,41524,,5,40,1,2
675,2014,41,41524,,5,41,1,5
676,2014,41,41524,,5,42,1,4
677,2014,41,41524,,5,38,1,0
678,2014,41,41524,,5,25,1,10
679,2014,41,41524,,5,23,1,2
680,2014,41,41524,,5,37,1,9
681,2014,41,41524,,5,11,1,3
682,2014,41,41524,,5,12,1,12
683,2014,41,41530,,5,1,1,0
684,2014,41,41530,,5,2,1,6
685,2014,41,41530,,5,6,1,1
686,2014,41,41530,,5,7,1,5
687,2014,41,41530,,5,88,1,0
688,2014,41,41530,,5,14,1,0
689,2014,41,41530,,5,13,1,2
690,2014,41,41530,,5,34,1,0
691,2014,41,41530,,5,15,1,2
692,2014,41,41530,,5,20,1,0
693,2014,41,41530,,5,19,1,0
694,2014,41,41530,,5,21,1,0
695,2014,41,41530,,5,22,1,0
696,2014,41,41530,,5,29,1,0
697,2014,41,41530,,5,27,1,0
698,2014,41,41530,,5,31,1,0
699,2014,41,41530,,5,32,1,1
700,2014,41,41530,,5,28,1,0
701,2014,41,41530,,5,30,1,0
702,2014,41,41530,,5,39,1,0
703,2014,41,41530,,5,33,1,1
704,2014,41,41530,,5,35,1,2
705,2014,41,41530,,5,40,1,0
706,2014,41,41530,,5,41,1,0
707,2014,41,41530,,5,42,1,2
708,2014,41,41530,,5,38,1,0
709,2014,41,41530,,5,25,1,0
710,2014,41,41530,,5,23,1,0
711,2014,41,41530,,5,37,1,0
712,2014,41,41530,,5,11,1,0
713,2014,41,41530,,5,12,1,0
714,2014,41,41548,,5,1,1,3
715,2014,41,41548,,5,2,1,3
716,2014,41,41548,,5,6,1,2
717,2014,41,41548,,5,7,1,4
718,2014,41,41548,,5,88,1,1
719,2014,41,41548,,5,14,1,3
720,2014,41,41548,,5,13,1,0
721,2014,41,41548,,5,34,1,2
722,2014,41,41548,,5,15,1,4
723,2014,41,41548,,5,20,1,0
724,2014,41,41548,,5,19,1,0
725,2014,41,41548,,5,21,1,2
726,2014,41,41548,,5,22,1,0
727,2014,41,41548,,5,29,1,0
728,2014,41,41548,,5,27,1,0
729,2014,41,41548,,5,31,1,4
730,2014,41,41548,,5,32,1,4
731,2014,41,41548,,5,28,1,1
732,2014,41,41548,,5,30,1,1
