runi_codigo,runi_anio,runi_universidad,runi_semestre,runi_nivel_educacion_superior,runi_programa,runi_categoria_registro,runi_genero,runi_num_personas
5647,2011,9,,5,109,4,2,0
5648,2011,9,,5,110,4,2,5
5649,2011,9,,5,111,4,2,8
5650,2011,9,,5,44,4,2,17
5651,2011,9,,5,112,4,2,0
5652,2011,9,,5,21,4,2,0
5653,2011,9,,5,45,4,2,0
5654,2011,9,,5,113,4,2,0
5655,2011,9,,5,114,4,2,0
5656,2011,9,,5,115,4,2,0
5657,2011,9,,5,116,4,2,0
5658,2011,9,,5,34,4,2,65
5659,2011,9,,5,117,4,2,29
5660,2011,9,,5,118,4,2,6
5661,2011,9,,6,119,4,2,1
5662,2011,9,,6,120,4,2,0
5663,2011,9,,6,121,4,2,1
5664,2011,9,,6,122,4,2,0
5665,2011,9,,6,123,4,2,0
5666,2011,9,,6,124,4,2,0
5667,2011,9,,6,125,4,2,0
5668,2011,9,,6,126,4,2,0
5669,2011,9,,5,127,4,2,0
5670,2011,9,,5,128,4,2,0
5671,2011,9,,5,129,4,2,0
5672,2011,9,,5,130,4,2,0
5673,2011,9,,5,131,4,2,0
5674,2011,9,,5,132,4,2,0
5675,2011,9,,5,133,4,2,4
5676,2011,9,,5,134,4,2,0
5677,2011,9,,5,135,4,2,0
5678,2011,9,,5,136,4,2,6
5679,2011,9,,5,137,4,2,0
5680,2011,9,,5,138,4,2,0
5681,2011,9,,5,139,4,2,0
5682,2011,9,,5,140,4,2,0
5683,2011,9,1,5,1,5,1,5
5684,2011,9,1,5,108,5,1,1
5685,2011,9,1,5,279,5,1,0
5686,2011,9,1,5,109,5,1,1
5687,2011,9,1,5,110,5,1,1
5688,2011,9,1,5,111,5,1,1
5689,2011,9,1,5,44,5,1,6
5690,2011,9,1,5,112,5,1,0
5691,2011,9,1,5,21,5,1,0
5692,2011,9,1,5,45,5,1,0
5693,2011,9,1,5,113,5,1,0
5694,2011,9,1,5,114,5,1,0
5695,2011,9,1,5,115,5,1,1
5696,2011,9,1,5,116,5,1,0
5697,2011,9,1,5,34,5,1,0
5698,2011,9,1,5,117,5,1,4
5699,2011,9,1,5,118,5,1,5
5700,2011,9,1,6,119,5,1,0
5701,2011,9,1,6,120,5,1,0
5702,2011,9,1,6,121,5,1,0
5703,2011,9,1,6,122,5,1,0
5704,2011,9,1,6,123,5,1,0
5705,2011,9,1,6,124,5,1,0
5706,2011,9,1,6,125,5,1,0
5707,2011,9,1,6,126,5,1,0
5708,2011,9,1,5,127,5,1,0
5709,2011,9,1,5,128,5,1,0
5710,2011,9,1,5,129,5,1,0
5711,2011,9,1,5,130,5,1,0
5712,2011,9,1,5,131,5,1,0
5713,2011,9,1,5,132,5,1,1
5714,2011,9,1,5,133,5,1,2
5715,2011,9,1,5,134,5,1,0
5716,2011,9,1,5,135,5,1,0
5717,2011,9,1,5,136,5,1,1
5718,2011,9,1,5,137,5,1,0
5719,2011,9,1,5,138,5,1,0
5720,2011,9,1,5,139,5,1,0
5721,2011,9,1,5,140,5,1,0
5722,2011,9,1,5,1,5,2,18
5723,2011,9,1,5,108,5,2,0
5724,2011,9,1,5,279,5,2,0
5725,2011,9,1,5,109,5,2,0
5726,2011,9,1,5,110,5,2,1
5727,2011,9,1,5,111,5,2,7
5728,2011,9,1,5,44,5,2,12
5729,2011,9,1,5,112,5,2,0
5730,2011,9,1,5,21,5,2,0
5731,2011,9,1,5,45,5,2,0
5732,2011,9,1,5,113,5,2,0
5733,2011,9,1,5,114,5,2,0
5734,2011,9,1,5,115,5,2,0
5735,2011,9,1,5,116,5,2,0
5736,2011,9,1,5,34,5,2,40
5737,2011,9,1,5,117,5,2,4
5738,2011,9,1,5,118,5,2,2
5739,2011,9,1,6,119,5,2,0
5740,2011,9,1,6,120,5,2,0
5741,2011,9,1,6,121,5,2,1
5742,2011,9,1,6,122,5,2,0
5743,2011,9,1,6,123,5,2,0
5744,2011,9,1,6,124,5,2,0
5745,2011,9,1,6,125,5,2,0
5746,2011,9,1,6,126,5,2,0
5747,2011,9,1,5,127,5,2,0
5748,2011,9,1,5,128,5,2,0
5749,2011,9,1,5,129,5,2,0
5750,2011,9,1,5,130,5,2,0
5751,2011,9,1,5,131,5,2,0
5752,2011,9,1,5,132,5,2,0
5753,2011,9,1,5,133,5,2,3
5754,2011,9,1,5,134,5,2,0
5755,2011,9,1,5,135,5,2,0
5756,2011,9,1,5,136,5,2,3
5757,2011,9,1,5,137,5,2,0
5758,2011,9,1,5,138,5,2,0
5759,2011,9,1,5,139,5,2,0
5760,2011,9,1,5,140,5,2,0
5761,2011,9,2,5,1,5,1,2
5762,2011,9,2,5,108,5,1,1
5763,2011,9,2,5,279,5,1,0
5764,2011,9,2,5,109,5,1,0
5765,2011,9,2,5,110,5,1,2
5766,2011,9,2,5,111,5,1,0
5767,2011,9,2,5,44,5,1,8
5768,2011,9,2,5,112,5,1,0
5769,2011,9,2,5,21,5,1,0
5770,2011,9,2,5,45,5,1,0
5771,2011,9,2,5,113,5,1,0
5772,2011,9,2,5,114,5,1,0
5773,2011,9,2,5,115,5,1,0
5774,2011,9,2,5,116,5,1,3
5775,2011,9,2,5,34,5,1,5
5776,2011,9,2,5,117,5,1,7
5777,2011,9,2,5,118,5,1,2
5778,2011,9,2,6,119,5,1,0
5779,2011,9,2,6,120,5,1,0
5780,2011,9,2,6,121,5,1,0
5781,2011,9,2,6,122,5,1,0
5782,2011,9,2,6,123,5,1,0
5783,2011,9,2,6,124,5,1,0
5784,2011,9,2,6,125,5,1,1
5785,2011,9,2,6,126,5,1,0
5786,2011,9,2,5,127,5,1,0
5787,2011,9,2,5,128,5,1,0
5788,2011,9,2,5,129,5,1,0
5789,2011,9,2,5,130,5,1,0
5790,2011,9,2,5,131,5,1,0
5791,2011,9,2,5,132,5,1,0
5792,2011,9,2,5,133,5,1,1
5793,2011,9,2,5,134,5,1,0
5794,2011,9,2,5,135,5,1,0
5795,2011,9,2,5,136,5,1,0
5796,2011,9,2,5,137,5,1,0
5797,2011,9,2,5,138,5,1,0
5798,2011,9,2,5,139,5,1,0
5799,2011,9,2,5,140,5,1,0
5800,2011,9,2,5,1,5,2,12
5801,2011,9,2,5,108,5,2,0
5802,2011,9,2,5,279,5,2,0
5803,2011,9,2,5,109,5,2,0
5804,2011,9,2,5,110,5,2,4
5805,2011,9,2,5,111,5,2,1
5806,2011,9,2,5,44,5,2,5
5807,2011,9,2,5,112,5,2,0
5808,2011,9,2,5,21,5,2,0
5809,2011,9,2,5,45,5,2,0
5810,2011,9,2,5,113,5,2,0
5811,2011,9,2,5,114,5,2,0
5812,2011,9,2,5,115,5,2,0
5813,2011,9,2,5,116,5,2,0
5814,2011,9,2,5,34,5,2,25
5815,2011,9,2,5,117,5,2,25
5816,2011,9,2,5,118,5,2,4
5817,2011,9,2,6,119,5,2,1
5818,2011,9,2,6,120,5,2,0
5819,2011,9,2,6,121,5,2,0
5820,2011,9,2,6,122,5,2,0
5821,2011,9,2,6,123,5,2,0
5822,2011,9,2,6,124,5,2,0
5823,2011,9,2,6,125,5,2,0
5824,2011,9,2,6,126,5,2,0
5825,2011,9,2,5,127,5,2,0
5826,2011,9,2,5,128,5,2,0
5827,2011,9,2,5,129,5,2,0
5828,2011,9,2,5,130,5,2,0
5829,2011,9,2,5,131,5,2,0
5830,2011,9,2,5,132,5,2,0
5831,2011,9,2,5,133,5,2,1
5832,2011,9,2,5,134,5,2,0
5833,2011,9,2,5,135,5,2,0
5834,2011,9,2,5,136,5,2,3
5835,2011,9,2,5,137,5,2,0
5836,2011,9,2,5,138,5,2,0
5837,2011,9,2,5,139,5,2,0
5838,2011,9,2,5,140,5,2,0
5839,2011,10,1,5,27,1,1,0
5840,2011,10,1,5,28,1,1,1
5841,2011,10,1,5,30,1,1,0
5842,2011,10,1,5,141,1,1,0
5843,2011,10,1,5,142,1,1,2
5844,2011,10,1,5,143,1,1,0
5845,2011,10,1,5,144,1,1,1
5846,2011,10,1,5,145,1,1,0
5847,2011,10,1,5,146,1,1,0
5848,2011,10,1,5,147,1,1,0
5849,2011,10,1,5,148,1,1,0
5850,2011,10,1,5,149,1,1,2
5851,2011,10,1,5,1,1,1,0
5852,2011,10,1,5,81,1,1,0
5853,2011,10,1,5,150,1,1,0
5854,2011,10,1,5,27,1,2,0
5855,2011,10,1,5,28,1,2,0
5856,2011,10,1,5,30,1,2,0
5857,2011,10,1,5,141,1,2,0
5858,2011,10,1,5,142,1,2,0
5859,2011,10,1,5,143,1,2,0
5860,2011,10,1,5,144,1,2,0
5861,2011,10,1,5,145,1,2,1
5862,2011,10,1,5,146,1,2,3
5863,2011,10,1,5,147,1,2,0
5864,2011,10,1,5,148,1,2,0
5865,2011,10,1,5,149,1,2,4
5866,2011,10,1,5,1,1,2,1
5867,2011,10,1,5,81,1,2,0
5868,2011,10,1,5,150,1,2,0
5869,2011,10,2,5,27,1,1,0
5870,2011,10,2,5,28,1,1,0
5871,2011,10,2,5,30,1,1,0
5872,2011,10,2,5,141,1,1,0
5873,2011,10,2,5,142,1,1,0
5874,2011,10,2,5,143,1,1,0
5875,2011,10,2,5,144,1,1,1
5876,2011,10,2,5,145,1,1,0
5877,2011,10,2,5,146,1,1,0
5878,2011,10,2,5,147,1,1,0
5879,2011,10,2,5,148,1,1,0
5880,2011,10,2,5,149,1,1,0
5881,2011,10,2,5,1,1,1,0
5882,2011,10,2,5,81,1,1,0
5883,2011,10,2,5,150,1,1,0
5884,2011,10,2,5,27,1,2,0
5885,2011,10,2,5,28,1,2,0
5886,2011,10,2,5,30,1,2,1
5887,2011,10,2,5,141,1,2,0
5888,2011,10,2,5,142,1,2,0
5889,2011,10,2,5,143,1,2,0
5890,2011,10,2,5,144,1,2,0
5891,2011,10,2,5,145,1,2,0
5892,2011,10,2,5,146,1,2,1
5893,2011,10,2,5,147,1,2,0
5894,2011,10,2,5,148,1,2,0
5895,2011,10,2,5,149,1,2,0
5896,2011,10,2,5,1,1,2,0
5897,2011,10,2,5,81,1,2,1
5898,2011,10,2,5,150,1,2,0
5899,2011,10,1,5,27,2,1,0
5900,2011,10,1,5,28,2,1,1
5901,2011,10,1,5,30,2,1,0
5902,2011,10,1,5,141,2,1,0
5903,2011,10,1,5,142,2,1,2
5904,2011,10,1,5,143,2,1,0
5905,2011,10,1,5,144,2,1,1
5906,2011,10,1,5,145,2,1,1
5907,2011,10,1,5,146,2,1,0
5908,2011,10,1,5,147,2,1,0
5909,2011,10,1,5,148,2,1,0
5910,2011,10,1,5,149,2,1,2
5911,2011,10,1,5,1,2,1,0
5912,2011,10,1,5,81,2,1,0
5913,2011,10,1,5,150,2,1,0
5914,2011,10,1,5,27,2,2,0
5915,2011,10,1,5,28,2,2,0
5916,2011,10,1,5,30,2,2,0
5917,2011,10,1,5,141,2,2,0
5918,2011,10,1,5,142,2,2,0
5919,2011,10,1,5,143,2,2,0
5920,2011,10,1,5,144,2,2,0
5921,2011,10,1,5,145,2,2,0
5922,2011,10,1,5,146,2,2,3
5923,2011,10,1,5,147,2,2,0
5924,2011,10,1,5,148,2,2,0
5925,2011,10,1,5,149,2,2,4
5926,2011,10,1,5,1,2,2,1
5927,2011,10,1,5,81,2,2,0
5928,2011,10,1,5,150,2,2,0
5929,2011,10,2,5,27,2,1,0
5930,2011,10,2,5,28,2,1,0
5931,2011,10,2,5,30,2,1,0
5932,2011,10,2,5,141,2,1,0
5933,2011,10,2,5,142,2,1,0
5934,2011,10,2,5,143,2,1,0
5935,2011,10,2,5,144,2,1,1
5936,2011,10,2,5,145,2,1,0
5937,2011,10,2,5,146,2,1,0
5938,2011,10,2,5,147,2,1,0
5939,2011,10,2,5,148,2,1,0
5940,2011,10,2,5,149,2,1,0
5941,2011,10,2,5,1,2,1,0
5942,2011,10,2,5,81,2,1,0
5943,2011,10,2,5,150,2,1,0
5944,2011,10,2,5,27,2,2,0
5945,2011,10,2,5,28,2,2,0
5946,2011,10,2,5,30,2,2,1
5947,2011,10,2,5,141,2,2,0
5948,2011,10,2,5,142,2,2,0
5949,2011,10,2,5,143,2,2,0
5950,2011,10,2,5,144,2,2,0
5951,2011,10,2,5,145,2,2,0
5952,2011,10,2,5,146,2,2,1
5953,2011,10,2,5,147,2,2,0
5954,2011,10,2,5,148,2,2,0
5955,2011,10,2,5,149,2,2,0
5956,2011,10,2,5,1,2,2,0
5957,2011,10,2,5,81,2,2,1
5958,2011,10,2,5,150,2,2,0
5959,2011,10,1,5,27,3,1,0
5960,2011,10,1,5,28,3,1,1
5961,2011,10,1,5,30,3,1,3
5962,2011,10,1,5,141,3,1,0
5963,2011,10,1,5,142,3,1,8
5964,2011,10,1,5,143,3,1,2
5965,2011,10,1,5,144,3,1,8
5966,2011,10,1,5,145,3,1,0
5967,2011,10,1,5,146,3,1,5
5968,2011,10,1,5,147,3,1,0
5969,2011,10,1,5,148,3,1,0
5970,2011,10,1,5,149,3,1,7
5971,2011,10,1,5,1,3,1,6
5972,2011,10,1,5,81,3,1,5
5973,2011,10,1,5,150,3,1,1
5974,2011,10,1,5,27,3,2,2
5975,2011,10,1,5,28,3,2,4
5976,2011,10,1,5,30,3,2,3
5977,2011,10,1,5,141,3,2,17
5978,2011,10,1,5,142,3,2,1
5979,2011,10,1,5,143,3,2,1
5980,2011,10,1,5,144,3,2,0
5981,2011,10,1,5,145,3,2,0
5982,2011,10,1,5,146,3,2,13
5983,2011,10,1,5,147,3,2,3
5984,2011,10,1,5,148,3,2,0
5985,2011,10,1,5,149,3,2,5
5986,2011,10,1,5,1,3,2,3
5987,2011,10,1,5,81,3,2,0
5988,2011,10,1,5,150,3,2,0
5989,2011,10,2,5,27,3,1,0
5990,2011,10,2,5,28,3,1,0
5991,2011,10,2,5,30,3,1,3
5992,2011,10,2,5,141,3,1,0
5993,2011,10,2,5,142,3,1,4
5994,2011,10,2,5,143,3,1,1
5995,2011,10,2,5,144,3,1,4
5996,2011,10,2,5,145,3,1,0
5997,2011,10,2,5,146,3,1,4
5998,2011,10,2,5,147,3,1,0
5999,2011,10,2,5,148,3,1,0
6000,2011,10,2,5,149,3,1,7
6001,2011,10,2,5,1,3,1,5
6002,2011,10,2,5,81,3,1,4
6003,2011,10,2,5,150,3,1,2
6004,2011,10,2,5,27,3,2,2
6005,2011,10,2,5,28,3,2,2
6006,2011,10,2,5,30,3,2,5
6007,2011,10,2,5,141,3,2,18
6008,2011,10,2,5,142,3,2,0
6009,2011,10,2,5,143,3,2,1
6010,2011,10,2,5,144,3,2,0
6011,2011,10,2,5,145,3,2,1
6012,2011,10,2,5,146,3,2,10
6013,2011,10,2,5,147,3,2,3
6014,2011,10,2,5,148,3,2,0
6015,2011,10,2,5,149,3,2,2
6016,2011,10,2,5,1,3,2,2
6017,2011,10,2,5,81,3,2,1
6018,2011,10,2,5,150,3,2,1
6019,2011,10,,5,27,4,1,0
6020,2011,10,,5,28,4,1,0
6021,2011,10,,5,30,4,1,0
6022,2011,10,,5,141,4,1,0
6023,2011,10,,5,142,4,1,2
6024,2011,10,,5,143,4,1,0
6025,2011,10,,5,144,4,1,1
6026,2011,10,,5,145,4,1,0
6027,2011,10,,5,146,4,1,0
6028,2011,10,,5,147,4,1,0
6029,2011,10,,5,148,4,1,0
6030,2011,10,,5,149,4,1,0
6031,2011,10,,5,1,4,1,0
6032,2011,10,,5,81,4,1,0
6033,2011,10,,5,150,4,1,0
6034,2011,10,,5,27,4,2,0
6035,2011,10,,5,28,4,2,1
6036,2011,10,,5,30,4,2,0
6037,2011,10,,5,141,4,2,1
6038,2011,10,,5,142,4,2,0
6039,2011,10,,5,143,4,2,0
6040,2011,10,,5,144,4,2,0
6041,2011,10,,5,145,4,2,0
6042,2011,10,,5,146,4,2,0
6043,2011,10,,5,147,4,2,1
6044,2011,10,,5,148,4,2,0
6045,2011,10,,5,149,4,2,0
6046,2011,10,,5,1,4,2,1
6047,2011,10,,5,81,4,2,0
6048,2011,10,,5,150,4,2,0
6049,2011,10,1,5,27,5,1,0
6050,2011,10,1,5,28,5,1,0
6051,2011,10,1,5,30,5,1,0
6052,2011,10,1,5,141,5,1,0
6053,2011,10,1,5,142,5,1,2
6054,2011,10,1,5,143,5,1,0
6055,2011,10,1,5,144,5,1,0
6056,2011,10,1,5,145,5,1,0
6057,2011,10,1,5,146,5,1,0
6058,2011,10,1,5,147,5,1,0
6059,2011,10,1,5,148,5,1,0
6060,2011,10,1,5,149,5,1,0
6061,2011,10,1,5,1,5,1,0
6062,2011,10,1,5,81,5,1,0
6063,2011,10,1,5,150,5,1,0
6064,2011,10,1,5,27,5,2,0
6065,2011,10,1,5,28,5,2,0
6066,2011,10,1,5,30,5,2,0
6067,2011,10,1,5,141,5,2,1
6068,2011,10,1,5,142,5,2,0
6069,2011,10,1,5,143,5,2,0
6070,2011,10,1,5,144,5,2,0
6071,2011,10,1,5,145,5,2,0
6072,2011,10,1,5,146,5,2,0
6073,2011,10,1,5,147,5,2,1
6074,2011,10,1,5,148,5,2,0
6075,2011,10,1,5,149,5,2,0
6076,2011,10,1,5,1,5,2,1
6077,2011,10,1,5,81,5,2,0
6078,2011,10,1,5,150,5,2,0
6079,2011,10,2,5,27,5,1,0
6080,2011,10,2,5,28,5,1,0
6081,2011,10,2,5,30,5,1,0
6082,2011,10,2,5,141,5,1,0
6083,2011,10,2,5,142,5,1,0
6084,2011,10,2,5,143,5,1,0
6085,2011,10,2,5,144,5,1,1
6086,2011,10,2,5,145,5,1,0
6087,2011,10,2,5,146,5,1,0
6088,2011,10,2,5,147,5,1,0
6089,2011,10,2,5,148,5,1,0
6090,2011,10,2,5,149,5,1,0
6091,2011,10,2,5,1,5,1,0
6092,2011,10,2,5,81,5,1,0
6093,2011,10,2,5,150,5,1,0
6094,2011,10,2,5,27,5,2,0
6095,2011,10,2,5,28,5,2,1
6096,2011,10,2,5,30,5,2,0
6097,2011,10,2,5,141,5,2,0
6098,2011,10,2,5,142,5,2,0
6099,2011,10,2,5,143,5,2,0
6100,2011,10,2,5,144,5,2,0
6101,2011,10,2,5,145,5,2,0
6102,2011,10,2,5,146,5,2,0
6103,2011,10,2,5,147,5,2,0
6104,2011,10,2,5,148,5,2,0
6105,2011,10,2,5,149,5,2,0
6106,2011,10,2,5,1,5,2,0
6107,2011,10,2,5,81,5,2,0
6108,2011,10,2,5,150,5,2,0
6109,2010,1,1,5,1,1,1,108
6110,2010,1,1,5,6,1,1,164
6111,2010,1,1,5,88,1,1,47
6112,2010,1,1,5,14,1,1,73
6113,2010,1,1,5,13,1,1,146
6114,2010,1,1,5,34,1,1,32
6115,2010,1,1,5,15,1,1,70
6116,2010,1,1,5,19,1,1,192
6117,2010,1,1,5,21,1,1,110
6118,2010,1,1,5,11,1,1,5
6119,2010,1,1,5,151,1,1,0
6120,2010,1,1,5,174,1,1,0
6121,2010,1,1,5,244,1,1,0
6122,2010,1,1,5,91,1,1,0
6123,2010,1,1,5,90,1,1,0
6124,2010,1,1,5,152,1,1,0
6125,2010,1,1,5,31,1,1,24
6126,2010,1,1,5,29,1,1,53
6127,2010,1,1,5,27,1,1,59
6128,2010,1,1,5,32,1,1,136
6129,2010,1,1,5,28,1,1,29
6130,2010,1,1,5,30,1,1,68
6131,2010,1,1,5,33,1,1,4
6132,2010,1,1,5,35,1,1,29
6133,2010,1,1,5,41,1,1,76
6134,2010,1,1,5,37,1,1,32
6135,2010,1,1,5,38,1,1,22
6136,2010,1,1,5,245,1,1,12
6137,2010,1,1,5,25,1,1,67
6138,2010,1,1,5,22,1,1,0
6139,2010,1,1,6,50,1,1,31
6140,2010,1,1,6,51,1,1,0
6141,2010,1,1,6,52,1,1,17
6142,2010,1,1,6,246,1,1,0
6143,2010,1,1,6,247,1,1,10
6144,2010,1,1,6,89,1,1,10
6145,2010,1,1,6,157,1,1,0
6146,2010,1,1,6,53,1,1,10
6147,2010,1,1,6,55,1,1,1
6148,2010,1,1,6,54,1,1,0
6149,2010,1,1,6,248,1,1,9
6150,2010,1,1,6,57,1,1,40
6151,2010,1,1,6,58,1,1,15
6152,2010,1,1,6,59,1,1,57
6153,2010,1,1,6,60,1,1,5
6154,2010,1,1,6,61,1,1,30
6155,2010,1,1,6,62,1,1,19
6156,2010,1,1,6,65,1,1,1
6157,2010,1,1,6,66,1,1,6
6158,2010,1,1,6,67,1,1,6
6159,2010,1,1,6,153,1,1,45
6160,2010,1,1,6,249,1,1,0
6161,2010,1,1,6,63,1,1,0
6162,2010,1,1,6,68,1,1,14
6163,2010,1,1,6,250,1,1,0
6164,2010,1,1,6,71,1,1,0
6165,2010,1,1,5,1,1,2,161
6166,2010,1,1,5,6,1,2,224
6167,2010,1,1,5,88,1,2,51
6168,2010,1,1,5,14,1,2,138
6169,2010,1,1,5,13,1,2,144
6170,2010,1,1,5,34,1,2,83
6171,2010,1,1,5,15,1,2,28
6172,2010,1,1,5,19,1,2,77
6173,2010,1,1,5,21,1,2,26
6174,2010,1,1,5,11,1,2,5
6175,2010,1,1,5,151,1,2,0
6176,2010,1,1,5,174,1,2,0
6177,2010,1,1,5,244,1,2,0
6178,2010,1,1,5,91,1,2,0
6179,2010,1,1,5,90,1,2,0
6180,2010,1,1,5,152,1,2,0
6181,2010,1,1,5,31,1,2,28
6182,2010,1,1,5,29,1,2,63
6183,2010,1,1,5,27,1,2,52
6184,2010,1,1,5,32,1,2,21
6185,2010,1,1,5,28,1,2,36
6186,2010,1,1,5,30,1,2,27
6187,2010,1,1,5,33,1,2,166
6188,2010,1,1,5,35,1,2,53
6189,2010,1,1,5,41,1,2,99
6190,2010,1,1,5,37,1,2,17
6191,2010,1,1,5,38,1,2,11
6192,2010,1,1,5,245,1,2,42
6193,2010,1,1,5,25,1,2,21
6194,2010,1,1,5,22,1,2,0
6195,2010,1,1,6,50,1,2,10
6196,2010,1,1,6,51,1,2,0
6197,2010,1,1,6,52,1,2,21
6198,2010,1,1,6,246,1,2,0
6199,2010,1,1,6,247,1,2,10
6200,2010,1,1,6,89,1,2,25
6201,2010,1,1,6,157,1,2,4
6202,2010,1,1,6,53,1,2,17
6203,2010,1,1,6,55,1,2,7
6204,2010,1,1,6,54,1,2,0
6205,2010,1,1,6,248,1,2,28
6206,2010,1,1,6,57,1,2,18
6207,2010,1,1,6,58,1,2,9
6208,2010,1,1,6,59,1,2,21
6209,2010,1,1,6,60,1,2,7
6210,2010,1,1,6,61,1,2,49
6211,2010,1,1,6,62,1,2,9
6212,2010,1,1,6,65,1,2,6
6213,2010,1,1,6,66,1,2,14
6214,2010,1,1,6,67,1,2,9
6215,2010,1,1,6,153,1,2,59
6216,2010,1,1,6,249,1,2,0
6217,2010,1,1,6,63,1,2,0
6218,2010,1,1,6,68,1,2,13
6219,2010,1,1,6,250,1,2,0
6220,2010,1,1,6,71,1,2,0
6221,2010,1,2,5,1,1,1,138
6222,2010,1,2,5,6,1,1,116
6223,2010,1,2,5,88,1,1,30
6224,2010,1,2,5,14,1,1,31
6225,2010,1,2,5,13,1,1,116
6226,2010,1,2,5,34,1,1,25
6227,2010,1,2,5,15,1,1,43
6228,2010,1,2,5,19,1,1,125
6229,2010,1,2,5,21,1,1,62
6230,2010,1,2,5,11,1,1,0
6231,2010,1,2,5,151,1,1,0
6232,2010,1,2,5,174,1,1,0
6233,2010,1,2,5,244,1,1,0
6234,2010,1,2,5,91,1,1,0
6235,2010,1,2,5,90,1,1,0
6236,2010,1,2,5,152,1,1,0
6237,2010,1,2,5,31,1,1,2
6238,2010,1,2,5,29,1,1,37
6239,2010,1,2,5,27,1,1,38
6240,2010,1,2,5,32,1,1,112
6241,2010,1,2,5,28,1,1,32
6242,2010,1,2,5,30,1,1,30
6243,2010,1,2,5,33,1,1,0
6244,2010,1,2,5,35,1,1,6
6245,2010,1,2,5,41,1,1,74
6246,2010,1,2,5,37,1,1,32
6247,2010,1,2,5,38,1,1,19
6248,2010,1,2,5,245,1,1,25
6249,2010,1,2,5,25,1,1,53
6250,2010,1,2,5,22,1,1,7
6251,2010,1,2,6,50,1,1,26
6252,2010,1,2,6,51,1,1,24
6253,2010,1,2,6,52,1,1,0
6254,2010,1,2,6,246,1,1,15
6255,2010,1,2,6,247,1,1,0
6256,2010,1,2,6,89,1,1,0
6257,2010,1,2,6,157,1,1,1
6258,2010,1,2,6,53,1,1,0
6259,2010,1,2,6,55,1,1,0
6260,2010,1,2,6,54,1,1,0
6261,2010,1,2,6,248,1,1,0
6262,2010,1,2,6,57,1,1,0
6263,2010,1,2,6,58,1,1,0
6264,2010,1,2,6,59,1,1,0
6265,2010,1,2,6,60,1,1,0
6266,2010,1,2,6,61,1,1,0
6267,2010,1,2,6,62,1,1,12
6268,2010,1,2,6,65,1,1,3
6269,2010,1,2,6,66,1,1,2
6270,2010,1,2,6,67,1,1,4
6271,2010,1,2,6,153,1,1,17
6272,2010,1,2,6,249,1,1,15
6273,2010,1,2,6,63,1,1,13
6274,2010,1,2,6,68,1,1,5
6275,2010,1,2,6,250,1,1,0
6276,2010,1,2,6,71,1,1,7
6277,2010,1,2,5,1,1,2,180
6278,2010,1,2,5,6,1,2,185
6279,2010,1,2,5,88,1,2,25
6280,2010,1,2,5,14,1,2,88
6281,2010,1,2,5,13,1,2,108
6282,2010,1,2,5,34,1,2,84
6283,2010,1,2,5,15,1,2,14
6284,2010,1,2,5,19,1,2,35
6285,2010,1,2,5,21,1,2,9
6286,2010,1,2,5,11,1,2,4
6287,2010,1,2,5,151,1,2,0
6288,2010,1,2,5,174,1,2,0
6289,2010,1,2,5,244,1,2,0
6290,2010,1,2,5,91,1,2,0
6291,2010,1,2,5,90,1,2,0
6292,2010,1,2,5,152,1,2,0
6293,2010,1,2,5,31,1,2,0
6294,2010,1,2,5,29,1,2,54
6295,2010,1,2,5,27,1,2,37
6296,2010,1,2,5,32,1,2,18
6297,2010,1,2,5,28,1,2,49
6298,2010,1,2,5,30,1,2,17
6299,2010,1,2,5,33,1,2,119
6300,2010,1,2,5,35,1,2,5
6301,2010,1,2,5,41,1,2,71
6302,2010,1,2,5,37,1,2,17
6303,2010,1,2,5,38,1,2,11
6304,2010,1,2,5,245,1,2,43
6305,2010,1,2,5,25,1,2,30
6306,2010,1,2,5,22,1,2,2
6307,2010,1,2,6,50,1,2,8
6308,2010,1,2,6,51,1,2,8
6309,2010,1,2,6,52,1,2,0
6310,2010,1,2,6,246,1,2,10
6311,2010,1,2,6,247,1,2,0
6312,2010,1,2,6,89,1,2,0
6313,2010,1,2,6,157,1,2,5
6314,2010,1,2,6,53,1,2,0
6315,2010,1,2,6,55,1,2,0
6316,2010,1,2,6,54,1,2,0
6317,2010,1,2,6,248,1,2,0
6318,2010,1,2,6,57,1,2,0
6319,2010,1,2,6,58,1,2,0
6320,2010,1,2,6,59,1,2,0
6321,2010,1,2,6,60,1,2,0
6322,2010,1,2,6,61,1,2,0
6323,2010,1,2,6,62,1,2,6
6324,2010,1,2,6,65,1,2,4
6325,2010,1,2,6,66,1,2,14
6326,2010,1,2,6,67,1,2,6
6327,2010,1,2,6,153,1,2,33
6328,2010,1,2,6,249,1,2,10
6329,2010,1,2,6,63,1,2,8
6330,2010,1,2,6,68,1,2,3
6331,2010,1,2,6,250,1,2,0
6332,2010,1,2,6,71,1,2,3
6333,2010,1,1,5,1,2,1,53
6334,2010,1,1,5,6,2,1,92
6335,2010,1,1,5,88,2,1,18
6336,2010,1,1,5,14,2,1,20
6337,2010,1,1,5,13,2,1,27
6338,2010,1,1,5,34,2,1,13
6339,2010,1,1,5,15,2,1,29
6340,2010,1,1,5,19,2,1,32
6341,2010,1,1,5,21,2,1,30
6342,2010,1,1,5,11,2,1,0
6343,2010,1,1,5,151,2,1,0
6344,2010,1,1,5,174,2,1,0
6345,2010,1,1,5,244,2,1,0
