runi_codigo,runi_anio,runi_universidad,runi_semestre,runi_nivel_educacion_superior,runi_programa,runi_categoria_registro,runi_genero,runi_num_personas
11604,2008,2,1,5,45,2,2,0
11605,2008,2,1,5,34,2,2,0
11606,2008,2,1,5,20,2,2,0
11607,2008,2,1,5,73,2,2,0
11608,2008,2,1,5,279,2,2,0
11609,2008,2,1,6,48,2,2,0
11610,2008,2,1,6,49,2,2,0
11611,2008,2,1,6,210,2,2,0
11612,2008,2,1,6,189,2,2,0
11613,2008,2,1,6,190,2,2,0
11614,2008,2,1,6,191,2,2,0
11615,2008,2,2,5,1,2,1,7
11616,2008,2,2,5,6,2,1,7
11617,2008,2,2,5,44,2,1,14
11618,2008,2,2,5,41,2,1,56
11619,2008,2,2,5,45,2,1,17
11620,2008,2,2,5,34,2,1,3
11621,2008,2,2,5,20,2,1,42
11622,2008,2,2,5,73,2,1,2
11623,2008,2,2,5,279,2,1,1
11624,2008,2,2,6,48,2,1,0
11625,2008,2,2,6,49,2,1,0
11626,2008,2,2,6,210,2,1,0
11627,2008,2,2,6,189,2,1,0
11628,2008,2,2,6,190,2,1,0
11629,2008,2,2,6,191,2,1,0
11630,2008,2,2,5,1,2,2,8
11631,2008,2,2,5,6,2,2,16
11632,2008,2,2,5,44,2,2,7
11633,2008,2,2,5,41,2,2,67
11634,2008,2,2,5,45,2,2,19
11635,2008,2,2,5,34,2,2,17
11636,2008,2,2,5,20,2,2,12
11637,2008,2,2,5,73,2,2,28
11638,2008,2,2,5,279,2,2,5
11639,2008,2,2,6,48,2,2,0
11640,2008,2,2,6,49,2,2,0
11641,2008,2,2,6,210,2,2,0
11642,2008,2,2,6,189,2,2,0
11643,2008,2,2,6,190,2,2,0
11644,2008,2,2,6,191,2,2,0
11645,2008,2,1,5,1,3,1,0
11646,2008,2,1,5,6,3,1,0
11647,2008,2,1,5,44,3,1,0
11648,2008,2,1,5,41,3,1,0
11649,2008,2,1,5,45,3,1,0
11650,2008,2,1,5,34,3,1,0
11651,2008,2,1,5,20,3,1,0
11652,2008,2,1,5,73,3,1,0
11653,2008,2,1,5,279,3,1,0
11654,2008,2,1,6,48,3,1,0
11655,2008,2,1,6,49,3,1,0
11656,2008,2,1,6,210,3,1,0
11657,2008,2,1,6,189,3,1,0
11658,2008,2,1,6,190,3,1,0
11659,2008,2,1,6,191,3,1,0
11660,2008,2,1,5,1,3,2,0
11661,2008,2,1,5,6,3,2,0
11662,2008,2,1,5,44,3,2,0
11663,2008,2,1,5,41,3,2,0
11664,2008,2,1,5,45,3,2,0
11665,2008,2,1,5,34,3,2,0
11666,2008,2,1,5,20,3,2,0
11667,2008,2,1,5,73,3,2,0
11668,2008,2,1,5,279,3,2,0
11669,2008,2,1,6,48,3,2,0
11670,2008,2,1,6,49,3,2,0
11671,2008,2,1,6,210,3,2,0
11672,2008,2,1,6,189,3,2,0
11673,2008,2,1,6,190,3,2,0
11674,2008,2,1,6,191,3,2,0
11675,2008,2,2,5,1,3,1,38
11676,2008,2,2,5,6,3,1,53
11677,2008,2,2,5,44,3,1,143
11678,2008,2,2,5,41,3,1,360
11679,2008,2,2,5,45,3,1,184
11680,2008,2,2,5,34,3,1,18
11681,2008,2,2,5,20,3,1,247
11682,2008,2,2,5,73,3,1,16
11683,2008,2,2,5,279,3,1,17
11684,2008,2,2,6,48,3,1,0
11685,2008,2,2,6,49,3,1,0
11686,2008,2,2,6,210,3,1,0
11687,2008,2,2,6,189,3,1,0
11688,2008,2,2,6,190,3,1,0
11689,2008,2,2,6,191,3,1,0
11690,2008,2,2,5,1,3,2,66
11691,2008,2,2,5,6,3,2,116
11692,2008,2,2,5,44,3,2,73
11693,2008,2,2,5,41,3,2,510
11694,2008,2,2,5,45,3,2,142
11695,2008,2,2,5,34,3,2,185
11696,2008,2,2,5,20,3,2,88
11697,2008,2,2,5,73,3,2,279
11698,2008,2,2,5,279,3,2,52
11699,2008,2,2,6,48,3,2,0
11700,2008,2,2,6,49,3,2,0
11701,2008,2,2,6,210,3,2,0
11702,2008,2,2,6,189,3,2,0
11703,2008,2,2,6,190,3,2,0
11704,2008,2,2,6,191,3,2,0
11705,2008,3,1,5,1,1,1,4
11706,2008,3,1,5,93,1,1,17
11707,2008,3,1,5,176,1,1,3
11708,2008,3,1,5,6,1,1,7
11709,2008,3,1,5,41,1,1,0
11710,2008,3,1,5,44,1,1,6
11711,2008,3,1,5,21,1,1,21
11712,2008,3,1,5,45,1,1,3
11713,2008,3,1,5,96,1,1,25
11714,2008,3,1,5,97,1,1,3
11715,2008,3,1,5,98,1,1,12
11716,2008,3,1,5,34,1,1,2
11717,2008,3,1,5,1,1,2,12
11718,2008,3,1,5,93,1,2,5
11719,2008,3,1,5,176,1,2,12
11720,2008,3,1,5,6,1,2,48
11721,2008,3,1,5,41,1,2,0
11722,2008,3,1,5,44,1,2,4
11723,2008,3,1,5,21,1,2,2
11724,2008,3,1,5,45,1,2,5
11725,2008,3,1,5,96,1,2,0
11726,2008,3,1,5,97,1,2,12
11727,2008,3,1,5,98,1,2,57
11728,2008,3,1,5,34,1,2,6
11729,2008,3,2,5,1,1,1,2
11730,2008,3,2,5,93,1,1,7
11731,2008,3,2,5,176,1,1,1
11732,2008,3,2,5,6,1,1,11
11733,2008,3,2,5,41,1,1,0
11734,2008,3,2,5,44,1,1,1
11735,2008,3,2,5,21,1,1,1
11736,2008,3,2,5,45,1,1,2
11737,2008,3,2,5,96,1,1,18
11738,2008,3,2,5,97,1,1,0
11739,2008,3,2,5,98,1,1,15
11740,2008,3,2,5,34,1,1,1
11741,2008,3,2,5,1,1,2,4
11742,2008,3,2,5,93,1,2,9
11743,2008,3,2,5,176,1,2,3
11744,2008,3,2,5,6,1,2,28
11745,2008,3,2,5,41,1,2,0
11746,2008,3,2,5,44,1,2,1
11747,2008,3,2,5,21,1,2,7
11748,2008,3,2,5,45,1,2,4
11749,2008,3,2,5,96,1,2,1
11750,2008,3,2,5,97,1,2,11
11751,2008,3,2,5,98,1,2,32
11752,2008,3,2,5,34,1,2,8
11753,2008,3,1,5,1,2,1,4
11754,2008,3,1,5,93,2,1,12
11755,2008,3,1,5,176,2,1,3
11756,2008,3,1,5,6,2,1,5
11757,2008,3,1,5,41,2,1,0
11758,2008,3,1,5,44,2,1,1
11759,2008,3,1,5,21,2,1,15
11760,2008,3,1,5,45,2,1,2
11761,2008,3,1,5,96,2,1,24
11762,2008,3,1,5,97,2,1,0
11763,2008,3,1,5,98,2,1,10
11764,2008,3,1,5,34,2,1,0
11765,2008,3,1,5,1,2,2,9
11766,2008,3,1,5,93,2,2,5
11767,2008,3,1,5,176,2,2,7
11768,2008,3,1,5,6,2,2,23
11769,2008,3,1,5,41,2,2,0
11770,2008,3,1,5,44,2,2,0
11771,2008,3,1,5,21,2,2,1
11772,2008,3,1,5,45,2,2,1
11773,2008,3,1,5,96,2,2,0
11774,2008,3,1,5,97,2,2,2
11775,2008,3,1,5,98,2,2,50
11776,2008,3,1,5,34,2,2,0
11777,2008,3,2,5,1,2,1,2
11778,2008,3,2,5,93,2,1,6
11779,2008,3,2,5,176,2,1,1
11780,2008,3,2,5,6,2,1,5
11781,2008,3,2,5,41,2,1,0
11782,2008,3,2,5,44,2,1,0
11783,2008,3,2,5,21,2,1,3
11784,2008,3,2,5,45,2,1,1
11785,2008,3,2,5,96,2,1,15
11786,2008,3,2,5,97,2,1,0
11787,2008,3,2,5,98,2,1,12
11788,2008,3,2,5,34,2,1,1
11789,2008,3,2,5,1,2,2,2
11790,2008,3,2,5,93,2,2,5
11791,2008,3,2,5,176,2,2,5
11792,2008,3,2,5,6,2,2,19
11793,2008,3,2,5,41,2,2,0
11794,2008,3,2,5,44,2,2,1
11795,2008,3,2,5,21,2,2,0
11796,2008,3,2,5,45,2,2,0
11797,2008,3,2,5,96,2,2,1
11798,2008,3,2,5,97,2,2,6
11799,2008,3,2,5,98,2,2,26
11800,2008,3,2,5,34,2,2,4
11801,2008,3,1,5,1,3,1,9
11802,2008,3,1,5,93,3,1,46
11803,2008,3,1,5,176,3,1,7
11804,2008,3,1,5,6,3,1,42
11805,2008,3,1,5,41,3,1,114
11806,2008,3,1,5,44,3,1,18
11807,2008,3,1,5,21,3,1,94
11808,2008,3,1,5,45,3,1,3
11809,2008,3,1,5,96,3,1,107
11810,2008,3,1,5,97,3,1,2
11811,2008,3,1,5,98,3,1,46
11812,2008,3,1,5,34,3,1,4
11813,2008,3,1,5,1,3,2,15
11814,2008,3,1,5,93,3,2,31
11815,2008,3,1,5,176,3,2,34
11816,2008,3,1,5,6,3,2,122
11817,2008,3,1,5,41,3,2,144
11818,2008,3,1,5,44,3,2,14
11819,2008,3,1,5,21,3,2,9
11820,2008,3,1,5,45,3,2,2
11821,2008,3,1,5,96,3,2,0
11822,2008,3,1,5,97,3,2,23
11823,2008,3,1,5,98,3,2,167
11824,2008,3,1,5,34,3,2,21
11825,2008,3,2,5,1,3,1,8
11826,2008,3,2,5,93,3,1,46
11827,2008,3,2,5,176,3,1,4
11828,2008,3,2,5,6,3,1,38
11829,2008,3,2,5,41,3,1,89
11830,2008,3,2,5,44,3,1,15
11831,2008,3,2,5,21,3,1,86
11832,2008,3,2,5,45,3,1,1
11833,2008,3,2,5,96,3,1,109
11834,2008,3,2,5,97,3,1,1
11835,2008,3,2,5,98,3,1,54
11836,2008,3,2,5,34,3,1,3
11837,2008,3,2,5,1,3,2,12
11838,2008,3,2,5,93,3,2,31
11839,2008,3,2,5,176,3,2,33
11840,2008,3,2,5,6,3,2,132
11841,2008,3,2,5,41,3,2,119
11842,2008,3,2,5,44,3,2,11
11843,2008,3,2,5,21,3,2,4
11844,2008,3,2,5,45,3,2,1
11845,2008,3,2,5,96,3,2,3
11846,2008,3,2,5,97,3,2,25
11847,2008,3,2,5,98,3,2,174
11848,2008,3,2,5,34,3,2,26
11849,2008,3,1,5,1,4,1,0
11850,2008,3,1,5,93,4,1,0
11851,2008,3,1,5,176,4,1,0
11852,2008,3,1,5,6,4,1,0
11853,2008,3,1,5,41,4,1,6
11854,2008,3,1,5,44,4,1,0
11855,2008,3,1,5,21,4,1,0
11856,2008,3,1,5,45,4,1,0
11857,2008,3,1,5,96,4,1,0
11858,2008,3,1,5,97,4,1,0
11859,2008,3,1,5,98,4,1,0
11860,2008,3,1,5,34,4,1,0
11861,2008,3,1,5,1,4,2,0
11862,2008,3,1,5,93,4,2,0
11863,2008,3,1,5,176,4,2,0
11864,2008,3,1,5,6,4,2,0
11865,2008,3,1,5,41,4,2,6
11866,2008,3,1,5,44,4,2,0
11867,2008,3,1,5,21,4,2,0
11868,2008,3,1,5,45,4,2,0
11869,2008,3,1,5,96,4,2,0
11870,2008,3,1,5,97,4,2,0
11871,2008,3,1,5,98,4,2,0
11872,2008,3,1,5,34,4,2,0
11873,2008,3,2,5,1,4,1,0
11874,2008,3,2,5,93,4,1,0
11875,2008,3,2,5,176,4,1,0
11876,2008,3,2,5,6,4,1,0
11877,2008,3,2,5,41,4,1,3
11878,2008,3,2,5,44,4,1,0
11879,2008,3,2,5,21,4,1,0
11880,2008,3,2,5,45,4,1,0
11881,2008,3,2,5,96,4,1,0
11882,2008,3,2,5,97,4,1,0
11883,2008,3,2,5,98,4,1,0
11884,2008,3,2,5,34,4,1,0
11885,2008,3,2,5,1,4,2,0
11886,2008,3,2,5,93,4,2,0
11887,2008,3,2,5,176,4,2,0
11888,2008,3,2,5,6,4,2,0
11889,2008,3,2,5,41,4,2,6
11890,2008,3,2,5,44,4,2,0
11891,2008,3,2,5,21,4,2,0
11892,2008,3,2,5,45,4,2,0
11893,2008,3,2,5,96,4,2,0
11894,2008,3,2,5,97,4,2,0
11895,2008,3,2,5,98,4,2,0
11896,2008,3,2,5,34,4,2,0
11897,2008,3,1,5,1,5,1,0
11898,2008,3,1,5,93,5,1,0
11899,2008,3,1,5,176,5,1,0
11900,2008,3,1,5,6,5,1,0
11901,2008,3,1,5,41,5,1,3
11902,2008,3,1,5,44,5,1,0
11903,2008,3,1,5,21,5,1,1
11904,2008,3,1,5,45,5,1,0
11905,2008,3,1,5,96,5,1,1
11906,2008,3,1,5,97,5,1,0
11907,2008,3,1,5,98,5,1,0
11908,2008,3,1,5,34,5,1,0
11909,2008,3,1,5,1,5,2,0
11910,2008,3,1,5,93,5,2,0
11911,2008,3,1,5,176,5,2,0
11912,2008,3,1,5,6,5,2,8
11913,2008,3,1,5,41,5,2,5
11914,2008,3,1,5,44,5,2,0
11915,2008,3,1,5,21,5,2,0
11916,2008,3,1,5,45,5,2,0
11917,2008,3,1,5,96,5,2,0
11918,2008,3,1,5,97,5,2,1
11919,2008,3,1,5,98,5,2,1
11920,2008,3,1,5,34,5,2,1
11921,2008,3,2,5,1,5,1,0
11922,2008,3,2,5,93,5,1,5
11923,2008,3,2,5,176,5,1,0
11924,2008,3,2,5,6,5,1,6
11925,2008,3,2,5,41,5,1,6
11926,2008,3,2,5,44,5,1,1
11927,2008,3,2,5,21,5,1,1
11928,2008,3,2,5,45,5,1,0
11929,2008,3,2,5,96,5,1,1
11930,2008,3,2,5,97,5,1,0
11931,2008,3,2,5,98,5,1,0
11932,2008,3,2,5,34,5,1,0
11933,2008,3,2,5,1,5,2,0
11934,2008,3,2,5,93,5,2,2
11935,2008,3,2,5,176,5,2,0
11936,2008,3,2,5,6,5,2,5
11937,2008,3,2,5,41,5,2,2
11938,2008,3,2,5,44,5,2,1
11939,2008,3,2,5,21,5,2,0
11940,2008,3,2,5,45,5,2,0
11941,2008,3,2,5,96,5,2,0
11942,2008,3,2,5,97,5,2,0
11943,2008,3,2,5,98,5,2,0
11944,2008,3,2,5,34,5,2,1
11945,2008,4,1,5,81,1,1,0
11946,2008,4,1,5,85,1,1,43
11947,2008,4,1,5,45,1,1,47
11948,2008,4,1,5,79,1,1,15
11949,2008,4,1,5,80,1,1,10
11950,2008,4,1,5,83,1,1,12
11951,2008,4,1,5,86,1,1,35
11952,2008,4,1,5,44,1,1,34
11953,2008,4,1,5,118,1,1,
11954,2008,4,1,6,177,1,1,
11955,2008,4,1,5,81,1,2,0
11956,2008,4,1,5,85,1,2,26
11957,2008,4,1,5,45,1,2,25
11958,2008,4,1,5,79,1,2,38
11959,2008,4,1,5,80,1,2,24
11960,2008,4,1,5,83,1,2,17
11961,2008,4,1,5,86,1,2,58
11962,2008,4,1,5,44,1,2,10
11963,2008,4,1,5,118,1,2,
11964,2008,4,1,6,177,1,2,
11965,2008,4,2,5,81,1,1,3
11966,2008,4,2,5,85,1,1,20
11967,2008,4,2,5,45,1,1,30
11968,2008,4,2,5,79,1,1,5
11969,2008,4,2,5,80,1,1,4
11970,2008,4,2,5,83,1,1,4
11971,2008,4,2,5,86,1,1,24
11972,2008,4,2,5,44,1,1,17
11973,2008,4,2,5,118,1,1,
11974,2008,4,2,6,177,1,1,
11975,2008,4,2,5,81,1,2,3
11976,2008,4,2,5,85,1,2,23
11977,2008,4,2,5,45,1,2,24
11978,2008,4,2,5,79,1,2,20
11979,2008,4,2,5,80,1,2,15
11980,2008,4,2,5,83,1,2,16
11981,2008,4,2,5,86,1,2,24
11982,2008,4,2,5,44,1,2,8
11983,2008,4,2,5,118,1,2,
11984,2008,4,2,6,177,1,2,
11985,2008,4,1,5,81,2,1,5
11986,2008,4,1,5,85,2,1,37
11987,2008,4,1,5,45,2,1,44
11988,2008,4,1,5,79,2,1,15
11989,2008,4,1,5,80,2,1,5
11990,2008,4,1,5,83,2,1,11
11991,2008,4,1,5,86,2,1,32
11992,2008,4,1,5,44,2,1,29
11993,2008,4,1,5,118,2,1,
11994,2008,4,1,6,177,2,1,
11995,2008,4,1,5,81,2,2,2
11996,2008,4,1,5,85,2,2,26
11997,2008,4,1,5,45,2,2,21
11998,2008,4,1,5,79,2,2,34
11999,2008,4,1,5,80,2,2,18
12000,2008,4,1,5,83,2,2,12
12001,2008,4,1,5,86,2,2,48
12002,2008,4,1,5,44,2,2,7
12003,2008,4,1,5,118,2,2,
12004,2008,4,1,6,177,2,2,
12005,2008,4,2,5,81,2,1,3
12006,2008,4,2,5,85,2,1,20
12007,2008,4,2,5,45,2,1,25
12008,2008,4,2,5,79,2,1,4
12009,2008,4,2,5,80,2,1,4
12010,2008,4,2,5,83,2,1,4
12011,2008,4,2,5,86,2,1,24
12012,2008,4,2,5,44,2,1,14
12013,2008,4,2,5,118,2,1,
12014,2008,4,2,6,177,2,1,
12015,2008,4,2,5,81,2,2,3
12016,2008,4,2,5,85,2,2,23
12017,2008,4,2,5,45,2,2,19
12018,2008,4,2,5,79,2,2,16
12019,2008,4,2,5,80,2,2,15
12020,2008,4,2,5,83,2,2,13
12021,2008,4,2,5,86,2,2,24
12022,2008,4,2,5,44,2,2,8
12023,2008,4,2,5,118,2,2,
12024,2008,4,2,6,177,2,2,
12025,2008,4,1,5,81,3,1,45
12026,2008,4,1,5,85,3,1,207
12027,2008,4,1,5,45,3,1,221
12028,2008,4,1,5,79,3,1,74
12029,2008,4,1,5,80,3,1,46
12030,2008,4,1,5,83,3,1,78
12031,2008,4,1,5,86,3,1,77
12032,2008,4,1,5,44,3,1,41
12033,2008,4,1,5,118,3,1,
12034,2008,4,1,6,177,3,1,
12035,2008,4,1,5,81,3,2,34
12036,2008,4,1,5,85,3,2,165
12037,2008,4,1,5,45,3,2,130
12038,2008,4,1,5,79,3,2,219
12039,2008,4,1,5,80,3,2,171
12040,2008,4,1,5,83,3,2,123
12041,2008,4,1,5,86,3,2,124
12042,2008,4,1,5,44,3,2,18
12043,2008,4,1,5,118,3,2,
12044,2008,4,1,6,177,3,2,
12045,2008,4,2,5,81,3,1,44
12046,2008,4,2,5,85,3,1,179
12047,2008,4,2,5,45,3,1,207
12048,2008,4,2,5,79,3,1,58
12049,2008,4,2,5,80,3,1,48
12050,2008,4,2,5,83,3,1,67
12051,2008,4,2,5,86,3,1,88
12052,2008,4,2,5,44,3,1,50
12053,2008,4,2,5,118,3,1,
12054,2008,4,2,6,177,3,1,
12055,2008,4,2,5,81,3,2,32
12056,2008,4,2,5,85,3,2,157
12057,2008,4,2,5,45,3,2,134
12058,2008,4,2,5,79,3,2,190
12059,2008,4,2,5,80,3,2,166
12060,2008,4,2,5,83,3,2,123
12061,2008,4,2,5,86,3,2,140
12062,2008,4,2,5,44,3,2,20
12063,2008,4,2,5,118,3,2,
12064,2008,4,2,6,177,3,2,
12065,2008,4,,5,81,4,1,5
12066,2008,4,,5,85,4,1,15
12067,2008,4,,5,45,4,1,30
12068,2008,4,,5,79,4,1,9
12069,2008,4,,5,80,4,1,9
12070,2008,4,,5,83,4,1,8
12071,2008,4,,5,86,4,1,
12072,2008,4,,5,44,4,1,
12073,2008,4,,5,118,4,1,
12074,2008,4,,6,177,4,1,
12075,2008,4,,5,81,4,2,4
12076,2008,4,,5,85,4,2,10
12077,2008,4,,5,45,4,2,11
12078,2008,4,,5,79,4,2,46
12079,2008,4,,5,80,4,2,24
12080,2008,4,,5,83,4,2,14
12081,2008,4,,5,86,4,2,
12082,2008,4,,5,44,4,2,
12083,2008,4,,5,118,4,2,
12084,2008,4,,6,177,4,2,
12085,2008,4,,5,81,5,1,5
12086,2008,4,,5,85,5,1,10
12087,2008,4,,5,45,5,1,15
12088,2008,4,,5,79,5,1,8
12089,2008,4,,5,80,5,1,1
12090,2008,4,,5,83,5,1,1
12091,2008,4,,5,86,5,1,
12092,2008,4,,5,44,5,1,
12093,2008,4,,5,118,5,1,5
12094,2008,4,,6,177,5,1,
12095,2008,4,,5,81,5,2,4
12096,2008,4,,5,85,5,2,4
12097,2008,4,,5,45,5,2,6
12098,2008,4,,5,79,5,2,21
12099,2008,4,,5,80,5,2,9
12100,2008,4,,5,83,5,2,3
12101,2008,4,,5,86,5,2,
12102,2008,4,,5,44,5,2,
12103,2008,4,,5,118,5,2,0
12104,2008,4,,6,177,5,2,
12105,2008,7,,6,182,1,,24
12106,2008,7,,6,184,1,,25
12107,2008,7,,6,183,1,,8
12108,2008,7,,6,182,3,1,17
12109,2008,7,,6,184,3,1,31
12110,2008,7,,6,183,3,1,6
12111,2008,7,,6,182,3,2,18
12112,2008,7,,6,184,3,2,59
12113,2008,7,,6,183,3,2,10
12114,2008,7,,6,182,4,1,9
12115,2008,7,,6,184,4,1,5
12116,2008,7,,6,183,4,1,0
12117,2008,7,,6,182,4,2,7
12118,2008,7,,6,184,4,2,11
12119,2008,7,,6,183,4,2,0
12120,2008,7,,6,182,5,1,9
12121,2008,7,,6,184,5,1,8
12122,2008,7,,6,183,5,1,0
12123,2008,7,,6,182,5,2,7
12124,2008,7,,6,184,5,2,21
12125,2008,7,,6,183,5,2,0
12126,2008,9,1,5,1,3,1,118
12127,2008,9,1,5,108,3,1,15
12128,2008,9,1,5,35,3,1,8
12129,2008,9,1,5,109,3,1,1
12130,2008,9,1,5,110,3,1,19
12131,2008,9,1,5,111,3,1,15
12132,2008,9,1,5,44,3,1,139
12133,2008,9,1,5,112,3,1,0
12134,2008,9,1,5,21,3,1,79
12135,2008,9,1,5,45,3,1,44
12136,2008,9,1,5,113,3,1,2
12137,2008,9,1,5,114,3,1,2
12138,2008,9,1,5,115,3,1,0
12139,2008,9,1,5,116,3,1,7
12140,2008,9,1,5,178,3,1,65
12141,2008,9,1,5,117,3,1,56
12142,2008,9,1,5,118,3,1,62
12143,2008,9,1,6,120,3,1,1
12144,2008,9,1,6,121,3,1,4
12145,2008,9,1,6,124,3,1,0
12146,2008,9,1,6,126,3,1,0
12147,2008,9,1,5,1,3,2,277
12148,2008,9,1,5,108,3,2,7
12149,2008,9,1,5,35,3,2,10
12150,2008,9,1,5,109,3,2,1
12151,2008,9,1,5,110,3,2,28
12152,2008,9,1,5,111,3,2,37
12153,2008,9,1,5,44,3,2,221
12154,2008,9,1,5,112,3,2,0
12155,2008,9,1,5,21,3,2,6
12156,2008,9,1,5,45,3,2,67
12157,2008,9,1,5,113,3,2,5
12158,2008,9,1,5,114,3,2,5
12159,2008,9,1,5,115,3,2,0
12160,2008,9,1,5,116,3,2,5
12161,2008,9,1,5,178,3,2,429
12162,2008,9,1,5,117,3,2,159
12163,2008,9,1,5,118,3,2,39
12164,2008,9,1,6,120,3,2,1
12165,2008,9,1,6,121,3,2,1
12166,2008,9,1,6,124,3,2,4
12167,2008,9,1,6,126,3,2,0
12168,2008,9,2,5,1,3,1,108
12169,2008,9,2,5,108,3,1,24
12170,2008,9,2,5,35,3,1,7
12171,2008,9,2,5,109,3,1,0
12172,2008,9,2,5,110,3,1,29
12173,2008,9,2,5,111,3,1,14
12174,2008,9,2,5,44,3,1,194
12175,2008,9,2,5,112,3,1,2
12176,2008,9,2,5,21,3,1,89
12177,2008,9,2,5,45,3,1,88
12178,2008,9,2,5,113,3,1,2
12179,2008,9,2,5,114,3,1,1
12180,2008,9,2,5,115,3,1,0
12181,2008,9,2,5,116,3,1,3
12182,2008,9,2,5,178,3,1,75
12183,2008,9,2,5,117,3,1,47
12184,2008,9,2,5,118,3,1,50
12185,2008,9,2,6,120,3,1,1
12186,2008,9,2,6,121,3,1,2
12187,2008,9,2,6,124,3,1,0
12188,2008,9,2,6,126,3,1,1
12189,2008,9,2,5,1,3,2,273
12190,2008,9,2,5,108,3,2,12
12191,2008,9,2,5,35,3,2,13
12192,2008,9,2,5,109,3,2,0
12193,2008,9,2,5,110,3,2,29
12194,2008,9,2,5,111,3,2,31
12195,2008,9,2,5,44,3,2,142
12196,2008,9,2,5,112,3,2,0
12197,2008,9,2,5,21,3,2,7
12198,2008,9,2,5,45,3,2,48
12199,2008,9,2,5,113,3,2,4
12200,2008,9,2,5,114,3,2,2
12201,2008,9,2,5,115,3,2,1
12202,2008,9,2,5,116,3,2,2
12203,2008,9,2,5,178,3,2,443
12204,2008,9,2,5,117,3,2,158
12205,2008,9,2,5,118,3,2,34
12206,2008,9,2,6,120,3,2,1
12207,2008,9,2,6,121,3,2,1
12208,2008,9,2,6,124,3,2,2
12209,2008,9,2,6,126,3,2,0
12210,2008,9,1,5,1,4,1,4
12211,2008,9,1,5,108,4,1,0
12212,2008,9,1,5,35,4,1,1
12213,2008,9,1,5,109,4,1,0
12214,2008,9,1,5,110,4,1,0
12215,2008,9,1,5,111,4,1,0
12216,2008,9,1,5,44,4,1,3
12217,2008,9,1,5,112,4,1,0
12218,2008,9,1,5,21,4,1,0
12219,2008,9,1,5,45,4,1,0
12220,2008,9,1,5,113,4,1,0
12221,2008,9,1,5,114,4,1,0
12222,2008,9,1,5,115,4,1,0
12223,2008,9,1,5,116,4,1,1
12224,2008,9,1,5,178,4,1,5
12225,2008,9,1,5,117,4,1,3
12226,2008,9,1,5,118,4,1,5
12227,2008,9,1,6,120,4,1,0
12228,2008,9,1,6,121,4,1,1
12229,2008,9,1,6,124,4,1,0
12230,2008,9,1,6,126,4,1,0
12231,2008,9,1,5,1,4,2,11
12232,2008,9,1,5,108,4,2,0
12233,2008,9,1,5,35,4,2,3
12234,2008,9,1,5,109,4,2,0
12235,2008,9,1,5,110,4,2,0
12236,2008,9,1,5,111,4,2,1
12237,2008,9,1,5,44,4,2,2
12238,2008,9,1,5,112,4,2,0
12239,2008,9,1,5,21,4,2,0
12240,2008,9,1,5,45,4,2,0
12241,2008,9,1,5,113,4,2,0
12242,2008,9,1,5,114,4,2,0
12243,2008,9,1,5,115,4,2,0
12244,2008,9,1,5,116,4,2,8
12245,2008,9,1,5,178,4,2,27
12246,2008,9,1,5,117,4,2,12
12247,2008,9,1,5,118,4,2,3
12248,2008,9,1,6,120,4,2,0
12249,2008,9,1,6,121,4,2,1
12250,2008,9,1,6,124,4,2,0
12251,2008,9,1,6,126,4,2,0
12252,2008,9,2,5,1,4,1,13
12253,2008,9,2,5,108,4,1,0
12254,2008,9,2,5,35,4,1,0
12255,2008,9,2,5,109,4,1,0
12256,2008,9,2,5,110,4,1,0
12257,2008,9,2,5,111,4,1,0
12258,2008,9,2,5,44,4,1,6
12259,2008,9,2,5,112,4,1,0
12260,2008,9,2,5,21,4,1,0
12261,2008,9,2,5,45,4,1,0
12262,2008,9,2,5,113,4,1,0
12263,2008,9,2,5,114,4,1,0
12264,2008,9,2,5,115,4,1,0
12265,2008,9,2,5,116,4,1,3
12266,2008,9,2,5,178,4,1,5
12267,2008,9,2,5,117,4,1,4
12268,2008,9,2,5,118,4,1,5
12269,2008,9,2,6,120,4,1,0
12270,2008,9,2,6,121,4,1,1
12271,2008,9,2,6,124,4,1,0
12272,2008,9,2,6,126,4,1,0
12273,2008,9,2,5,1,4,2,31
12274,2008,9,2,5,108,4,2,0
12275,2008,9,2,5,35,4,2,0
12276,2008,9,2,5,109,4,2,0
12277,2008,9,2,5,110,4,2,0
12278,2008,9,2,5,111,4,2,0
12279,2008,9,2,5,44,4,2,5
12280,2008,9,2,5,112,4,2,0
12281,2008,9,2,5,21,4,2,0
12282,2008,9,2,5,45,4,2,0
12283,2008,9,2,5,113,4,2,0
12284,2008,9,2,5,114,4,2,0
12285,2008,9,2,5,115,4,2,0
12286,2008,9,2,5,116,4,2,5
12287,2008,9,2,5,178,4,2,23
12288,2008,9,2,5,117,4,2,12
12289,2008,9,2,5,118,4,2,3
12290,2008,9,2,6,120,4,2,0
12291,2008,9,2,6,121,4,2,0
12292,2008,9,2,6,124,4,2,0
12293,2008,9,2,6,126,4,2,0
12294,2008,9,1,5,1,5,1,7
12295,2008,9,1,5,108,5,1,0
12296,2008,9,1,5,35,5,1,1
12297,2008,9,1,5,109,5,1,0
12298,2008,9,1,5,110,5,1,0
12299,2008,9,1,5,111,5,1,0
12300,2008,9,1,5,44,5,1,3
12301,2008,9,1,5,112,5,1,0
12302,2008,9,1,5,21,5,1,0
12303,2008,9,1,5,45,5,1,0
12304,2008,9,1,5,113,5,1,0
