ddo_codigo,ddo_codMunicipio,ddo_anio,ddo_categoria_directivo_docente,ddo_num_directivo_docente
1149,41013,2011,5,1
1150,41016,2011,5,1
1151,41020,2011,5,3
1152,41026,2011,5,1
1153,41078,2011,5,1
1154,41132,2011,5,3
1155,41206,2011,5,0
1156,41244,2011,5,1
1157,41298,2011,5,8
1158,41306,2011,5,5
1159,41319,2011,5,3
1160,41349,2011,5,2
1161,41357,2011,5,1
1162,41359,2011,5,2
1163,41378,2011,5,2
1164,41396,2011,5,11
1165,41483,2011,5,1
1166,41001,2011,5,0
1167,41503,2011,5,1
1168,41518,2011,5,1
1169,41524,2011,5,4
1170,41530,2011,5,1
1171,41548,2011,5,1
1172,41551,2011,5,
1173,41615,2011,5,2
1174,41660,2011,5,2
1175,41668,2011,5,2
1176,41676,2011,5,1
1177,41770,2011,5,1
1178,41791,2011,5,3
1179,41799,2011,5,2
1180,41801,2011,5,1
1181,41797,2011,5,2
1182,41807,2011,5,1
1183,41872,2011,5,0
1184,41885,2011,5,1
1185,41006,2009,1,5
1186,41013,2009,1,3
1187,41016,2009,1,2
1188,41020,2009,1,6
1189,41026,2009,1,0
1190,41078,2009,1,3
1191,41132,2009,1,4
1192,41206,2009,1,2
1193,41244,2009,1,1
1194,41298,2009,1,14
1195,41306,2009,1,8
1196,41319,2009,1,3
1197,41349,2009,1,1
1198,41357,2009,1,5
1199,41359,2009,1,6
1200,41378,2009,1,5
1201,41396,2009,1,12
1202,41483,2009,1,4
1203,41001,2009,1,37
1204,41503,2009,1,3
1205,41518,2009,1,1
1206,41524,2009,1,6
1207,41530,2009,1,5
1208,41548,2009,1,4
1209,41551,2009,1,15
1210,41615,2009,1,4
1211,41660,2009,1,2
1212,41668,2009,1,8
1213,41676,2009,1,4
1214,41770,2009,1,3
1215,41791,2009,1,6
1216,41799,2009,1,3
1217,41801,2009,1,3
1218,41797,2009,1,4
1219,41807,2009,1,6
1220,41872,2009,1,3
1221,41885,2009,1,2
1222,41006,2009,8,3
1223,41013,2009,8,2
1224,41016,2009,8,3
1225,41020,2009,8,0
1226,41026,2009,8,0
1227,41078,2009,8,2
1228,41132,2009,8,2
1229,41206,2009,8,5
1230,41244,2009,8,0
1231,41298,2009,8,1
1232,41306,2009,8,0
1233,41319,2009,8,0
1234,41349,2009,8,0
1235,41357,2009,8,0
1236,41359,2009,8,1
1237,41378,2009,8,0
1238,41396,2009,8,7
1239,41483,2009,8,0
1240,41001,2009,8,7
1241,41503,2009,8,0
1242,41518,2009,8,0
1243,41524,2009,8,2
1244,41530,2009,8,0
1245,41548,2009,8,2
1246,41551,2009,8,0
1247,41615,2009,8,0
1248,41660,2009,8,0
1249,41668,2009,8,1
1250,41676,2009,8,0
1251,41770,2009,8,4
1252,41791,2009,8,0
1253,41799,2009,8,1
1254,41801,2009,8,2
1255,41797,2009,8,0
1256,41807,2009,8,0
1257,41872,2009,8,1
1258,41885,2009,8,0
1259,41006,2009,4,5
1260,41013,2009,4,3
1261,41016,2009,4,6
1262,41020,2009,4,8
1263,41026,2009,4,0
1264,41078,2009,4,2
1265,41132,2009,4,13
1266,41206,2009,4,1
1267,41244,2009,4,2
1268,41298,2009,4,24
1269,41306,2009,4,10
1270,41319,2009,4,7
1271,41349,2009,4,3
1272,41357,2009,4,3
1273,41359,2009,4,8
1274,41378,2009,4,3
1275,41396,2009,4,17
1276,41483,2009,4,2
1277,41001,2009,4,0
1278,41503,2009,4,4
1279,41518,2009,4,3
1280,41524,2009,4,8
1281,41530,2009,4,1
1282,41548,2009,4,3
1283,41551,2009,4,0
1284,41615,2009,4,7
1285,41660,2009,4,3
1286,41668,2009,4,10
1287,41676,2009,4,3
1288,41770,2009,4,3
1289,41791,2009,4,7
1290,41799,2009,4,6
1291,41801,2009,4,2
1292,41797,2009,4,4
1293,41807,2009,4,8
1294,41872,2009,4,2
1295,41885,2009,4,4
1296,41006,2009,10,177
1297,41013,2009,10,73
1298,41016,2009,10,140
1299,41020,2009,10,195
1300,41026,2009,10,31
1301,41078,2009,10,82
1302,41132,2009,10,263
1303,41206,2009,10,93
1304,41244,2009,10,29
1305,41298,2009,10,530
1306,41306,2009,10,260
1307,41319,2009,10,118
1308,41349,2009,10,53
1309,41357,2009,10,101
1310,41359,2009,10,170
1311,41378,2009,10,106
1312,41396,2009,10,439
1313,41483,2009,10,60
1314,41001,2009,10,0
1315,41503,2009,10,73
1316,41518,2009,10,45
1317,41524,2009,10,219
1318,41530,2009,10,78
1319,41548,2009,10,96
1320,41551,2009,10,0
1321,41615,2009,10,160
1322,41660,2009,10,74
1323,41668,2009,10,254
1324,41676,2009,10,92
1325,41770,2009,10,108
1326,41791,2009,10,153
1327,41799,2009,10,132
1328,41801,2009,10,71
1329,41797,2009,10,92
1330,41807,2009,10,167
1331,41872,2009,10,73
1332,41885,2009,10,63
1333,41006,2008,1,9
1334,41013,2008,1,5
1335,41016,2008,1,5
1336,41020,2008,1,6
1337,41026,2008,1,0
1338,41078,2008,1,5
1339,41132,2008,1,6
1340,41206,2008,1,7
1341,41244,2008,1,1
1342,41298,2008,1,15
1343,41306,2008,1,8
1344,41319,2008,1,3
1345,41349,2008,1,1
1346,41357,2008,1,5
1347,41359,2008,1,7
1348,41378,2008,1,5
1349,41396,2008,1,19
1350,41483,2008,1,4
1351,41001,2008,1,39
1352,41503,2008,1,3
1353,41518,2008,1,1
1354,41524,2008,1,8
1355,41530,2008,1,5
1356,41548,2008,1,6
1357,41551,2008,1,16
1358,41615,2008,1,5
1359,41660,2008,1,2
1360,41668,2008,1,9
1361,41676,2008,1,4
1362,41770,2008,1,8
1363,41791,2008,1,6
1364,41799,2008,1,5
1365,41801,2008,1,4
1366,41797,2008,1,4
1367,41807,2008,1,6
1368,41872,2008,1,4
1369,41885,2008,1,2
1370,41006,2008,4,5
1371,41013,2008,4,3
1372,41016,2008,4,6
1373,41020,2008,4,8
1374,41026,2008,4,0
1375,41078,2008,4,2
1376,41132,2008,4,13
1377,41206,2008,4,1
1378,41244,2008,4,2
1379,41298,2008,4,24
1380,41306,2008,4,10
1381,41319,2008,4,7
1382,41349,2008,4,3
1383,41357,2008,4,3
1384,41359,2008,4,8
1385,41378,2008,4,3
1386,41396,2008,4,17
1387,41483,2008,4,2
1388,41001,2008,4,107
1389,41503,2008,4,4
1390,41518,2008,4,3
1391,41524,2008,4,8
1392,41530,2008,4,1
1393,41548,2008,4,3
1394,41551,2008,4,38
1395,41615,2008,4,7
1396,41660,2008,4,3
1397,41668,2008,4,10
1398,41676,2008,4,3
1399,41770,2008,4,3
1400,41791,2008,4,7
1401,41799,2008,4,2
1402,41801,2008,4,4
1403,41797,2008,4,6
1404,41807,2008,4,8
1405,41872,2008,4,2
1406,41885,2008,4,4
1407,41006,2008,10,176
1408,41013,2008,10,73
1409,41016,2008,10,140
1410,41020,2008,10,195
1411,41026,2008,10,31
1412,41078,2008,10,83
1413,41132,2008,10,264
1414,41206,2008,10,93
1415,41244,2008,10,29
1416,41298,2008,10,530
1417,41306,2008,10,260
1418,41319,2008,10,118
1419,41349,2008,10,55
1420,41357,2008,10,101
1421,41359,2008,10,170
1422,41378,2008,10,106
1423,41396,2008,10,439
1424,41483,2008,10,60
1425,41001,2008,10,2310
1426,41503,2008,10,73
1427,41518,2008,10,45
1428,41524,2008,10,219
1429,41530,2008,10,78
1430,41548,2008,10,96
1431,41551,2008,10,744
1432,41615,2008,10,155
1433,41660,2008,10,74
1434,41668,2008,10,254
1435,41676,2008,10,92
1436,41770,2008,10,107
1437,41791,2008,10,153
1438,41799,2008,10,70
1439,41801,2008,10,92
1440,41797,2008,10,134
1441,41807,2008,10,167
1442,41872,2008,10,73
1443,41885,2008,10,62
1444,41006,2007,1,5
1445,41013,2007,1,3
1446,41016,2007,1,2
1447,41020,2007,1,6
1448,41026,2007,1,0
1449,41078,2007,1,3
1450,41132,2007,1,4
1451,41206,2007,1,2
1452,41244,2007,1,1
1453,41298,2007,1,14
1454,41306,2007,1,8
1455,41319,2007,1,3
1456,41349,2007,1,1
1457,41357,2007,1,5
1458,41359,2007,1,6
1459,41378,2007,1,5
1460,41396,2007,1,12
1461,41483,2007,1,4
1462,41001,2007,1,39
1463,41503,2007,1,3
1464,41518,2007,1,1
1465,41524,2007,1,6
1466,41530,2007,1,5
1467,41548,2007,1,4
1468,41551,2007,1,14
1469,41615,2007,1,3
1470,41660,2007,1,2
1471,41668,2007,1,8
1472,41676,2007,1,4
1473,41770,2007,1,3
1474,41791,2007,1,6
1475,41799,2007,1,3
1476,41801,2007,1,3
1477,41797,2007,1,4
1478,41807,2007,1,7
1479,41872,2007,1,3
1480,41885,2007,1,2
1481,41006,2007,8,5
1482,41013,2007,8,3
1483,41016,2007,8,4
1484,41020,2007,8,1
1485,41026,2007,8,0
1486,41078,2007,8,3
1487,41132,2007,8,3
1488,41206,2007,8,6
1489,41244,2007,8,0
1490,41298,2007,8,2
1491,41306,2007,8,1
1492,41319,2007,8,1
1493,41349,2007,8,0
1494,41357,2007,8,1
1495,41359,2007,8,2
1496,41378,2007,8,1
1497,41396,2007,8,8
1498,41483,2007,8,1
1499,41001,2007,8,12
1500,41503,2007,8,1
1501,41518,2007,8,0
1502,41524,2007,8,3
1503,41530,2007,8,1
1504,41548,2007,8,3
1505,41551,2007,8,4
1506,41615,2007,8,2
1507,41660,2007,8,0
1508,41668,2007,8,2
1509,41676,2007,8,1
1510,41770,2007,8,6
1511,41791,2007,8,1
1512,41799,2007,8,2
1513,41801,2007,8,3
1514,41797,2007,8,1
1515,41807,2007,8,0
1516,41872,2007,8,2
1517,41885,2007,8,0
1518,41006,2007,4,5
1519,41013,2007,4,3
1520,41016,2007,4,6
1521,41020,2007,4,8
1522,41026,2007,4,0
1523,41078,2007,4,2
1524,41132,2007,4,13
1525,41206,2007,4,1
1526,41244,2007,4,2
1527,41298,2007,4,24
1528,41306,2007,4,10
1529,41319,2007,4,7
1530,41349,2007,4,3
1531,41357,2007,4,3
1532,41359,2007,4,8
1533,41378,2007,4,3
1534,41396,2007,4,17
1535,41483,2007,4,2
1536,41001,2007,4,111
1537,41503,2007,4,4
1538,41518,2007,4,3
1539,41524,2007,4,8
1540,41530,2007,4,1
1541,41548,2007,4,3
1542,41551,2007,4,38
1543,41615,2007,4,7
1544,41660,2007,4,3
1545,41668,2007,4,10
1546,41676,2007,4,3
1547,41770,2007,4,3
1548,41791,2007,4,7
1549,41799,2007,4,6
1550,41801,2007,4,2
1551,41797,2007,4,4
1552,41807,2007,4,8
1553,41872,2007,4,2
1554,41885,2007,4,4
1555,41006,2007,10,176
1556,41013,2007,10,73
1557,41016,2007,10,140
1558,41020,2007,10,195
1559,41026,2007,10,31
1560,41078,2007,10,83
1561,41132,2007,10,264
1562,41206,2007,10,94
1563,41244,2007,10,29
1564,41298,2007,10,530
1565,41306,2007,10,260
1566,41319,2007,10,118
1567,41349,2007,10,55
1568,41357,2007,10,103
1569,41359,2007,10,170
1570,41378,2007,10,106
1571,41396,2007,10,439
1572,41483,2007,10,60
1573,41001,2007,10,2320
1574,41503,2007,10,73
1575,41518,2007,10,45
1576,41524,2007,10,216
1577,41530,2007,10,78
1578,41548,2007,10,96
1579,41551,2007,10,744
1580,41615,2007,10,155
1581,41660,2007,10,74
1582,41668,2007,10,254
1583,41676,2007,10,92
1584,41770,2007,10,107
1585,41791,2007,10,153
1586,41799,2007,10,134
1587,41801,2007,10,69
1588,41797,2007,10,92
1589,41807,2007,10,167
1590,41872,2007,10,74
1591,41885,2007,10,62
1592,41006,2006,1,8
1593,41013,2006,1,5
1594,41016,2006,1,5
1595,41020,2006,1,6
1596,41026,2006,1,1
1597,41078,2006,1,5
1598,41132,2006,1,6
1599,41206,2006,1,6
1600,41244,2006,1,1
1601,41298,2006,1,15
1602,41306,2006,1,9
1603,41319,2006,1,3
1604,41349,2006,1,1
1605,41357,2006,1,5
1606,41359,2006,1,7
1607,41378,2006,1,5
1608,41396,2006,1,19
1609,41483,2006,1,4
1610,41001,2006,1,40
1611,41503,2006,1,3
1612,41518,2006,1,1
1613,41524,2006,1,8
1614,41530,2006,1,5
1615,41548,2006,1,6
1616,41551,2006,1,15
1617,41615,2006,1,4
1618,41660,2006,1,2
1619,41668,2006,1,9
1620,41676,2006,1,4
1621,41770,2006,1,7
1622,41791,2006,1,6
1623,41799,2006,1,4
1624,41801,2006,1,5
1625,41797,2006,1,4
1626,41807,2006,1,6
1627,41872,2006,1,4
1628,41885,2006,1,2
1629,41006,2006,4,6
1630,41013,2006,4,3
1631,41016,2006,4,6
1632,41020,2006,4,8
1633,41026,2006,4,2
1634,41078,2006,4,2
1635,41132,2006,4,13
1636,41206,2006,4,1
1637,41244,2006,4,2
1638,41298,2006,4,24
1639,41306,2006,4,12
1640,41319,2006,4,7
1641,41349,2006,4,3
1642,41357,2006,4,3
1643,41359,2006,4,8
1644,41378,2006,4,3
1645,41396,2006,4,16
1646,41483,2006,4,2
1647,41001,2006,4,111
1648,41503,2006,4,3
1649,41518,2006,4,3
1650,41524,2006,4,8
1651,41530,2006,4,1
1652,41548,2006,4,3
1653,41551,2006,4,35
1654,41615,2006,4,7
1655,41660,2006,4,2
1656,41668,2006,4,10
1657,41676,2006,4,3
1658,41770,2006,4,3
1659,41791,2006,4,7
1660,41799,2006,4,6
1661,41801,2006,4,2
1662,41797,2006,4,4
1663,41807,2006,4,8
1664,41872,2006,4,2
1665,41885,2006,4,4
1666,41006,2006,10,176
1667,41013,2006,10,73
1668,41016,2006,10,141
1669,41020,2006,10,194
1670,41026,2006,10,31
1671,41078,2006,10,85
1672,41132,2006,10,263
1673,41206,2006,10,94
1674,41244,2006,10,29
1675,41298,2006,10,527
1676,41306,2006,10,237
1677,41319,2006,10,116
1678,41349,2006,10,54
1679,41357,2006,10,104
1680,41359,2006,10,171
1681,41378,2006,10,106
1682,41396,2006,10,442
1683,41483,2006,10,66
1684,41001,2006,10,2320
1685,41503,2006,10,70
1686,41518,2006,10,45
1687,41524,2006,10,215
1688,41530,2006,10,75
1689,41548,2006,10,91
1690,41551,2006,10,728
1691,41615,2006,10,166
1692,41660,2006,10,74
1693,41668,2006,10,256
1694,41676,2006,10,92
1695,41770,2006,10,88
1696,41791,2006,10,151
1697,41799,2006,10,133
1698,41801,2006,10,69
1699,41797,2006,10,93
1700,41807,2006,10,167
1701,41872,2006,10,75
1702,41885,2006,10,61
1703,41006,2004,1,8
1704,41013,2004,1,5
1705,41016,2004,1,5
1706,41020,2004,1,6
1707,41026,2004,1,1
1708,41078,2004,1,5
1709,41132,2004,1,6
1710,41206,2004,1,6
1711,41244,2004,1,1
1712,41298,2004,1,15
1713,41306,2004,1,9
1714,41319,2004,1,3
1715,41349,2004,1,1
1716,41357,2004,1,5
1717,41359,2004,1,7
1718,41378,2004,1,5
1719,41396,2004,1,19
1720,41483,2004,1,4
1721,41001,2004,1,40
1722,41503,2004,1,3
1723,41518,2004,1,1
1724,41524,2004,1,8
1725,41530,2004,1,5
1726,41548,2004,1,6
1727,41551,2004,1,15
1728,41615,2004,1,4
1729,41660,2004,1,2
1730,41668,2004,1,9
1731,41676,2004,1,4
1732,41770,2004,1,7
1733,41791,2004,1,6
1734,41799,2004,1,4
1735,41801,2004,1,5
1736,41797,2004,1,4
1737,41807,2004,1,6
1738,41872,2004,1,4
1739,41885,2004,1,2
1740,41006,2004,4,6
1741,41013,2004,4,3
1742,41016,2004,4,6
1743,41020,2004,4,8
1744,41026,2004,4,2
1745,41078,2004,4,2
1746,41132,2004,4,13
1747,41206,2004,4,1
1748,41244,2004,4,2
1749,41298,2004,4,24
1750,41306,2004,4,12
1751,41319,2004,4,7
1752,41349,2004,4,3
1753,41357,2004,4,3
1754,41359,2004,4,8
1755,41378,2004,4,3
1756,41396,2004,4,16
1757,41483,2004,4,2
1758,41001,2004,4,111
1759,41503,2004,4,3
1760,41518,2004,4,3
1761,41524,2004,4,8
1762,41530,2004,4,1
1763,41548,2004,4,3
1764,41551,2004,4,35
1765,41615,2004,4,7
1766,41660,2004,4,2
1767,41668,2004,4,10
1768,41676,2004,4,3
1769,41770,2004,4,3
1770,41791,2004,4,7
1771,41799,2004,4,6
1772,41801,2004,4,2
1773,41797,2004,4,4
1774,41807,2004,4,8
1775,41872,2004,4,2
1776,41885,2004,4,4
1777,41006,2004,10,176
1778,41013,2004,10,73
1779,41016,2004,10,141
1780,41020,2004,10,194
1781,41026,2004,10,31
1782,41078,2004,10,85
1783,41132,2004,10,263
1784,41206,2004,10,94
1785,41244,2004,10,29
1786,41298,2004,10,527
1787,41306,2004,10,237
1788,41319,2004,10,116
1789,41349,2004,10,54
1790,41357,2004,10,104
1791,41359,2004,10,171
1792,41378,2004,10,106
1793,41396,2004,10,442
1794,41483,2004,10,66
1795,41001,2004,10,2320
1796,41503,2004,10,70
1797,41518,2004,10,45
1798,41524,2004,10,215
1799,41530,2004,10,75
1800,41548,2004,10,91
1801,41551,2004,10,728
1802,41615,2004,10,166
1803,41660,2004,10,74
1804,41668,2004,10,256
1805,41676,2004,10,92
1806,41770,2004,10,88
1807,41791,2004,10,151
1808,41799,2004,10,133
1809,41801,2004,10,69
1810,41797,2004,10,93
1811,41807,2004,10,167
1812,41872,2004,10,75
1813,41885,2004,10,61
1814,41006,2003,1,8
1815,41013,2003,1,5
1816,41016,2003,1,5
1817,41020,2003,1,6
1818,41026,2003,1,1
1819,41078,2003,1,5
1820,41132,2003,1,6
1821,41206,2003,1,7
1822,41244,2003,1,2
1823,41298,2003,1,16
1824,41306,2003,1,9
1825,41319,2003,1,3
1826,41349,2003,1,1
1827,41357,2003,1,5
1828,41359,2003,1,7
1829,41378,2003,1,5
1830,41396,2003,1,20
1831,41483,2003,1,4
1832,41001,2003,1,40
1833,41503,2003,1,3
1834,41518,2003,1,1
1835,41524,2003,1,8
1836,41530,2003,1,6
1837,41548,2003,1,6
1838,41551,2003,1,17
1839,41615,2003,1,4
1840,41660,2003,1,2
1841,41668,2003,1,10
1842,41676,2003,1,4
1843,41770,2003,1,7
1844,41791,2003,1,6
1845,41799,2003,1,4
1846,41801,2003,1,5
1847,41797,2003,1,4
1848,41807,2003,1,6
1849,41872,2003,1,4
1850,41885,2003,1,2
1851,41006,2003,4,6
1852,41013,2003,4,3
1853,41016,2003,4,6
1854,41020,2003,4,8
1855,41026,2003,4,2
1856,41078,2003,4,2
1857,41132,2003,4,13
1858,41206,2003,4,1
1859,41244,2003,4,1
1860,41298,2003,4,24
1861,41306,2003,4,12
1862,41319,2003,4,7
1863,41349,2003,4,3
1864,41357,2003,4,3
1865,41359,2003,4,8
1866,41378,2003,4,3
1867,41396,2003,4,15
1868,41483,2003,4,2
1869,41001,2003,4,111
1870,41503,2003,4,3
1871,41518,2003,4,3
1872,41524,2003,4,8
1873,41530,2003,4,1
1874,41548,2003,4,3
1875,41551,2003,4,35
1876,41615,2003,4,7
1877,41660,2003,4,3
1878,41668,2003,4,10
1879,41676,2003,4,3
1880,41770,2003,4,3
1881,41791,2003,4,7
1882,41799,2003,4,6
1883,41801,2003,4,2
1884,41797,2003,4,4
1885,41807,2003,4,8
1886,41872,2003,4,2
1887,41885,2003,4,4
1888,41006,2003,10,176
1889,41013,2003,10,73
1890,41016,2003,10,140
1891,41020,2003,10,198
1892,41026,2003,10,31
1893,41078,2003,10,85
1894,41132,2003,10,263
1895,41206,2003,10,94
1896,41244,2003,10,29
1897,41298,2003,10,530
1898,41306,2003,10,262
1899,41319,2003,10,118
1900,41349,2003,10,54
1901,41357,2003,10,104
1902,41359,2003,10,170
1903,41378,2003,10,106
1904,41396,2003,10,436
1905,41483,2003,10,60
1906,41001,2003,10,2320
1907,41503,2003,10,73
1908,41518,2003,10,45
1909,41524,2003,10,215
1910,41530,2003,10,77
1911,41548,2003,10,96
1912,41551,2003,10,733
1913,41615,2003,10,155
1914,41660,2003,10,74
1915,41668,2003,10,258
1916,41676,2003,10,92
1917,41770,2003,10,107
1918,41791,2003,10,153
1919,41799,2003,10,133
1920,41801,2003,10,69
1921,41797,2003,10,93
1922,41807,2003,10,167
1923,41872,2003,10,74
1924,41885,2003,10,61
