educ_codigo,educ_municipio,educ_anio,educ_nivel_educativo,educ_tipo_institucion,educ_grado,educ_area,educ_num_matriculas
858,41132,2012,3,1,,2,0
859,41206,2012,3,1,,2,60
860,41244,2012,3,1,,2,0
861,41298,2012,3,1,,2,305
862,41306,2012,3,1,,2,77
863,41319,2012,3,1,,2,302
864,41349,2012,3,1,,2,0
865,41357,2012,3,1,,2,27
866,41359,2012,3,1,,2,257
867,41378,2012,3,1,,2,69
868,41396,2012,3,1,,2,470
869,41483,2012,3,1,,2,0
870,41001,2012,3,1,,2,328
871,41503,2012,3,1,,2,0
872,41518,2012,3,1,,2,0
873,41524,2012,3,1,,2,44
874,41530,2012,3,1,,2,45
875,41548,2012,3,1,,2,45
876,41551,2012,3,1,,2,422
877,41615,2012,3,1,,2,100
878,41660,2012,3,1,,2,34
879,41668,2012,3,1,,2,106
880,41676,2012,3,1,,2,0
881,41770,2012,3,1,,2,228
882,41791,2012,3,1,,2,240
883,41799,2012,3,1,,2,41
884,41801,2012,3,1,,2,0
885,41797,2012,3,1,,2,0
886,41807,2012,3,1,,2,59
887,41872,2012,3,1,,2,48
888,41885,2012,3,1,,2,0
889,41006,2012,3,2,,1,131
890,41013,2012,3,2,,1,0
891,41016,2012,3,2,,1,0
892,41020,2012,3,2,,1,0
893,41026,2012,3,2,,1,0
894,41078,2012,3,2,,1,0
895,41132,2012,3,2,,1,194
896,41206,2012,3,2,,1,0
897,41244,2012,3,2,,1,0
898,41298,2012,3,2,,1,112
899,41306,2012,3,2,,1,0
900,41319,2012,3,2,,1,0
901,41349,2012,3,2,,1,0
902,41357,2012,3,2,,1,0
903,41359,2012,3,2,,1,13
904,41378,2012,3,2,,1,124
905,41396,2012,3,2,,1,52
906,41483,2012,3,2,,1,44
907,41001,2012,3,2,,1,683
908,41503,2012,3,2,,1,0
909,41518,2012,3,2,,1,0
910,41524,2012,3,2,,1,0
911,41530,2012,3,2,,1,0
912,41548,2012,3,2,,1,0
913,41551,2012,3,2,,1,548
914,41615,2012,3,2,,1,0
915,41660,2012,3,2,,1,0
916,41668,2012,3,2,,1,95
917,41676,2012,3,2,,1,58
918,41770,2012,3,2,,1,14
919,41791,2012,3,2,,1,0
920,41799,2012,3,2,,1,0
921,41801,2012,3,2,,1,0
922,41797,2012,3,2,,1,0
923,41807,2012,3,2,,1,0
924,41872,2012,3,2,,1,0
925,41885,2012,3,2,,1,0
926,41006,2012,3,2,,2,11
927,41013,2012,3,2,,2,0
928,41016,2012,3,2,,2,0
929,41020,2012,3,2,,2,0
930,41026,2012,3,2,,2,0
931,41078,2012,3,2,,2,0
932,41132,2012,3,2,,2,0
933,41206,2012,3,2,,2,0
934,41244,2012,3,2,,2,0
935,41298,2012,3,2,,2,0
936,41306,2012,3,2,,2,0
937,41319,2012,3,2,,2,0
938,41349,2012,3,2,,2,0
939,41357,2012,3,2,,2,0
940,41359,2012,3,2,,2,0
941,41378,2012,3,2,,2,0
942,41396,2012,3,2,,2,0
943,41483,2012,3,2,,2,0
944,41001,2012,3,2,,2,0
945,41503,2012,3,2,,2,0
946,41518,2012,3,2,,2,0
947,41524,2012,3,2,,2,0
948,41530,2012,3,2,,2,0
949,41548,2012,3,2,,2,0
950,41551,2012,3,2,,2,0
951,41615,2012,3,2,,2,0
952,41660,2012,3,2,,2,0
953,41668,2012,3,2,,2,0
954,41676,2012,3,2,,2,0
955,41770,2012,3,2,,2,0
956,41791,2012,3,2,,2,0
957,41799,2012,3,2,,2,0
958,41801,2012,3,2,,2,0
959,41797,2012,3,2,,2,0
960,41807,2012,3,2,,2,0
961,41872,2012,3,2,,2,0
962,41885,2012,3,2,,2,0
963,41006,2012,4,1,,1,0
964,41013,2012,4,1,,1,78
965,41016,2012,4,1,,1,111
966,41020,2012,4,1,,1,74
967,41026,2012,4,1,,1,0
968,41078,2012,4,1,,1,0
969,41132,2012,4,1,,1,46
970,41206,2012,4,1,,1,30
971,41244,2012,4,1,,1,0
972,41298,2012,4,1,,1,166
973,41306,2012,4,1,,1,105
974,41319,2012,4,1,,1,77
975,41349,2012,4,1,,1,52
976,41357,2012,4,1,,1,39
977,41359,2012,4,1,,1,0
978,41378,2012,4,1,,1,74
979,41396,2012,4,1,,1,63
980,41483,2012,4,1,,1,0
981,41001,2012,4,1,,1,1305
982,41503,2012,4,1,,1,0
983,41518,2012,4,1,,1,50
984,41524,2012,4,1,,1,69
985,41530,2012,4,1,,1,70
986,41548,2012,4,1,,1,0
987,41551,2012,4,1,,1,273
988,41615,2012,4,1,,1,27
989,41660,2012,4,1,,1,43
990,41668,2012,4,1,,1,251
991,41676,2012,4,1,,1,34
992,41770,2012,4,1,,1,83
993,41791,2012,4,1,,1,44
994,41799,2012,4,1,,1,49
995,41801,2012,4,1,,1,33
996,41797,2012,4,1,,1,26
997,41807,2012,4,1,,1,59
998,41872,2012,4,1,,1,0
999,41885,2012,4,1,,1,26
1000,41006,2012,4,1,,2,81
1001,41013,2012,4,1,,2,0
1002,41016,2012,4,1,,2,51
1003,41020,2012,4,1,,2,126
1004,41026,2012,4,1,,2,0
1005,41078,2012,4,1,,2,0
1006,41132,2012,4,1,,2,0
1007,41206,2012,4,1,,2,0
1008,41244,2012,4,1,,2,0
1009,41298,2012,4,1,,2,100
1010,41306,2012,4,1,,2,36
1011,41319,2012,4,1,,2,30
1012,41349,2012,4,1,,2,0
1013,41357,2012,4,1,,2,17
1014,41359,2012,4,1,,2,183
1015,41378,2012,4,1,,2,0
1016,41396,2012,4,1,,2,75
1017,41483,2012,4,1,,2,0
1018,41001,2012,4,1,,2,125
1019,41503,2012,4,1,,2,0
1020,41518,2012,4,1,,2,0
1021,41524,2012,4,1,,2,89
1022,41530,2012,4,1,,2,0
1023,41548,2012,4,1,,2,0
1024,41551,2012,4,1,,2,141
1025,41615,2012,4,1,,2,89
1026,41660,2012,4,1,,2,0
1027,41668,2012,4,1,,2,22
1028,41676,2012,4,1,,2,0
1029,41770,2012,4,1,,2,24
1030,41791,2012,4,1,,2,27
1031,41799,2012,4,1,,2,0
1032,41801,2012,4,1,,2,0
1033,41797,2012,4,1,,2,0
1034,41807,2012,4,1,,2,59
1035,41872,2012,4,1,,2,28
1036,41885,2012,4,1,,2,0
1037,41006,2012,4,2,,1,105
1038,41013,2012,4,2,,1,0
1039,41016,2012,4,2,,1,0
1040,41020,2012,4,2,,1,0
1041,41026,2012,4,2,,1,0
1042,41078,2012,4,2,,1,0
1043,41132,2012,4,2,,1,158
1044,41206,2012,4,2,,1,0
1045,41244,2012,4,2,,1,0
1046,41298,2012,4,2,,1,131
1047,41306,2012,4,2,,1,0
1048,41319,2012,4,2,,1,0
1049,41349,2012,4,2,,1,0
1050,41357,2012,4,2,,1,0
1051,41359,2012,4,2,,1,41
1052,41378,2012,4,2,,1,75
1053,41396,2012,4,2,,1,20
1054,41483,2012,4,2,,1,41
1055,41001,2012,4,2,,1,927
1056,41503,2012,4,2,,1,0
1057,41518,2012,4,2,,1,0
1058,41524,2012,4,2,,1,0
1059,41530,2012,4,2,,1,0
1060,41548,2012,4,2,,1,0
1061,41551,2012,4,2,,1,654
1062,41615,2012,4,2,,1,0
1063,41660,2012,4,2,,1,0
1064,41668,2012,4,2,,1,83
1065,41676,2012,4,2,,1,54
1066,41770,2012,4,2,,1,2
1067,41791,2012,4,2,,1,0
1068,41799,2012,4,2,,1,0
1069,41801,2012,4,2,,1,0
1070,41797,2012,4,2,,1,0
1071,41807,2012,4,2,,1,0
1072,41872,2012,4,2,,1,0
1073,41885,2012,4,2,,1,0
1074,41006,2012,4,2,,2,14
1075,41013,2012,4,2,,2,0
1076,41016,2012,4,2,,2,0
1077,41020,2012,4,2,,2,0
1078,41026,2012,4,2,,2,0
1079,41078,2012,4,2,,2,0
1080,41132,2012,4,2,,2,0
1081,41206,2012,4,2,,2,0
1082,41244,2012,4,2,,2,0
1083,41298,2012,4,2,,2,0
1084,41306,2012,4,2,,2,0
1085,41319,2012,4,2,,2,0
1086,41349,2012,4,2,,2,0
1087,41357,2012,4,2,,2,0
1088,41359,2012,4,2,,2,0
1089,41378,2012,4,2,,2,0
1090,41396,2012,4,2,,2,0
1091,41483,2012,4,2,,2,0
1092,41001,2012,4,2,,2,0
1093,41503,2012,4,2,,2,0
1094,41518,2012,4,2,,2,0
1095,41524,2012,4,2,,2,0
1096,41530,2012,4,2,,2,0
1097,41548,2012,4,2,,2,0
1098,41551,2012,4,2,,2,0
1099,41615,2012,4,2,,2,0
1100,41660,2012,4,2,,2,0
1101,41668,2012,4,2,,2,0
1102,41676,2012,4,2,,2,0
1103,41770,2012,4,2,,2,0
1104,41791,2012,4,2,,2,0
1105,41799,2012,4,2,,2,0
1106,41801,2012,4,2,,2,0
1107,41797,2012,4,2,,2,0
1108,41807,2012,4,2,,2,0
1109,41872,2012,4,2,,2,0
1110,41885,2012,4,2,,2,0
1111,41006,2010,2,1,,1,202
1112,41013,2010,2,1,,1,72
1113,41016,2010,2,1,,1,181
1114,41020,2010,2,1,,1,146
1115,41026,2010,2,1,,1,20
1116,41078,2010,2,1,,1,23
1117,41132,2010,2,1,,1,50
1118,41206,2010,2,1,,1,0
1119,41244,2010,2,1,,1,0
1120,41298,2010,2,1,,1,114
1121,41306,2010,2,1,,1,0
1122,41319,2010,2,1,,1,67
1123,41349,2010,2,1,,1,67
1124,41357,2010,2,1,,1,0
1125,41359,2010,2,1,,1,0
1126,41378,2010,2,1,,1,38
1127,41396,2010,2,1,,1,409
1128,41483,2010,2,1,,1,48
1129,41001,2010,2,1,,1,719
1130,41503,2010,2,1,,1,24
1131,41518,2010,2,1,,1,35
1132,41524,2010,2,1,,1,20
1133,41530,2010,2,1,,1,50
1134,41548,2010,2,1,,1,0
1135,41551,2010,2,1,,1,262
1136,41615,2010,2,1,,1,48
1137,41660,2010,2,1,,1,66
1138,41668,2010,2,1,,1,15
1139,41676,2010,2,1,,1,0
1140,41770,2010,2,1,,1,41
1141,41791,2010,2,1,,1,26
1142,41799,2010,2,1,,1,0
1143,41801,2010,2,1,,1,21
1144,41797,2010,2,1,,1,89
1145,41807,2010,2,1,,1,51
1146,41872,2010,2,1,,1,0
1147,41885,2010,2,1,,1,0
1148,41006,2010,2,1,,2,228
1149,41013,2010,2,1,,2,0
1150,41016,2010,2,1,,2,69
1151,41020,2010,2,1,,2,48
1152,41026,2010,2,1,,2,0
1153,41078,2010,2,1,,2,0
1154,41132,2010,2,1,,2,0
1155,41206,2010,2,1,,2,25
1156,41244,2010,2,1,,2,0
1157,41298,2010,2,1,,2,176
1158,41306,2010,2,1,,2,0
1159,41319,2010,2,1,,2,280
1160,41349,2010,2,1,,2,23
1161,41357,2010,2,1,,2,0
1162,41359,2010,2,1,,2,476
1163,41378,2010,2,1,,2,53
1164,41396,2010,2,1,,2,825
1165,41483,2010,2,1,,2,0
1166,41001,2010,2,1,,2,176
1167,41503,2010,2,1,,2,0
1168,41518,2010,2,1,,2,59
1169,41524,2010,2,1,,2,46
1170,41530,2010,2,1,,2,23
1171,41548,2010,2,1,,2,101
1172,41551,2010,2,1,,2,460
1173,41615,2010,2,1,,2,50
1174,41660,2010,2,1,,2,289
1175,41668,2010,2,1,,2,6
1176,41676,2010,2,1,,2,0
1177,41770,2010,2,1,,2,314
1178,41791,2010,2,1,,2,275
1179,41799,2010,2,1,,2,44
1180,41801,2010,2,1,,2,0
1181,41797,2010,2,1,,2,43
1182,41807,2010,2,1,,2,94
1183,41872,2010,2,1,,2,38
1184,41885,2010,2,1,,2,20
1185,41006,2010,2,2,,1,11
1186,41013,2010,2,2,,1,0
1187,41016,2010,2,2,,1,0
1188,41020,2010,2,2,,1,0
1189,41026,2010,2,2,,1,0
1190,41078,2010,2,2,,1,0
1191,41132,2010,2,2,,1,0
1192,41206,2010,2,2,,1,0
1193,41244,2010,2,2,,1,0
1194,41298,2010,2,2,,1,14
1195,41306,2010,2,2,,1,0
1196,41319,2010,2,2,,1,0
1197,41349,2010,2,2,,1,0
1198,41357,2010,2,2,,1,0
1199,41359,2010,2,2,,1,0
1200,41378,2010,2,2,,1,0
1201,41396,2010,2,2,,1,1
1202,41483,2010,2,2,,1,0
1203,41001,2010,2,2,,1,0
1204,41503,2010,2,2,,1,0
1205,41518,2010,2,2,,1,0
1206,41524,2010,2,2,,1,0
1207,41530,2010,2,2,,1,0
1208,41548,2010,2,2,,1,0
1209,41551,2010,2,2,,1,22
1210,41615,2010,2,2,,1,0
1211,41660,2010,2,2,,1,0
1212,41668,2010,2,2,,1,0
1213,41676,2010,2,2,,1,0
1214,41770,2010,2,2,,1,0
1215,41791,2010,2,2,,1,0
1216,41799,2010,2,2,,1,0
1217,41801,2010,2,2,,1,0
1218,41797,2010,2,2,,1,0
1219,41807,2010,2,2,,1,0
1220,41872,2010,2,2,,1,0
1221,41885,2010,2,2,,1,0
1222,41006,2010,2,2,,2,0
1223,41013,2010,2,2,,2,0
1224,41016,2010,2,2,,2,0
1225,41020,2010,2,2,,2,0
1226,41026,2010,2,2,,2,0
1227,41078,2010,2,2,,2,0
1228,41132,2010,2,2,,2,0
1229,41206,2010,2,2,,2,0
1230,41244,2010,2,2,,2,0
1231,41298,2010,2,2,,2,0
1232,41306,2010,2,2,,2,0
1233,41319,2010,2,2,,2,0
1234,41349,2010,2,2,,2,0
1235,41357,2010,2,2,,2,0
1236,41359,2010,2,2,,2,0
1237,41378,2010,2,2,,2,0
1238,41396,2010,2,2,,2,0
1239,41483,2010,2,2,,2,0
1240,41001,2010,2,2,,2,0
1241,41503,2010,2,2,,2,0
1242,41518,2010,2,2,,2,0
1243,41524,2010,2,2,,2,0
1244,41530,2010,2,2,,2,0
1245,41548,2010,2,2,,2,0
1246,41551,2010,2,2,,2,0
1247,41615,2010,2,2,,2,0
1248,41660,2010,2,2,,2,0
1249,41668,2010,2,2,,2,0
1250,41676,2010,2,2,,2,0
1251,41770,2010,2,2,,2,0
1252,41791,2010,2,2,,2,0
1253,41799,2010,2,2,,2,0
1254,41801,2010,2,2,,2,0
1255,41797,2010,2,2,,2,0
1256,41807,2010,2,2,,2,0
1257,41872,2010,2,2,,2,0
1258,41885,2010,2,2,,2,0
1259,41006,2010,3,1,,1,0
1260,41013,2010,3,1,,1,110
1261,41016,2010,3,1,,1,88
1262,41020,2010,3,1,,1,124
1263,41026,2010,3,1,,1,0
1264,41078,2010,3,1,,1,0
1265,41132,2010,3,1,,1,92
1266,41206,2010,3,1,,1,39
1267,41244,2010,3,1,,1,0
1268,41298,2010,3,1,,1,389
1269,41306,2010,3,1,,1,158
1270,41319,2010,3,1,,1,110
1271,41349,2010,3,1,,1,136
1272,41357,2010,3,1,,1,56
1273,41359,2010,3,1,,1,0
1274,41378,2010,3,1,,1,100
1275,41396,2010,3,1,,1,106
1276,41483,2010,3,1,,1,0
1277,41001,2010,3,1,,1,2175
1278,41503,2010,3,1,,1,0
1279,41518,2010,3,1,,1,114
1280,41524,2010,3,1,,1,89
1281,41530,2010,3,1,,1,93
1282,41548,2010,3,1,,1,0
1283,41551,2010,3,1,,1,677
1284,41615,2010,3,1,,1,50
1285,41660,2010,3,1,,1,150
1286,41668,2010,3,1,,1,366
1287,41676,2010,3,1,,1,54
1288,41770,2010,3,1,,1,59
1289,41791,2010,3,1,,1,98
1290,41799,2010,3,1,,1,30
1291,41801,2010,3,1,,1,53
1292,41797,2010,3,1,,1,0
1293,41807,2010,3,1,,1,24
1294,41872,2010,3,1,,1,24
1295,41885,2010,3,1,,1,44
1296,41006,2010,3,1,,2,49
1297,41013,2010,3,1,,2,21
1298,41016,2010,3,1,,2,96
1299,41020,2010,3,1,,2,258
1300,41026,2010,3,1,,2,0
1301,41078,2010,3,1,,2,0
1302,41132,2010,3,1,,2,0
1303,41206,2010,3,1,,2,0
1304,41244,2010,3,1,,2,0
1305,41298,2010,3,1,,2,207
1306,41306,2010,3,1,,2,124
1307,41319,2010,3,1,,2,149
1308,41349,2010,3,1,,2,0
1309,41357,2010,3,1,,2,72
1310,41359,2010,3,1,,2,523
1311,41378,2010,3,1,,2,0
1312,41396,2010,3,1,,2,155
1313,41483,2010,3,1,,2,0
1314,41001,2010,3,1,,2,208
1315,41503,2010,3,1,,2,0
1316,41518,2010,3,1,,2,0
1317,41524,2010,3,1,,2,77
1318,41530,2010,3,1,,2,46
1319,41548,2010,3,1,,2,132
1320,41551,2010,3,1,,2,267
1321,41615,2010,3,1,,2,179
1322,41660,2010,3,1,,2,0
1323,41668,2010,3,1,,2,152
1324,41676,2010,3,1,,2,0
1325,41770,2010,3,1,,2,167
1326,41791,2010,3,1,,2,99
1327,41799,2010,3,1,,2,87
1328,41801,2010,3,1,,2,0
1329,41797,2010,3,1,,2,0
1330,41807,2010,3,1,,2,91
1331,41872,2010,3,1,,2,48
1332,41885,2010,3,1,,2,0
1333,41006,2010,3,2,,1,157
1334,41013,2010,3,2,,1,0
1335,41016,2010,3,2,,1,0
1336,41020,2010,3,2,,1,0
1337,41026,2010,3,2,,1,0
1338,41078,2010,3,2,,1,0
1339,41132,2010,3,2,,1,176
1340,41206,2010,3,2,,1,0
1341,41244,2010,3,2,,1,0
1342,41298,2010,3,2,,1,137
1343,41306,2010,3,2,,1,0
1344,41319,2010,3,2,,1,19
1345,41349,2010,3,2,,1,0
1346,41357,2010,3,2,,1,0
1347,41359,2010,3,2,,1,57
1348,41378,2010,3,2,,1,0
1349,41396,2010,3,2,,1,121
1350,41483,2010,3,2,,1,0
1351,41001,2010,3,2,,1,776
1352,41503,2010,3,2,,1,43
1353,41518,2010,3,2,,1,0
1354,41524,2010,3,2,,1,64
1355,41530,2010,3,2,,1,0
1356,41548,2010,3,2,,1,25
1357,41551,2010,3,2,,1,538
1358,41615,2010,3,2,,1,0
1359,41660,2010,3,2,,1,0
1360,41668,2010,3,2,,1,77
1361,41676,2010,3,2,,1,0
1362,41770,2010,3,2,,1,0
1363,41791,2010,3,2,,1,0
1364,41799,2010,3,2,,1,0
1365,41801,2010,3,2,,1,0
1366,41797,2010,3,2,,1,0
1367,41807,2010,3,2,,1,108
1368,41872,2010,3,2,,1,0
1369,41885,2010,3,2,,1,8
1370,41006,2010,3,2,,2,48
1371,41013,2010,3,2,,2,0
1372,41016,2010,3,2,,2,0
1373,41020,2010,3,2,,2,0
1374,41026,2010,3,2,,2,0
1375,41078,2010,3,2,,2,0
1376,41132,2010,3,2,,2,0
1377,41206,2010,3,2,,2,0
1378,41244,2010,3,2,,2,0
1379,41298,2010,3,2,,2,0
1380,41306,2010,3,2,,2,0
1381,41319,2010,3,2,,2,0
1382,41349,2010,3,2,,2,0
1383,41357,2010,3,2,,2,0
1384,41359,2010,3,2,,2,0
1385,41378,2010,3,2,,2,0
1386,41396,2010,3,2,,2,0
1387,41483,2010,3,2,,2,0
1388,41001,2010,3,2,,2,0
1389,41503,2010,3,2,,2,0
1390,41518,2010,3,2,,2,0
1391,41524,2010,3,2,,2,0
1392,41530,2010,3,2,,2,0
1393,41548,2010,3,2,,2,0
1394,41551,2010,3,2,,2,0
1395,41615,2010,3,2,,2,0
1396,41660,2010,3,2,,2,0
1397,41668,2010,3,2,,2,0
1398,41676,2010,3,2,,2,0
1399,41770,2010,3,2,,2,0
1400,41791,2010,3,2,,2,0
1401,41799,2010,3,2,,2,0
1402,41801,2010,3,2,,2,0
1403,41797,2010,3,2,,2,0
1404,41807,2010,3,2,,2,0
1405,41872,2010,3,2,,2,0
1406,41885,2010,3,2,,2,0
1407,41006,2010,4,1,,1,0
1408,41013,2010,4,1,,1,78
1409,41016,2010,4,1,,1,59
1410,41020,2010,4,1,,1,88
1411,41026,2010,4,1,,1,0
1412,41078,2010,4,1,,1,0
1413,41132,2010,4,1,,1,25
1414,41206,2010,4,1,,1,22
1415,41244,2010,4,1,,1,0
1416,41298,2010,4,1,,1,127
1417,41306,2010,4,1,,1,88
1418,41319,2010,4,1,,1,96
1419,41349,2010,4,1,,1,59
1420,41357,2010,4,1,,1,22
1421,41359,2010,4,1,,1,0
1422,41378,2010,4,1,,1,43
1423,41396,2010,4,1,,1,59
1424,41483,2010,4,1,,1,0
1425,41001,2010,4,1,,1,1320
1426,41503,2010,4,1,,1,0
1427,41518,2010,4,1,,1,55
1428,41524,2010,4,1,,1,42
1429,41530,2010,4,1,,1,60
1430,41548,2010,4,1,,1,0
1431,41551,2010,4,1,,1,217
1432,41615,2010,4,1,,1,47
1433,41660,2010,4,1,,1,89
1434,41668,2010,4,1,,1,225
1435,41676,2010,4,1,,1,66
1436,41770,2010,4,1,,1,68
1437,41791,2010,4,1,,1,76
1438,41799,2010,4,1,,1,26
1439,41801,2010,4,1,,1,16
1440,41797,2010,4,1,,1,0
1441,41807,2010,4,1,,1,31
1442,41872,2010,4,1,,1,19
1443,41885,2010,4,1,,1,38
1444,41006,2010,4,1,,2,0
1445,41013,2010,4,1,,2,0
1446,41016,2010,4,1,,2,53
1447,41020,2010,4,1,,2,68
1448,41026,2010,4,1,,2,0
1449,41078,2010,4,1,,2,0
1450,41132,2010,4,1,,2,0
1451,41206,2010,4,1,,2,0
1452,41244,2010,4,1,,2,0
1453,41298,2010,4,1,,2,96
1454,41306,2010,4,1,,2,68
1455,41319,2010,4,1,,2,0
1456,41349,2010,4,1,,2,0
1457,41357,2010,4,1,,2,29
1458,41359,2010,4,1,,2,203
1459,41378,2010,4,1,,2,0
1460,41396,2010,4,1,,2,56
1461,41483,2010,4,1,,2,0
1462,41001,2010,4,1,,2,87
1463,41503,2010,4,1,,2,0
1464,41518,2010,4,1,,2,0
1465,41524,2010,4,1,,2,0
1466,41530,2010,4,1,,2,26
1467,41548,2010,4,1,,2,0
1468,41551,2010,4,1,,2,83
1469,41615,2010,4,1,,2,38
1470,41660,2010,4,1,,2,0
1471,41668,2010,4,1,,2,40
1472,41676,2010,4,1,,2,0
1473,41770,2010,4,1,,2,62
1474,41791,2010,4,1,,2,33
1475,41799,2010,4,1,,2,15
1476,41801,2010,4,1,,2,0
1477,41797,2010,4,1,,2,0
1478,41807,2010,4,1,,2,20
1479,41872,2010,4,1,,2,0
1480,41885,2010,4,1,,2,0
1481,41006,2010,4,2,,1,135
1482,41013,2010,4,2,,1,0
1483,41016,2010,4,2,,1,0
1484,41020,2010,4,2,,1,0
1485,41026,2010,4,2,,1,0
1486,41078,2010,4,2,,1,0
1487,41132,2010,4,2,,1,176
1488,41206,2010,4,2,,1,0
1489,41244,2010,4,2,,1,0
1490,41298,2010,4,2,,1,208
1491,41306,2010,4,2,,1,0
1492,41319,2010,4,2,,1,28
1493,41349,2010,4,2,,1,0
1494,41357,2010,4,2,,1,0
1495,41359,2010,4,2,,1,69
1496,41378,2010,4,2,,1,0
1497,41396,2010,4,2,,1,147
1498,41483,2010,4,2,,1,0
1499,41001,2010,4,2,,1,1054
1500,41503,2010,4,2,,1,38
1501,41518,2010,4,2,,1,0
1502,41524,2010,4,2,,1,66
1503,41530,2010,4,2,,1,0
1504,41548,2010,4,2,,1,24
1505,41551,2010,4,2,,1,935
1506,41615,2010,4,2,,1,0
1507,41660,2010,4,2,,1,0
1508,41668,2010,4,2,,1,88
1509,41676,2010,4,2,,1,0
1510,41770,2010,4,2,,1,0
1511,41791,2010,4,2,,1,0
1512,41799,2010,4,2,,1,0
1513,41801,2010,4,2,,1,0
1514,41797,2010,4,2,,1,0
1515,41807,2010,4,2,,1,89
1516,41872,2010,4,2,,1,0
1517,41885,2010,4,2,,1,9
1518,41006,2010,4,2,,2,0
1519,41013,2010,4,2,,2,12
1520,41016,2010,4,2,,2,0
1521,41020,2010,4,2,,2,0
1522,41026,2010,4,2,,2,0
1523,41078,2010,4,2,,2,0
1524,41132,2010,4,2,,2,0
1525,41206,2010,4,2,,2,0
1526,41244,2010,4,2,,2,0
1527,41298,2010,4,2,,2,0
1528,41306,2010,4,2,,2,0
1529,41319,2010,4,2,,2,0
1530,41349,2010,4,2,,2,0
1531,41357,2010,4,2,,2,0
1532,41359,2010,4,2,,2,0
1533,41378,2010,4,2,,2,0
1534,41396,2010,4,2,,2,0
1535,41483,2010,4,2,,2,0
1536,41001,2010,4,2,,2,0
1537,41503,2010,4,2,,2,0
1538,41518,2010,4,2,,2,0
1539,41524,2010,4,2,,2,0
1540,41530,2010,4,2,,2,0
1541,41548,2010,4,2,,2,0
1542,41551,2010,4,2,,2,0
1543,41615,2010,4,2,,2,0
1544,41660,2010,4,2,,2,0
1545,41668,2010,4,2,,2,0
1546,41676,2010,4,2,,2,0
1547,41770,2010,4,2,,2,0
1548,41791,2010,4,2,,2,0
1549,41799,2010,4,2,,2,0
1550,41801,2010,4,2,,2,0
1551,41797,2010,4,2,,2,0
1552,41807,2010,4,2,,2,0
1553,41872,2010,4,2,,2,0
1554,41885,2010,4,2,,2,0
1555,41006,2009,2,1,,1,184
1556,41013,2009,2,1,,1,57
1557,41016,2009,2,1,,1,421
1558,41020,2009,2,1,,1,143
1559,41026,2009,2,1,,1,0
1560,41078,2009,2,1,,1,0
1561,41132,2009,2,1,,1,97
1562,41206,2009,2,1,,1,0
1563,41244,2009,2,1,,1,0
1564,41298,2009,2,1,,1,144
1565,41306,2009,2,1,,1,24
1566,41319,2009,2,1,,1,77
1567,41349,2009,2,1,,1,25
1568,41357,2009,2,1,,1,23
1569,41359,2009,2,1,,1,38
1570,41378,2009,2,1,,1,30
1571,41396,2009,2,1,,1,495
1572,41483,2009,2,1,,1,25
1573,41001,2009,2,1,,1,2049
1574,41503,2009,2,1,,1,0
1575,41518,2009,2,1,,1,0
1576,41524,2009,2,1,,1,24
1577,41530,2009,2,1,,1,55
1578,41548,2009,2,1,,1,0
1579,41551,2009,2,1,,1,416
1580,41615,2009,2,1,,1,89
1581,41660,2009,2,1,,1,60
1582,41668,2009,2,1,,1,0
1583,41676,2009,2,1,,1,0
1584,41770,2009,2,1,,1,55
1585,41791,2009,2,1,,1,54
1586,41799,2009,2,1,,1,22
1587,41801,2009,2,1,,1,42
1588,41797,2009,2,1,,1,21
1589,41807,2009,2,1,,1,50
1590,41872,2009,2,1,,1,0
1591,41885,2009,2,1,,1,0
1592,41006,2009,2,1,,2,237
1593,41013,2009,2,1,,2,0
1594,41016,2009,2,1,,2,63
1595,41020,2009,2,1,,2,54
1596,41026,2009,2,1,,2,0
1597,41078,2009,2,1,,2,0
1598,41132,2009,2,1,,2,0
1599,41206,2009,2,1,,2,0
1600,41244,2009,2,1,,2,0
1601,41298,2009,2,1,,2,169
1602,41306,2009,2,1,,2,23
1603,41319,2009,2,1,,2,264
1604,41349,2009,2,1,,2,25
1605,41357,2009,2,1,,2,0
1606,41359,2009,2,1,,2,539
1607,41378,2009,2,1,,2,48
1608,41396,2009,2,1,,2,811
1609,41483,2009,2,1,,2,0
1610,41001,2009,2,1,,2,356
1611,41503,2009,2,1,,2,0
1612,41518,2009,2,1,,2,0
1613,41524,2009,2,1,,2,21
1614,41530,2009,2,1,,2,25
1615,41548,2009,2,1,,2,123
1616,41551,2009,2,1,,2,489
1617,41615,2009,2,1,,2,36
1618,41660,2009,2,1,,2,343
1619,41668,2009,2,1,,2,38
1620,41676,2009,2,1,,2,0
1621,41770,2009,2,1,,2,405
1622,41791,2009,2,1,,2,181
1623,41799,2009,2,1,,2,23
1624,41801,2009,2,1,,2,0
1625,41797,2009,2,1,,2,50
1626,41807,2009,2,1,,2,132
1627,41872,2009,2,1,,2,0
1628,41885,2009,2,1,,2,27
1629,41006,2009,2,2,,1,52
1630,41013,2009,2,2,,1,0
1631,41016,2009,2,2,,1,0
1632,41020,2009,2,2,,1,0
1633,41026,2009,2,2,,1,0
1634,41078,2009,2,2,,1,0
1635,41132,2009,2,2,,1,9
1636,41206,2009,2,2,,1,0
1637,41244,2009,2,2,,1,0
1638,41298,2009,2,2,,1,11
