educ_codigo,educ_municipio,educ_anio,educ_nivel_educativo,educ_tipo_institucion,educ_grado,educ_area,educ_num_matriculas
382,41319,2014,4,1,,,374
383,41349,2014,4,1,,,43
384,41357,2014,4,1,,,62
385,41359,2014,4,1,,,174
386,41378,2014,4,1,,,149
387,41396,2014,4,1,,,216
388,41483,2014,4,1,,,64
389,41001,2014,4,1,,,1228
390,41503,2014,4,1,,,0
391,41518,2014,4,1,,,72
392,41524,2014,4,1,,,59
393,41530,2014,4,1,,,64
394,41548,2014,4,1,,,0
395,41551,2014,4,1,,,635
396,41615,2014,4,1,,,91
397,41660,2014,4,1,,,32
398,41668,2014,4,1,,,220
399,41676,2014,4,1,,,0
400,41770,2014,4,1,,,123
401,41791,2014,4,1,,,112
402,41799,2014,4,1,,,47
403,41801,2014,4,1,,,34
404,41797,2014,4,1,,,51
405,41807,2014,4,1,,,38
406,41872,2014,4,1,,,30
407,41885,2014,4,1,,,23
408,41006,2014,4,2,,,25
409,41013,2014,4,2,,,0
410,41016,2014,4,2,,,0
411,41020,2014,4,2,,,0
412,41026,2014,4,2,,,0
413,41078,2014,4,2,,,0
414,41132,2014,4,2,,,0
415,41206,2014,4,2,,,0
416,41244,2014,4,2,,,0
417,41298,2014,4,2,,,93
418,41306,2014,4,2,,,0
419,41319,2014,4,2,,,0
420,41349,2014,4,2,,,0
421,41357,2014,4,2,,,0
422,41359,2014,4,2,,,0
423,41378,2014,4,2,,,0
424,41396,2014,4,2,,,27
425,41483,2014,4,2,,,0
426,41001,2014,4,2,,,1528
427,41503,2014,4,2,,,27
428,41518,2014,4,2,,,0
429,41524,2014,4,2,,,0
430,41530,2014,4,2,,,0
431,41548,2014,4,2,,,0
432,41551,2014,4,2,,,804
433,41615,2014,4,2,,,0
434,41660,2014,4,2,,,0
435,41668,2014,4,2,,,0
436,41676,2014,4,2,,,0
437,41770,2014,4,2,,,0
438,41791,2014,4,2,,,0
439,41799,2014,4,2,,,0
440,41801,2014,4,2,,,0
441,41797,2014,4,2,,,0
442,41807,2014,4,2,,,83
443,41872,2014,4,2,,,0
444,41885,2014,4,2,,,7
445,41006,2013,2,1,,,24
446,41013,2013,2,1,,,13
447,41016,2013,2,1,,,0
448,41020,2013,2,1,,,43
449,41026,2013,2,1,,,0
450,41078,2013,2,1,,,0
451,41132,2013,2,1,,,0
452,41206,2013,2,1,,,0
453,41244,2013,2,1,,,0
454,41298,2013,2,1,,,32
455,41306,2013,2,1,,,0
456,41319,2013,2,1,,,48
457,41349,2013,2,1,,,0
458,41357,2013,2,1,,,0
459,41359,2013,2,1,,,0
460,41378,2013,2,1,,,0
461,41396,2013,2,1,,,48
462,41483,2013,2,1,,,0
463,41001,2013,2,1,,,221
464,41503,2013,2,1,,,0
465,41518,2013,2,1,,,0
466,41524,2013,2,1,,,28
467,41530,2013,2,1,,,0
468,41548,2013,2,1,,,46
469,41551,2013,2,1,,,1137
470,41615,2013,2,1,,,0
471,41660,2013,2,1,,,69
472,41668,2013,2,1,,,27
473,41676,2013,2,1,,,46
474,41770,2013,2,1,,,0
475,41791,2013,2,1,,,0
476,41799,2013,2,1,,,0
477,41801,2013,2,1,,,0
478,41797,2013,2,1,,,0
479,41807,2013,2,1,,,0
480,41872,2013,2,1,,,0
481,41885,2013,2,1,,,0
482,41006,2013,2,2,,,4
483,41013,2013,2,2,,,0
484,41016,2013,2,2,,,0
485,41020,2013,2,2,,,0
486,41026,2013,2,2,,,0
487,41078,2013,2,2,,,0
488,41132,2013,2,2,,,0
489,41206,2013,2,2,,,0
490,41244,2013,2,2,,,0
491,41298,2013,2,2,,,5
492,41306,2013,2,2,,,0
493,41319,2013,2,2,,,0
494,41349,2013,2,2,,,0
495,41357,2013,2,2,,,0
496,41359,2013,2,2,,,0
497,41378,2013,2,2,,,0
498,41396,2013,2,2,,,0
499,41483,2013,2,2,,,0
500,41001,2013,2,2,,,0
501,41503,2013,2,2,,,0
502,41518,2013,2,2,,,0
503,41524,2013,2,2,,,0
504,41530,2013,2,2,,,0
505,41548,2013,2,2,,,0
506,41551,2013,2,2,,,12
507,41615,2013,2,2,,,0
508,41660,2013,2,2,,,0
509,41668,2013,2,2,,,0
510,41676,2013,2,2,,,0
511,41770,2013,2,2,,,0
512,41791,2013,2,2,,,0
513,41799,2013,2,2,,,0
514,41801,2013,2,2,,,0
515,41797,2013,2,2,,,0
516,41807,2013,2,2,,,0
517,41872,2013,2,2,,,0
518,41885,2013,2,2,,,0
519,41006,2013,3,1,,,345
520,41013,2013,3,1,,,81
521,41016,2013,3,1,,,184
522,41020,2013,3,1,,,216
523,41026,2013,3,1,,,0
524,41078,2013,3,1,,,15
525,41132,2013,3,1,,,60
526,41206,2013,3,1,,,39
527,41244,2013,3,1,,,0
528,41298,2013,3,1,,,537
529,41306,2013,3,1,,,160
530,41319,2013,3,1,,,320
531,41349,2013,3,1,,,73
532,41357,2013,3,1,,,41
533,41359,2013,3,1,,,234
534,41378,2013,3,1,,,133
535,41396,2013,3,1,,,408
536,41483,2013,3,1,,,79
537,41001,2013,3,1,,,2102
538,41503,2013,3,1,,,25
539,41518,2013,3,1,,,52
540,41524,2013,3,1,,,104
541,41530,2013,3,1,,,106
542,41548,2013,3,1,,,39
543,41551,2013,3,1,,,884
544,41615,2013,3,1,,,179
545,41660,2013,3,1,,,112
546,41668,2013,3,1,,,341
547,41676,2013,3,1,,,22
548,41770,2013,3,1,,,256
549,41791,2013,3,1,,,148
550,41799,2013,3,1,,,88
551,41801,2013,3,1,,,43
552,41797,2013,3,1,,,39
553,41807,2013,3,1,,,112
554,41872,2013,3,1,,,136
555,41885,2013,3,1,,,62
556,41006,2013,3,2,,,148
557,41013,2013,3,2,,,0
558,41016,2013,3,2,,,0
559,41020,2013,3,2,,,0
560,41026,2013,3,2,,,0
561,41078,2013,3,2,,,0
562,41132,2013,3,2,,,222
563,41206,2013,3,2,,,0
564,41244,2013,3,2,,,0
565,41298,2013,3,2,,,180
566,41306,2013,3,2,,,0
567,41319,2013,3,2,,,0
568,41349,2013,3,2,,,0
569,41357,2013,3,2,,,0
570,41359,2013,3,2,,,50
571,41378,2013,3,2,,,0
572,41396,2013,3,2,,,130
573,41483,2013,3,2,,,0
574,41001,2013,3,2,,,738
575,41503,2013,3,2,,,51
576,41518,2013,3,2,,,0
577,41524,2013,3,2,,,25
578,41530,2013,3,2,,,0
579,41548,2013,3,2,,,0
580,41551,2013,3,2,,,616
581,41615,2013,3,2,,,0
582,41660,2013,3,2,,,0
583,41668,2013,3,2,,,113
584,41676,2013,3,2,,,0
585,41770,2013,3,2,,,0
586,41791,2013,3,2,,,0
587,41799,2013,3,2,,,0
588,41801,2013,3,2,,,0
589,41797,2013,3,2,,,0
590,41807,2013,3,2,,,49
591,41872,2013,3,2,,,0
592,41885,2013,3,2,,,8
593,41006,2013,4,1,,,49
594,41013,2013,4,1,,,43
595,41016,2013,4,1,,,97
596,41020,2013,4,1,,,93
597,41026,2013,4,1,,,0
598,41078,2013,4,1,,,16
599,41132,2013,4,1,,,0
600,41206,2013,4,1,,,19
601,41244,2013,4,1,,,0
602,41298,2013,4,1,,,263
603,41306,2013,4,1,,,69
604,41319,2013,4,1,,,165
605,41349,2013,4,1,,,20
606,41357,2013,4,1,,,67
607,41359,2013,4,1,,,163
608,41378,2013,4,1,,,70
609,41396,2013,4,1,,,200
610,41483,2013,4,1,,,47
611,41001,2013,4,1,,,1260
612,41503,2013,4,1,,,0
613,41518,2013,4,1,,,43
614,41524,2013,4,1,,,39
615,41530,2013,4,1,,,50
616,41548,2013,4,1,,,0
617,41551,2013,4,1,,,545
618,41615,2013,4,1,,,63
619,41660,2013,4,1,,,33
620,41668,2013,4,1,,,258
621,41676,2013,4,1,,,13
622,41770,2013,4,1,,,52
623,41791,2013,4,1,,,94
624,41799,2013,4,1,,,64
625,41801,2013,4,1,,,19
626,41797,2013,4,1,,,27
627,41807,2013,4,1,,,39
628,41872,2013,4,1,,,20
629,41885,2013,4,1,,,0
630,41006,2013,4,2,,,124
631,41013,2013,4,2,,,0
632,41016,2013,4,2,,,0
633,41020,2013,4,2,,,0
634,41026,2013,4,2,,,0
635,41078,2013,4,2,,,0
636,41132,2013,4,2,,,255
637,41206,2013,4,2,,,0
638,41244,2013,4,2,,,0
639,41298,2013,4,2,,,221
640,41306,2013,4,2,,,0
641,41319,2013,4,2,,,0
642,41349,2013,4,2,,,0
643,41357,2013,4,2,,,0
644,41359,2013,4,2,,,72
645,41378,2013,4,2,,,0
646,41396,2013,4,2,,,109
647,41483,2013,4,2,,,0
648,41001,2013,4,2,,,1256
649,41503,2013,4,2,,,40
650,41518,2013,4,2,,,0
651,41524,2013,4,2,,,74
652,41530,2013,4,2,,,0
653,41548,2013,4,2,,,0
654,41551,2013,4,2,,,761
655,41615,2013,4,2,,,0
656,41660,2013,4,2,,,0
657,41668,2013,4,2,,,100
658,41676,2013,4,2,,,0
659,41770,2013,4,2,,,0
660,41791,2013,4,2,,,0
661,41799,2013,4,2,,,0
662,41801,2013,4,2,,,0
663,41797,2013,4,2,,,0
664,41807,2013,4,2,,,97
665,41872,2013,4,2,,,0
666,41885,2013,4,2,,,43
667,41006,2012,2,1,,1,25
668,41013,2012,2,1,,1,15
669,41016,2012,2,1,,1,12
670,41020,2012,2,1,,1,42
671,41026,2012,2,1,,1,0
672,41078,2012,2,1,,1,0
673,41132,2012,2,1,,1,88
674,41206,2012,2,1,,1,0
675,41244,2012,2,1,,1,0
676,41298,2012,2,1,,1,122
677,41306,2012,2,1,,1,0
678,41319,2012,2,1,,1,0
679,41349,2012,2,1,,1,21
680,41357,2012,2,1,,1,0
681,41359,2012,2,1,,1,0
682,41378,2012,2,1,,1,0
683,41396,2012,2,1,,1,156
684,41483,2012,2,1,,1,0
685,41001,2012,2,1,,1,235
686,41503,2012,2,1,,1,0
687,41518,2012,2,1,,1,0
688,41524,2012,2,1,,1,0
689,41530,2012,2,1,,1,0
690,41548,2012,2,1,,1,0
691,41551,2012,2,1,,1,176
692,41615,2012,2,1,,1,0
693,41660,2012,2,1,,1,35
694,41668,2012,2,1,,1,188
695,41676,2012,2,1,,1,0
696,41770,2012,2,1,,1,0
697,41791,2012,2,1,,1,33
698,41799,2012,2,1,,1,0
699,41801,2012,2,1,,1,0
700,41797,2012,2,1,,1,0
701,41807,2012,2,1,,1,0
702,41872,2012,2,1,,1,0
703,41885,2012,2,1,,1,0
704,41006,2012,2,1,,2,201
705,41013,2012,2,1,,2,0
706,41016,2012,2,1,,2,0
707,41020,2012,2,1,,2,37
708,41026,2012,2,1,,2,0
709,41078,2012,2,1,,2,0
710,41132,2012,2,1,,2,0
711,41206,2012,2,1,,2,20
712,41244,2012,2,1,,2,0
713,41298,2012,2,1,,2,0
714,41306,2012,2,1,,2,0
715,41319,2012,2,1,,2,79
716,41349,2012,2,1,,2,0
717,41357,2012,2,1,,2,0
718,41359,2012,2,1,,2,118
719,41378,2012,2,1,,2,19
720,41396,2012,2,1,,2,258
721,41483,2012,2,1,,2,0
722,41001,2012,2,1,,2,32
723,41503,2012,2,1,,2,0
724,41518,2012,2,1,,2,0
725,41524,2012,2,1,,2,0
726,41530,2012,2,1,,2,0
727,41548,2012,2,1,,2,18
728,41551,2012,2,1,,2,100
729,41615,2012,2,1,,2,163
730,41660,2012,2,1,,2,20
731,41668,2012,2,1,,2,129
732,41676,2012,2,1,,2,0
733,41770,2012,2,1,,2,142
734,41791,2012,2,1,,2,93
735,41799,2012,2,1,,2,51
736,41801,2012,2,1,,2,0
737,41797,2012,2,1,,2,0
738,41807,2012,2,1,,2,20
739,41872,2012,2,1,,2,0
740,41885,2012,2,1,,2,0
741,41006,2012,2,2,,1,11
742,41013,2012,2,2,,1,0
743,41016,2012,2,2,,1,0
744,41020,2012,2,2,,1,0
745,41026,2012,2,2,,1,0
746,41078,2012,2,2,,1,0
747,41132,2012,2,2,,1,0
748,41206,2012,2,2,,1,0
749,41244,2012,2,2,,1,0
750,41298,2012,2,2,,1,2
751,41306,2012,2,2,,1,0
752,41319,2012,2,2,,1,0
753,41349,2012,2,2,,1,0
754,41357,2012,2,2,,1,0
755,41359,2012,2,2,,1,0
756,41378,2012,2,2,,1,0
757,41396,2012,2,2,,1,0
758,41483,2012,2,2,,1,0
759,41001,2012,2,2,,1,0
760,41503,2012,2,2,,1,0
761,41518,2012,2,2,,1,0
762,41524,2012,2,2,,1,0
763,41530,2012,2,2,,1,0
764,41548,2012,2,2,,1,0
765,41551,2012,2,2,,1,2
766,41615,2012,2,2,,1,0
767,41660,2012,2,2,,1,0
768,41668,2012,2,2,,1,0
769,41676,2012,2,2,,1,0
770,41770,2012,2,2,,1,0
771,41791,2012,2,2,,1,0
772,41799,2012,2,2,,1,0
773,41801,2012,2,2,,1,0
774,41797,2012,2,2,,1,0
775,41807,2012,2,2,,1,0
776,41872,2012,2,2,,1,0
777,41885,2012,2,2,,1,0
778,41006,2012,2,2,,2,0
779,41013,2012,2,2,,2,0
780,41016,2012,2,2,,2,0
781,41020,2012,2,2,,2,0
782,41026,2012,2,2,,2,0
783,41078,2012,2,2,,2,0
784,41132,2012,2,2,,2,0
785,41206,2012,2,2,,2,0
786,41244,2012,2,2,,2,0
787,41298,2012,2,2,,2,0
788,41306,2012,2,2,,2,0
789,41319,2012,2,2,,2,0
790,41349,2012,2,2,,2,0
791,41357,2012,2,2,,2,0
792,41359,2012,2,2,,2,0
793,41378,2012,2,2,,2,0
794,41396,2012,2,2,,2,0
795,41483,2012,2,2,,2,0
796,41001,2012,2,2,,2,0
797,41503,2012,2,2,,2,0
798,41518,2012,2,2,,2,0
799,41524,2012,2,2,,2,0
800,41530,2012,2,2,,2,0
801,41548,2012,2,2,,2,0
802,41551,2012,2,2,,2,0
803,41615,2012,2,2,,2,0
804,41660,2012,2,2,,2,0
805,41668,2012,2,2,,2,0
806,41676,2012,2,2,,2,0
807,41770,2012,2,2,,2,0
808,41791,2012,2,2,,2,0
809,41799,2012,2,2,,2,0
810,41801,2012,2,2,,2,0
811,41797,2012,2,2,,2,0
812,41807,2012,2,2,,2,0
813,41872,2012,2,2,,2,0
814,41885,2012,2,2,,2,0
815,41006,2012,3,1,,1,74
816,41013,2012,3,1,,1,123
817,41016,2012,3,1,,1,199
818,41020,2012,3,1,,1,104
819,41026,2012,3,1,,1,0
820,41078,2012,3,1,,1,17
821,41132,2012,3,1,,1,62
822,41206,2012,3,1,,1,40
823,41244,2012,3,1,,1,0
824,41298,2012,3,1,,1,366
825,41306,2012,3,1,,1,130
826,41319,2012,3,1,,1,67
827,41349,2012,3,1,,1,75
828,41357,2012,3,1,,1,55
829,41359,2012,3,1,,1,17
830,41378,2012,3,1,,1,124
831,41396,2012,3,1,,1,117
832,41483,2012,3,1,,1,52
833,41001,2012,3,1,,1,1791
834,41503,2012,3,1,,1,33
835,41518,2012,3,1,,1,59
836,41524,2012,3,1,,1,74
837,41530,2012,3,1,,1,97
838,41548,2012,3,1,,1,0
839,41551,2012,3,1,,1,472
840,41615,2012,3,1,,1,23
841,41660,2012,3,1,,1,96
842,41668,2012,3,1,,1,135
843,41676,2012,3,1,,1,30
844,41770,2012,3,1,,1,69
845,41791,2012,3,1,,1,72
846,41799,2012,3,1,,1,75
847,41801,2012,3,1,,1,40
848,41797,2012,3,1,,1,31
849,41807,2012,3,1,,1,106
850,41872,2012,3,1,,1,0
851,41885,2012,3,1,,1,19
852,41006,2012,3,1,,2,416
853,41013,2012,3,1,,2,0
854,41016,2012,3,1,,2,101
855,41020,2012,3,1,,2,77
856,41026,2012,3,1,,2,0
857,41078,2012,3,1,,2,24
