arco_codigo,arco_codMunicipio,arco_codCultivo,arco_anio,arco_semestre,arco_HasTotalPlantada,arco_HasNuevas,arco_HasRenovadas,arco_HasCosechadas,arco_toneladasProduccion,arco_rendimiento,arco_precioProductor,arco_precioPromedioProduccion,arco_costoPromedioEstablecimiento,arco_costoPromedioSostenimiento
,41001,18,2015,,0.00,,,0.00,0.00,,,,,
,41503,18,2015,,0.00,,,0.00,0.00,,,,,
,41518,18,2015,,0.00,,,0.00,0.00,,,,,
,41524,18,2015,,0.00,,,0.00,0.00,,,,,
,41530,18,2015,,4.00,,,4.00,20.00,,,,,
,41548,18,2015,,1.50,,,1.50,7.50,,,,,
,41551,18,2015,,63.00,,,63.00,300.00,,,,,
,41615,18,2015,,0.00,,,0.00,0.00,,,,,
,41660,18,2015,,8.00,,,8.00,40.00,,,,,
,41668,18,2015,,8.00,,,8.00,40.00,,,,,
,41676,18,2015,,0.00,,,0.00,0.00,,,,,
,41770,18,2015,,0.00,,,0.00,0.00,,,,,
,41791,18,2015,,0.00,,,0.00,0.00,,,,,
,41799,18,2015,,0.00,,,0.00,0.00,,,,,
,41801,18,2015,,5.00,,,5.00,20.00,,,,,
,41797,18,2015,,0.00,,,0.00,0.00,,,,,
,41807,18,2015,,5.00,,,5.00,25.00,,,,,
,41872,18,2015,,0.00,,,0.00,0.00,,,,,
,41885,18,2015,,0.00,,,0.00,0.00,,,,,
,41006,19,2015,,0.00,,,0.00,0.00,,,,,
,41013,19,2015,,3.00,,,3.00,15.00,,,,,
,41016,19,2015,,2.00,,,2.00,12.00,,,,,
,41020,19,2015,,15.90,,,15.90,95.40,,,,,
,41026,19,2015,,0.00,,,0.00,0.00,,,,,
,41078,19,2015,,0.00,,,0.00,0.00,,,,,
,41132,19,2015,,6.00,,,5.00,32.50,,,,,
,41206,19,2015,,0.00,,,0.00,0.00,,,,,
,41244,19,2015,,0.00,,,0.00,0.00,,,,,
,41298,19,2015,,2.00,,,2.00,10.40,,,,,
,41306,19,2015,,2.00,,,2.00,13.00,,,,,
,41319,19,2015,,0.00,,,0.00,0.00,,,,,
,41349,19,2015,,1.50,,,1.50,6.00,,,,,
,41357,19,2015,,0.00,,,0.00,0.00,,,,,
,41359,19,2015,,0.00,,,0.00,0.00,,,,,
,41378,19,2015,,0.00,,,0.00,0.00,,,,,
,41396,19,2015,,10.00,,,7.00,35.00,,,,,
,41483,19,2015,,0.00,,,0.00,0.00,,,,,
,41001,19,2015,,0.00,,,0.00,0.00,,,,,
,41503,19,2015,,0.00,,,0.00,0.00,,,,,
,41518,19,2015,,0.00,,,0.00,0.00,,,,,
,41524,19,2015,,0.00,,,0.00,0.00,,,,,
,41530,19,2015,,0.00,,,0.00,0.00,,,,,
,41548,19,2015,,2.50,,,2.50,12.50,,,,,
,41551,19,2015,,0.00,,,0.00,0.00,,,,,
,41615,19,2015,,103.20,,,94.20,659.40,,,,,
,41660,19,2015,,0.00,,,0.00,0.00,,,,,
,41668,19,2015,,0.00,,,0.00,0.00,,,,,
,41676,19,2015,,0.00,,,0.00,0.00,,,,,
,41770,19,2015,,0.00,,,0.00,0.00,,,,,
,41791,19,2015,,0.00,,,0.00,0.00,,,,,
,41799,19,2015,,7.00,,,2.00,12.00,,,,,
,41801,19,2015,,0.00,,,0.00,0.00,,,,,
,41797,19,2015,,0.00,,,0.00,0.00,,,,,
,41807,19,2015,,0.00,,,0.00,0.00,,,,,
,41872,19,2015,,0.00,,,0.00,0.00,,,,,
,41885,19,2015,,0.00,,,0.00,0.00,,,,,
,41006,17,2015,,0.00,,,0.00,0.00,,,,,
,41013,17,2015,,0.00,,,0.00,0.00,,,,,
,41016,17,2015,,0.00,,,0.00,0.00,,,,,
,41020,17,2015,,0.00,,,4.00,22.00,,,,,
,41026,17,2015,,0.00,,,0.00,0.00,,,,,
,41078,17,2015,,0.00,,,0.00,0.00,,,,,
,41132,17,2015,,0.00,,,0.00,0.00,,,,,
,41206,17,2015,,0.00,,,0.00,0.00,,,,,
,41244,17,2015,,0.00,,,0.00,0.00,,,,,
,41298,17,2015,,0.00,,,0.00,0.00,,,,,
,41306,17,2015,,0.00,,,0.00,0.00,,,,,
,41319,17,2015,,1.00,,,1.00,6.00,,,,,
,41349,17,2015,,0.00,,,0.00,0.00,,,,,
,41357,17,2015,,3.00,,,3.00,18.00,,,,,
,41359,17,2015,,0.00,,,0.00,0.00,,,,,
,41378,17,2015,,9.00,,,9.00,49.50,,,,,
,41396,17,2015,,11.35,,,9.35,51.43,,,,,
,41483,17,2015,,8.20,,,3.20,19.20,,,,,
,41001,17,2015,,0.00,,,0.00,0.00,,,,,
,41503,17,2015,,0.00,,,0.00,0.00,,,,,
,41518,17,2015,,0.00,,,0.00,0.00,,,,,
,41524,17,2015,,0.00,,,0.00,0.00,,,,,
,41530,17,2015,,0.00,,,0.00,0.00,,,,,
,41548,17,2015,,0.00,,,0.00,0.00,,,,,
,41551,17,2015,,0.00,,,0.00,0.00,,,,,
,41615,17,2015,,3.00,,,3.00,15.00,,,,,
,41660,17,2015,,0.00,,,0.00,0.00,,,,,
,41668,17,2015,,0.00,,,0.00,0.00,,,,,
,41676,17,2015,,0.00,,,0.00,0.00,,,,,
,41770,17,2015,,2.50,,,2.50,15.00,,,,,
,41791,17,2015,,0.00,,,0.00,0.00,,,,,
,41799,17,2015,,0.00,,,0.00,0.00,,,,,
,41801,17,2015,,0.00,,,0.00,0.00,,,,,
,41797,17,2015,,0.00,,,0.00,0.00,,,,,
,41807,17,2015,,0.00,,,0.00,0.00,,,,,
,41872,17,2015,,0.00,,,0.00,0.00,,,,,
,41885,17,2015,,0.00,,,0.00,0.00,,,,,
,41006,22,2015,,49.50,,,37.50,262.50,,,,,
,41013,22,2015,,28.00,,,9.00,54.00,,,,,
,41016,22,2015,,17.00,,,13.00,84.50,,,,,
,41020,22,2015,,134.50,,,98.50,640.25,,,,,
,41026,22,2015,,2.00,,,2.00,13.00,,,,,
,41078,22,2015,,97.00,,,80.00,520.00,,,,,
,41132,22,2015,,19.00,,,14.00,84.00,,,,,
,41206,22,2015,,127.60,,,106.60,746.20,,,,,
,41244,22,2015,,5.00,,,1.00,7.00,,,,,
,41298,22,2015,,290.00,,,251.00,1631.50,,,,,
,41306,22,2015,,119.00,,,81.50,529.75,,,,,
,41319,22,2015,,28.00,,,14.00,98.00,,,,,
,41349,22,2015,,15.50,,,14.50,94.25,,,,,
,41357,22,2015,,17.50,,,7.50,45.00,,,,,
,41359,22,2015,,180.00,,,136.00,952.00,,,,,
,41378,22,2015,,173.00,,,87.00,609.00,,,,,
,41396,22,2015,,192.75,,,158.75,1031.88,,,,,
,41483,22,2015,,11.00,,,6.00,30.00,,,,,
,41001,22,2015,,45.00,,,37.00,222.00,,,,,
,41503,22,2015,,51.00,,,36.00,252.00,,,,,
,41518,22,2015,,19.00,,,16.00,96.00,,,,,
,41524,22,2015,,16.00,,,15.50,108.50,,,,,
,41530,22,2015,,79.00,,,70.00,490.00,,,,,
,41548,22,2015,,30.00,,,13.00,80.60,,,,,
,41551,22,2015,,240.00,,,217.00,1519.00,,,,,
,41615,22,2015,,17.30,,,13.30,79.80,,,,,
,41660,22,2015,,89.00,,,66.00,462.00,,,,,
,41668,22,2015,,109.00,,,97.00,679.00,,,,,
,41676,22,2015,,10.00,,,10.00,70.00,,,,,
,41770,22,2015,,15.00,,,14.00,98.00,,,,,
,41791,22,2015,,13.00,,,3.50,22.75,,,,,
,41799,22,2015,,97.00,,,88.00,528.00,,,,,
,41801,22,2015,,23.00,,,23.00,149.50,,,,,
,41797,22,2015,,6.00,,,6.00,37.20,,,,,
,41807,22,2015,,15.00,,,10.00,70.00,,,,,
,41872,22,2015,,0.00,,,0.00,0.00,,,,,
,41885,22,2015,,0.00,,,0.00,0.00,,,,,
,41006,23,2015,,0.00,,,0.00,0.00,,,,,
,41013,23,2015,,0.00,,,0.00,0.00,,,,,
,41016,23,2015,,15.70,,,14.70,147.00,,,,,
,41020,23,2015,,5.00,,,3.00,28.50,,,,,
,41026,23,2015,,0.00,,,0.00,0.00,,,,,
,41078,23,2015,,0.00,,,0.00,0.00,,,,,
,41132,23,2015,,24.00,,,24.00,312.00,,,,,
,41206,23,2015,,0.00,,,0.00,0.00,,,,,
,41244,23,2015,,18.00,,,10.00,100.00,,,,,
,41298,23,2015,,12.00,,,9.00,90.00,,,,,
,41306,23,2015,,32.00,,,22.00,198.00,,,,,
,41319,23,2015,,4.00,,,4.00,40.00,,,,,
,41349,23,2015,,4.00,,,2.00,21.00,,,,,
,41357,23,2015,,0.00,,,0.00,0.00,,,,,
,41359,23,2015,,2.00,,,2.00,20.00,,,,,
,41378,23,2015,,0.00,,,0.00,0.00,,,,,
,41396,23,2015,,22.00,,,14.00,140.00,,,,,
,41483,23,2015,,4.00,,,3.00,27.00,,,,,
,41001,23,2015,,13.00,,,13.00,130.00,,,,,
,41503,23,2015,,1.00,,,1.00,9.00,,,,,
,41518,23,2015,,0.00,,,0.00,0.00,,,,,
,41524,23,2015,,1.00,,,1.00,9.00,,,,,
,41530,23,2015,,0.00,,,0.00,0.00,,,,,
,41548,23,2015,,0.00,,,0.00,0.00,,,,,
,41551,23,2015,,0.00,,,0.00,0.00,,,,,
,41615,23,2015,,3.00,,,3.00,30.00,,,,,
,41660,23,2015,,2.00,,,2.00,18.00,,,,,
,41668,23,2015,,0.00,,,0.00,0.00,,,,,
,41676,23,2015,,0.00,,,0.00,0.00,,,,,
,41770,23,2015,,0.00,,,0.00,0.00,,,,,
,41791,23,2015,,5.50,,,2.50,25.00,,,,,
,41799,23,2015,,37.00,,,37.00,370.00,,,,,
,41801,23,2015,,0.00,,,0.00,0.00,,,,,
,41797,23,2015,,0.00,,,0.00,0.00,,,,,
,41807,23,2015,,0.00,,,0.00,0.00,,,,,
,41872,23,2015,,2.00,,,2.00,18.00,,,,,
,41885,23,2015,,0.00,,,0.00,0.00,,,,,
,41006,24,2015,,0.00,,,0.00,0.00,,,,,
,41013,24,2015,,31.00,,,15.00,240.00,,,,,
,41016,24,2015,,3.50,,,3.50,56.00,,,,,
,41020,24,2015,,140.50,,,111.50,1895.50,,,,,
,41026,24,2015,,36.00,,,28.00,448.00,,,,,
,41078,24,2015,,59.00,,,43.00,774.00,,,,,
,41132,24,2015,,45.00,,,36.00,576.00,,,,,
,41206,24,2015,,83.00,,,67.00,938.00,,,,,
,41244,24,2015,,12.00,,,11.00,176.00,,,,,
,41298,24,2015,,25.00,,,12.00,192.00,,,,,
,41306,24,2015,,88.00,,,42.00,672.00,,,,,
,41319,24,2015,,118.50,,,57.50,805.00,,,,,
,41349,24,2015,,8.50,,,6.50,104.00,,,,,
,41357,24,2015,,5.00,,,5.00,75.00,,,,,
,41359,24,2015,,0.00,,,0.00,0.00,,,,,
,41378,24,2015,,0.00,,,0.00,0.00,,,,,
,41396,24,2015,,134.50,,,99.50,1542.25,,,,,
,41483,24,2015,,0.00,,,0.00,0.00,,,,,
,41001,24,2015,,44.00,,,40.00,600.00,,,,,
,41503,24,2015,,0.00,,,0.00,0.00,,,,,
,41518,24,2015,,20.00,,,14.00,182.00,,,,,
,41524,24,2015,,5.00,,,5.00,75.00,,,,,
,41530,24,2015,,0.00,,,0.00,0.00,,,,,
,41548,24,2015,,9.50,,,2.50,27.50,,,,,
,41551,24,2015,,0.00,,,0.00,0.00,,,,,
,41615,24,2015,,146.00,,,142.00,1988.00,,,,,
,41660,24,2015,,0.00,,,0.00,0.00,,,,,
,41668,24,2015,,0.00,,,0.00,0.00,,,,,
,41676,24,2015,,6.00,,,4.00,60.00,,,,,
,41770,24,2015,,384.00,,,320.00,5120.00,,,,,
,41791,24,2015,,108.50,,,63.50,1079.50,,,,,
,41799,24,2015,,49.00,,,47.00,658.00,,,,,
,41801,24,2015,,17.00,,,17.00,272.00,,,,,
,41797,24,2015,,0.00,,,0.00,0.00,,,,,
,41807,24,2015,,3.50,,,1.50,24.00,,,,,
,41872,24,2015,,0.50,,,0.00,0.00,,,,,
,41885,24,2015,,0.00,,,0.00,0.00,,,,,
,41006,25,2015,,13.00,,,12.00,78.00,,,,,
,41013,25,2015,,5.50,,,2.50,16.25,,,,,
,41016,25,2015,,0.00,,,0.00,0.00,,,,,
,41020,25,2015,,135.50,,,116.50,757.25,,,,,
,41026,25,2015,,1.00,,,1.00,6.00,,,,,
,41078,25,2015,,13.00,,,11.00,71.50,,,,,
,41132,25,2015,,15.00,,,11.00,66.00,,,,,
,41206,25,2015,,4.00,,,4.00,26.00,,,,,
,41244,25,2015,,1.00,,,1.00,6.00,,,,,
,41298,25,2015,,106.00,,,92.00,598.00,,,,,
,41306,25,2015,,68.00,,,40.00,280.00,,,,,
,41319,25,2015,,13.00,,,10.50,63.00,,,,,
,41349,25,2015,,41.50,,,39.50,248.85,,,,,
,41357,25,2015,,11.00,,,8.00,48.00,,,,,
,41359,25,2015,,170.00,,,145.00,942.50,,,,,
,41378,25,2015,,29.00,,,25.00,162.50,,,,,
,41396,25,2015,,168.50,,,152.50,960.75,,,,,
,41483,25,2015,,0.50,,,0.50,3.15,,,,,
,41001,25,2015,,18.00,,,13.00,78.00,,,,,
,41503,25,2015,,5.50,,,4.50,27.00,,,,,
,41518,25,2015,,0.00,,,0.00,0.00,,,,,
,41524,25,2015,,15.00,,,15.00,90.00,,,,,
,41530,25,2015,,26.00,,,19.00,123.50,,,,,
,41548,25,2015,,17.00,,,11.00,49.50,,,,,
,41551,25,2015,,197.50,,,177.50,1153.75,,,,,
,41615,25,2015,,19.00,,,16.00,96.00,,,,,
,41660,25,2015,,10.00,,,5.00,30.00,,,,,
,41668,25,2015,,131.50,,,108.50,705.25,,,,,
,41676,25,2015,,0.00,,,0.00,0.00,,,,,
,41770,25,2015,,64.00,,,53.00,344.50,,,,,
,41791,25,2015,,6.00,,,6.00,39.00,,,,,
,41799,25,2015,,8.00,,,5.00,30.00,,,,,
,41801,25,2015,,12.50,,,12.50,75.00,,,,,
,41797,25,2015,,0.00,,,0.00,0.00,,,,,
,41807,25,2015,,7.00,,,4.00,26.00,,,,,
,41872,25,2015,,0.00,,,0.00,0.00,,,,,
,41885,25,2015,,0.00,,,0.00,0.00,,,,,
,41006,26,2015,,0.00,,,0.00,0.00,,,,,
,41013,26,2015,,2.50,,,0.50,8.00,,,,,
,41016,26,2015,,4.00,,,4.00,56.00,,,,,
,41020,26,2015,,6.00,,,6.00,102.00,,,,,
,41026,26,2015,,7.00,,,2.00,30.00,,,,,
,41078,26,2015,,28.00,,,9.00,144.00,,,,,
,41132,26,2015,,30.00,,,20.00,340.00,,,,,
,41206,26,2015,,20.00,,,20.00,320.00,,,,,
,41244,26,2015,,4.00,,,4.00,60.00,,,,,
,41298,26,2015,,20.00,,,14.00,224.00,,,,,
,41306,26,2015,,32.00,,,18.00,306.00,,,,,
,41319,26,2015,,17.00,,,9.00,126.00,,,,,
,41349,26,2015,,0.00,,,0.00,0.00,,,,,
,41357,26,2015,,0.00,,,0.00,0.00,,,,,
,41359,26,2015,,3.00,,,3.00,45.00,,,,,
,41378,26,2015,,0.00,,,0.00,0.00,,,,,
,41396,26,2015,,28.25,,,23.75,308.75,,,,,
,41483,26,2015,,0.00,,,0.00,0.00,,,,,
,41001,26,2015,,8.00,,,7.00,98.00,,,,,
,41503,26,2015,,0.00,,,0.00,0.00,,,,,
,41518,26,2015,,0.00,,,0.00,0.00,,,,,
,41524,26,2015,,6.00,,,6.00,78.00,,,,,
,41530,26,2015,,0.00,,,0.00,0.00,,,,,
,41548,26,2015,,3.00,,,0.50,7.50,,,,,
,41551,26,2015,,3.00,,,2.00,28.00,,,,,
,41615,26,2015,,18.50,,,16.50,297.00,,,,,
,41660,26,2015,,0.00,,,0.00,0.00,,,,,
,41668,26,2015,,2.00,,,2.00,28.00,,,,,
,41676,26,2015,,0.00,,,0.00,0.00,,,,,
,41770,26,2015,,20.00,,,20.00,280.00,,,,,
,41791,26,2015,,4.50,,,1.50,15.00,,,,,
,41799,26,2015,,7.00,,,4.00,52.00,,,,,
,41801,26,2015,,0.00,,,0.00,0.00,,,,,
,41797,26,2015,,9.00,,,9.00,117.00,,,,,
,41807,26,2015,,5.00,,,1.00,14.00,,,,,
,41872,26,2015,,34.00,,,22.00,308.00,,,,,
,41885,26,2015,,10.00,,,8.50,102.00,,,,,
,41006,27,2015,,2.00,,,2.00,28.00,,,,,
,41013,27,2015,,126.50,,,100.50,1608.00,,,,,
,41016,27,2015,,7.50,,,5.50,82.50,,,,,
,41020,27,2015,,7.00,,,4.00,56.00,,,,,
,41026,27,2015,,13.00,,,3.00,54.00,,,,,
,41078,27,2015,,6.00,,,6.00,114.00,,,,,
,41132,27,2015,,37.00,,,11.00,187.00,,,,,
,41206,27,2015,,4.50,,,4.50,81.00,,,,,
,41244,27,2015,,6.00,,,4.00,56.00,,,,,
,41298,27,2015,,139.00,,,115.00,2185.00,,,,,
,41306,27,2015,,11.00,,,5.00,80.00,,,,,
,41319,27,2015,,16.00,,,4.00,64.00,,,,,
,41349,27,2015,,9.00,,,4.00,74.00,,,,,
,41357,27,2015,,7.00,,,6.00,84.00,,,,,
,41359,27,2015,,1.00,,,0.50,6.00,,,,,
,41378,27,2015,,2.00,,,2.00,26.00,,,,,
,41396,27,2015,,22.00,,,16.00,240.00,,,,,
,41483,27,2015,,78.80,,,57.80,982.60,,,,,
,41001,27,2015,,42.00,,,32.00,480.00,,,,,
,41503,27,2015,,1.00,,,1.00,12.50,,,,,
,41518,27,2015,,58.00,,,42.00,588.00,,,,,
,41524,27,2015,,2.50,,,2.50,37.50,,,,,
,41530,27,2015,,0.00,,,0.00,0.00,,,,,
,41548,27,2015,,18.00,,,11.00,143.00,,,,,
,41551,27,2015,,0.00,,,0.00,0.00,,,,,
,41615,27,2015,,0.00,,,0.00,0.00,,,,,
,41660,27,2015,,0.00,,,0.00,0.00,,,,,
,41668,27,2015,,3.00,,,3.00,36.00,,,,,
,41676,27,2015,,0.00,,,0.00,0.00,,,,,
,41770,27,2015,,3.00,,,1.00,16.00,,,,,
,41791,27,2015,,0.00,,,0.00,0.00,,,,,
,41799,27,2015,,0.00,,,0.00,0.00,,,,,
,41801,27,2015,,0.00,,,0.00,0.00,,,,,
,41797,27,2015,,3.00,,,3.00,36.00,,,,,
,41807,27,2015,,3.00,,,1.00,14.00,,,,,
,41872,27,2015,,3.50,,,0.50,6.50,,,,,
,41885,27,2015,,0.00,,,0.00,0.00,,,,,
,41006,28,2015,,10.00,,,3.00,30.00,,,,,
,41013,28,2015,,3.50,,,3.50,49.00,,,,,
,41016,28,2015,,11.00,,,11.00,154.00,,,,,
,41020,28,2015,,13.00,,,4.00,56.00,,,,,
,41026,28,2015,,0.00,,,0.00,0.00,,,,,
,41078,28,2015,,0.00,,,0.00,0.00,,,,,
,41132,28,2015,,1.00,,,0.00,0.00,,,,,
,41206,28,2015,,3.00,,,1.00,10.00,,,,,
,41244,28,2015,,1.00,,,0.00,0.00,,,,,
,41298,28,2015,,32.50,,,15.50,186.00,,,,,
,41306,28,2015,,2.50,,,1.50,21.00,,,,,
,41319,28,2015,,5.00,,,2.00,16.00,,,,,
,41349,28,2015,,0.00,,,0.00,0.00,,,,,
,41357,28,2015,,0.00,,,0.00,0.00,,,,,
,41359,28,2015,,4.00,,,1.00,13.00,,,,,
,41378,28,2015,,235.00,,,146.00,1825.00,,,,,
,41396,28,2015,,29.00,,,11.50,138.00,,,,,
,41483,28,2015,,7.00,,,2.00,26.00,,,,,
,41001,28,2015,,0.00,,,0.00,0.00,,,,,
,41503,28,2015,,14.50,,,2.50,25.00,,,,,
,41518,28,2015,,0.00,,,0.00,0.00,,,,,
,41524,28,2015,,1.00,,,0.00,0.00,,,,,
,41530,28,2015,,211.00,,,131.00,1572.00,,,,,
,41548,28,2015,,1.00,,,0.00,0.00,,,,,
,41551,28,2015,,58.50,,,7.50,82.50,,,,,
,41615,28,2015,,0.00,,,0.00,0.00,,,,,
,41660,28,2015,,2.00,,,0.00,0.00,,,,,
,41668,28,2015,,4.00,,,2.00,20.00,,,,,
,41676,28,2015,,2.00,,,0.00,0.00,,,,,
,41770,28,2015,,8.00,,,7.00,84.00,,,,,
,41791,28,2015,,5.00,,,1.00,12.00,,,,,
,41799,28,2015,,0.00,,,0.00,0.00,,,,,
,41801,28,2015,,0.00,,,0.00,0.00,,,,,
,41797,28,2015,,0.00,,,0.00,0.00,,,,,
,41807,28,2015,,2.00,,,1.00,11.00,,,,,
,41872,28,2015,,0.00,,,0.00,0.00,,,,,
,41885,28,2015,,0.00,,,0.00,0.00,,,,,
,41006,9,2015,,2110.00,,,1970.00,5713.00,,,,,
,41013,9,2015,,245.50,,,185.50,519.40,,,,,
,41016,9,2015,,194.00,,,158.00,442.40,,,,,
,41020,9,2015,,1144.50,,,1079.50,3022.60,,,,,
,41026,9,2015,,26.00,,,26.00,65.00,,,,,
,41078,9,2015,,170.00,,,165.00,462.00,,,,,
,41132,9,2015,,452.50,,,447.50,1074.00,,,,,
,41206,9,2015,,254.00,,,254.00,736.60,,,,,
,41244,9,2015,,142.00,,,142.00,411.80,,,,,
,41298,9,2015,,2541.00,,,2439.00,6829.20,,,,,
,41306,9,2015,,1598.00,,,1483.00,4152.40,,,,,
,41319,9,2015,,842.00,,,842.00,2441.80,,,,,
,41349,9,2015,,91.90,,,91.90,266.51,,,,,
,41357,9,2015,,774.00,,,774.00,2244.60,,,,,
,41359,9,2015,,570.00,,,562.00,1629.80,,,,,
,41378,9,2015,,107.50,,,97.50,292.50,,,,,
,41396,9,2015,,1198.60,,,875.60,2626.80,,,,,
,41483,9,2015,,292.20,,,207.20,518.00,,,,,
,41001,9,2015,,718.00,,,633.00,1772.40,,,,,
,41503,9,2015,,472.00,,,454.00,1316.60,,,,,
,41518,9,2015,,30.00,,,26.00,65.00,,,,,
,41524,9,2015,,402.50,,,402.50,1127.00,,,,,
,41530,9,2015,,957.00,,,942.00,2731.80,,,,,
,41548,9,2015,,835.00,,,835.00,2421.50,,,,,
,41551,9,2015,,2341.00,,,2238.00,6490.20,,,,,
,41615,9,2015,,355.00,,,339.00,847.50,,,,,
,41660,9,2015,,406.00,,,400.00,1160.00,,,,,
,41668,9,2015,,565.00,,,552.00,1600.80,,,,,
,41676,9,2015,,825.50,,,815.50,2446.50,,,,,
,41770,9,2015,,140.00,,,140.00,406.00,,,,,
,41791,9,2015,,287.00,,,225.00,517.50,,,,,
,41799,9,2015,,1828.00,,,1668.00,4670.40,,,,,
,41801,9,2015,,396.40,,,396.40,1189.20,,,,,
,41797,9,2015,,48.20,,,45.20,126.56,,,,,
,41807,9,2015,,1551.00,,,1499.00,4347.10,,,,,
,41872,9,2015,,0.00,,,0.00,0.00,,,,,
,41885,9,2015,,10.00,,,9.00,22.50,,,,,
,41006,8,2015,,3.00,,,3.00,18.00,,,,,
,41013,8,2015,,27.00,,,18.00,108.00,,,,,
,41016,8,2015,,157.50,,,110.50,718.25,,,,,
,41020,8,2015,,49.00,,,49.00,294.00,,,,,
,41026,8,2015,,10.50,,,10.50,73.50,,,,,
,41078,8,2015,,50.00,,,45.00,270.00,,,,,
,41132,8,2015,,35.00,,,25.00,150.00,,,,,
,41206,8,2015,,35.00,,,33.00,165.00,,,,,
,41244,8,2015,,13.00,,,11.00,66.00,,,,,
,41298,8,2015,,108.00,,,108.00,756.00,,,,,
,41306,8,2015,,56.00,,,43.00,236.50,,,,,
,41319,8,2015,,113.00,,,87.00,522.00,,,,,
,41349,8,2015,,18.50,,,18.50,129.50,,,,,
,41357,8,2015,,25.00,,,20.00,140.00,,,,,
,41359,8,2015,,9.00,,,9.00,58.50,,,,,
,41378,8,2015,,0.00,,,0.00,0.00,,,,,
,41396,8,2015,,74.00,,,36.00,216.00,,,,,
,41483,8,2015,,9.00,,,4.00,16.00,,,,,
,41001,8,2015,,618.00,,,568.00,3124.00,,,,,
,41503,8,2015,,0.00,,,0.00,0.00,,,,,
,41518,8,2015,,8.20,,,5.20,28.60,,,,,
,41524,8,2015,,116.25,,,116.25,930.00,,,,,
,41530,8,2015,,5.00,,,4.00,24.00,,,,,
,41548,8,2015,,22.00,,,4.00,20.00,,,,,
,41551,8,2015,,53.50,,,28.50,171.00,,,,,
,41615,8,2015,,75.00,,,68.00,408.00,,,,,
,41660,8,2015,,1.00,,,1.00,6.00,,,,,
,41668,8,2015,,0.00,,,0.00,0.00,,,,,
,41676,8,2015,,24.00,,,24.00,120.00,,,,,
,41770,8,2015,,23.00,,,21.00,126.00,,,,,
,41791,8,2015,,21.50,,,18.50,96.20,,,,,
,41799,8,2015,,272.00,,,204.00,1224.00,,,,,
,41801,8,2015,,1.00,,,1.00,0.00,,,,,
,41797,8,2015,,12.50,,,6.50,39.00,,,,,
,41807,8,2015,,19.00,,,14.00,70.00,,,,,
,41872,8,2015,,161.00,,,61.00,305.00,,,,,
,41885,8,2015,,24.00,,,19.00,95.00,,,,,
,41006,29,2015,,12.00,,,12.00,72.00,,,,,
,41013,29,2015,,5.00,,,3.50,17.50,,,,,
,41016,29,2015,,0.00,,,0.00,0.00,,,,,
,41020,29,2015,,60.00,,,44.00,264.00,,,,,
,41026,29,2015,,0.00,,,0.00,0.00,,,,,
,41078,29,2015,,32.50,,,30.00,180.00,,,,,
,41132,29,2015,,4.00,,,3.00,18.00,,,,,
,41206,29,2015,,77.00,,,77.00,462.00,,,,,
,41244,29,2015,,1.00,,,1.00,6.00,,,,,
,41298,29,2015,,41.00,,,34.00,204.00,,,,,
,41306,29,2015,,14.00,,,12.00,72.00,,,,,
,41319,29,2015,,20.00,,,11.50,69.00,,,,,
,41349,29,2015,,9.00,,,8.00,48.00,,,,,
,41357,29,2015,,9.00,,,9.00,58.50,,,,,
,41359,29,2015,,53.00,,,38.00,228.00,,,,,
,41378,29,2015,,107.00,,,107.00,642.00,,,,,
,41396,29,2015,,78.50,,,49.50,297.00,,,,,
,41483,29,2015,,11.00,,,8.00,48.00,,,,,
,41001,29,2015,,27.00,,,20.00,110.00,,,,,
,41503,29,2015,,3.50,,,2.50,15.00,,,,,
,41518,29,2015,,0.00,,,0.00,0.00,,,,,
,41524,29,2015,,8.00,,,8.00,48.00,,,,,
,41530,29,2015,,6.50,,,4.00,26.00,,,,,
,41548,29,2015,,8.00,,,8.00,48.00,,,,,
,41551,29,2015,,92.00,,,76.00,456.00,,,,,
,41615,29,2015,,11.00,,,10.00,60.00,,,,,
,41660,29,2015,,2.00,,,0.00,0.00,,,,,
,41668,29,2015,,57.00,,,54.00,324.00,,,,,
,41676,29,2015,,20.00,,,19.50,101.40,,,,,
,41770,29,2015,,9.00,,,9.00,54.00,,,,,
,41791,29,2015,,5.50,,,2.50,15.00,,,,,
,41799,29,2015,,17.00,,,15.00,90.00,,,,,
,41801,29,2015,,6.00,,,6.00,30.00,,,,,
,41797,29,2015,,2.00,,,2.00,11.00,,,,,
,41807,29,2015,,3.00,,,0.00,0.00,,,,,
,41872,29,2015,,0.00,,,0.00,0.00,,,,,
,41885,29,2015,,0.00,,,0.00,0.00,,,,,
,41006,30,2015,,0.00,,,0.00,0.00,,,,,
,41013,30,2015,,1.00,,,1.00,9.00,,,,,
,41016,30,2015,,2.00,,,2.00,20.00,,,,,
,41020,30,2015,,9.50,,,8.50,102.00,,,,,
,41026,30,2015,,105.00,,,88.00,1056.00,,,,,
,41078,30,2015,,3.00,,,3.00,33.00,,,,,
,41132,30,2015,,9.50,,,6.50,65.00,,,,,
,41206,30,2015,,1.50,,,1.50,15.00,,,,,
,41244,30,2015,,4.00,,,2.00,20.00,,,,,
,41298,30,2015,,40.00,,,24.50,269.50,,,,,
,41306,30,2015,,16.00,,,11.00,132.00,,,,,
,41319,30,2015,,30.00,,,11.00,99.00,,,,,
