pva_codigo,pva_codMunicipio,pva_anio,pva_tipo_poblacion,pva_poblacionMeta
1225,41020,2001,10,700
1226,41026,2001,10,83
1227,41078,2001,10,256
1228,41132,2001,10,740
1229,41206,2001,10,243
1230,41244,2001,10,64
1231,41298,2001,10,1493
1232,41306,2001,10,601
1233,41319,2001,10,319
1234,41349,2001,10,170
1235,41357,2001,10,229
1236,41359,2001,10,637
1237,41378,2001,10,306
1238,41396,2001,10,1153
1239,41483,2001,10,195
1240,41001,2001,10,8409
1241,41503,2001,10,302
1242,41518,2001,10,104
1243,41524,2001,10,268
1244,41530,2001,10,338
1245,41548,2001,10,334
1246,41551,2001,10,2234
1247,41615,2001,10,400
1248,41660,2001,10,255
1249,41668,2001,10,739
1250,41676,2001,10,276
1251,41770,2001,10,296
1252,41791,2001,10,376
1253,41799,2001,10,359
1254,41801,2001,10,179
1255,41797,2001,10,252
1256,41807,2001,10,559
1257,41872,2001,10,237
1258,41885,2001,10,167
1259,41006,2001,14,853
1260,41013,2001,14,318
1261,41016,2001,14,443
1262,41020,2001,14,805
1263,41026,2001,14,122
1264,41078,2001,14,328
1265,41132,2001,14,1004
1266,41206,2001,14,319
1267,41244,2001,14,94
1268,41298,2001,14,1777
1269,41306,2001,14,733
1270,41319,2001,14,452
1271,41349,2001,14,199
1272,41357,2001,14,260
1273,41359,2001,14,798
1274,41378,2001,14,334
1275,41396,2001,14,1446
1276,41483,2001,14,223
1277,41001,2001,14,11822
1278,41503,2001,14,289
1279,41518,2001,14,158
1280,41524,2001,14,698
1281,41530,2001,14,283
1282,41548,2001,14,440
1283,41551,2001,14,2802
1284,41615,2001,14,571
1285,41660,2001,14,305
1286,41668,2001,14,904
1287,41676,2001,14,373
1288,41770,2001,14,364
1289,41791,2001,14,504
1290,41799,2001,14,606
1291,41801,2001,14,252
1292,41797,2001,14,293
1293,41807,2001,14,912
1294,41872,2001,14,258
1295,41885,2001,14,253
