nac_codigo,nac_codMunicipio,nac_anio,nac_codArea,nac_genero,nac_numero_nacimientos
592,41885,2014,4,2,0
593,41006,2014,4,1,3
594,41013,2014,4,1,0
595,41016,2014,4,1,6
596,41020,2014,4,1,4
597,41026,2014,4,1,0
598,41078,2014,4,1,1
599,41132,2014,4,1,3
600,41206,2014,4,1,0
601,41244,2014,4,1,0
602,41298,2014,4,1,202
603,41306,2014,4,1,17
604,41319,2014,4,1,11
605,41349,2014,4,1,0
606,41357,2014,4,1,10
607,41359,2014,4,1,2
608,41378,2014,4,1,3
609,41396,2014,4,1,130
610,41483,2014,4,1,
611,41001,2014,4,1,459
612,41503,2014,4,1,0
613,41518,2014,4,1,0
614,41524,2014,4,1,1
615,41530,2014,4,1,0
616,41548,2014,4,1,0
617,41551,2014,4,1,461
618,41615,2014,4,1,6
619,41660,2014,4,1,3
620,41668,2014,4,1,1
621,41676,2014,4,1,0
622,41770,2014,4,1,11
623,41791,2014,4,1,13
624,41799,2014,4,1,0
625,41801,2014,4,1,1
626,41797,2014,4,1,5
627,41807,2014,4,1,6
628,41872,2014,4,1,5
629,41885,2014,4,1,0
630,41006,2014,3,2,20
631,41013,2014,3,2,10
632,41016,2014,3,2,4
633,41020,2014,3,2,23
634,41026,2014,3,2,0
635,41078,2014,3,2,12
636,41132,2014,3,2,7
637,41206,2014,3,2,17
638,41244,2014,3,2,0
639,41298,2014,3,2,425
640,41306,2014,3,2,14
641,41319,2014,3,2,37
642,41349,2014,3,2,9
643,41357,2014,3,2,28
644,41359,2014,3,2,9
645,41378,2014,3,2,34
646,41396,2014,3,2,409
647,41483,2014,3,2,11
648,41001,2014,3,2,394
649,41503,2014,3,2,13
650,41518,2014,3,2,6
651,41524,2014,3,2,8
652,41530,2014,3,2,7
653,41548,2014,3,2,32
654,41551,2014,3,2,895
655,41615,2014,3,2,8
656,41660,2014,3,2,21
657,41668,2014,3,2,18
658,41676,2014,3,2,19
659,41770,2014,3,2,39
660,41791,2014,3,2,17
661,41799,2014,3,2,3
662,41801,2014,3,2,9
663,41797,2014,3,2,9
664,41807,2014,3,2,4
665,41872,2014,3,2,0
666,41885,2014,3,2,1
667,41006,2014,3,1,13
668,41013,2014,3,1,6
669,41016,2014,3,1,5
670,41020,2014,3,1,25
671,41026,2014,3,1,0
672,41078,2014,3,1,2
673,41132,2014,3,1,14
674,41206,2014,3,1,15
675,41244,2014,3,1,0
676,41298,2014,3,1,473
677,41306,2014,3,1,19
678,41319,2014,3,1,40
679,41349,2014,3,1,6
680,41357,2014,3,1,20
681,41359,2014,3,1,12
682,41378,2014,3,1,30
683,41396,2014,3,1,462
684,41483,2014,3,1,16
685,41001,2014,3,1,450
686,41503,2014,3,1,7
687,41518,2014,3,1,6
688,41524,2014,3,1,8
689,41530,2014,3,1,7
690,41548,2014,3,1,30
691,41551,2014,3,1,1031
692,41615,2014,3,1,8
693,41660,2014,3,1,19
694,41668,2014,3,1,20
695,41676,2014,3,1,19
696,41770,2014,3,1,42
697,41791,2014,3,1,16
698,41799,2014,3,1,5
699,41801,2014,3,1,7
700,41797,2014,3,1,11
701,41807,2014,3,1,5
702,41872,2014,3,1,0
703,41885,2014,3,1,0
704,41006,2013,5,1,6
705,41013,2013,5,1,17
706,41016,2013,5,1,24
707,41020,2013,5,1,17
708,41026,2013,5,1,0
709,41078,2013,5,1,6
710,41132,2013,5,1,54
711,41206,2013,5,1,2
712,41244,2013,5,1,0
713,41298,2013,5,1,500
714,41306,2013,5,1,14
715,41319,2013,5,1,13
716,41349,2013,5,1,4
717,41357,2013,5,1,3
718,41359,2013,5,1,4
719,41378,2013,5,1,13
720,41396,2013,5,1,292
721,41483,2013,5,1,6
722,41001,2013,5,1,4042
723,41503,2013,5,1,12
724,41518,2013,5,1,3
725,41524,2013,5,1,11
726,41530,2013,5,1,3
727,41548,2013,5,1,7
728,41551,2013,5,1,935
729,41615,2013,5,1,7
730,41660,2013,5,1,3
731,41668,2013,5,1,6
732,41676,2013,5,1,5
733,41770,2013,5,1,7
734,41791,2013,5,1,10
735,41799,2013,5,1,9
736,41801,2013,5,1,5
737,41797,2013,5,1,17
738,41807,2013,5,1,5
739,41872,2013,5,1,1
740,41885,2013,5,1,5
741,41006,2013,5,2,8
742,41013,2013,5,2,15
743,41016,2013,5,2,23
744,41020,2013,5,2,15
745,41026,2013,5,2,0
746,41078,2013,5,2,11
747,41132,2013,5,2,78
748,41206,2013,5,2,3
749,41244,2013,5,2,0
750,41298,2013,5,2,550
751,41306,2013,5,2,18
752,41319,2013,5,2,15
753,41349,2013,5,2,2
754,41357,2013,5,2,1
755,41359,2013,5,2,1
756,41378,2013,5,2,11
757,41396,2013,5,2,319
758,41483,2013,5,2,13
759,41001,2013,5,2,4196
760,41503,2013,5,2,10
761,41518,2013,5,2,4
762,41524,2013,5,2,20
763,41530,2013,5,2,
764,41548,2013,5,2,12
765,41551,2013,5,2,968
766,41615,2013,5,2,14
767,41660,2013,5,2,3
768,41668,2013,5,2,14
769,41676,2013,5,2,9
770,41770,2013,5,2,11
771,41791,2013,5,2,15
772,41799,2013,5,2,3
773,41801,2013,5,2,3
774,41797,2013,5,2,15
775,41807,2013,5,2,11
776,41872,2013,5,2,4
777,41885,2013,5,2,11
778,41006,2013,4,1,4
779,41013,2013,4,1,0
780,41016,2013,4,1,8
781,41020,2013,4,1,2
782,41026,2013,4,1,0
783,41078,2013,4,1,0
784,41132,2013,4,1,1
785,41206,2013,4,1,3
786,41244,2013,4,1,0
787,41298,2013,4,1,195
788,41306,2013,4,1,12
789,41319,2013,4,1,4
790,41349,2013,4,1,0
791,41357,2013,4,1,14
792,41359,2013,4,1,1
793,41378,2013,4,1,3
794,41396,2013,4,1,121
795,41483,2013,4,1,0
796,41001,2013,4,1,364
797,41503,2013,4,1,3
798,41518,2013,4,1,0
799,41524,2013,4,1,3
800,41530,2013,4,1,0
801,41548,2013,4,1,1
802,41551,2013,4,1,404
803,41615,2013,4,1,3
804,41660,2013,4,1,2
805,41668,2013,4,1,1
806,41676,2013,4,1,1
807,41770,2013,4,1,17
808,41791,2013,4,1,23
809,41799,2013,4,1,1
810,41801,2013,4,1,0
811,41797,2013,4,1,5
812,41807,2013,4,1,5
813,41872,2013,4,1,9
814,41885,2013,4,1,0
815,41006,2013,4,2,2
816,41013,2013,4,2,0
817,41016,2013,4,2,10
818,41020,2013,4,2,3
819,41026,2013,4,2,0
820,41078,2013,4,2,0
821,41132,2013,4,2,1
822,41206,2013,4,2,3
823,41244,2013,4,2,0
824,41298,2013,4,2,207
825,41306,2013,4,2,15
826,41319,2013,4,2,4
827,41349,2013,4,2,0
828,41357,2013,4,2,13
829,41359,2013,4,2,0
830,41378,2013,4,2,1
831,41396,2013,4,2,130
832,41483,2013,4,2,1
833,41001,2013,4,2,418
834,41503,2013,4,2,4
835,41518,2013,4,2,0
836,41524,2013,4,2,2
837,41530,2013,4,2,0
838,41548,2013,4,2,1
839,41551,2013,4,2,407
840,41615,2013,4,2,3
841,41660,2013,4,2,1
842,41668,2013,4,2,5
843,41676,2013,4,2,3
844,41770,2013,4,2,14
845,41791,2013,4,2,21
846,41799,2013,4,2,3
847,41801,2013,4,2,0
848,41797,2013,4,2,4
849,41807,2013,4,2,8
850,41872,2013,4,2,6
851,41885,2013,4,2,0
852,41006,2013,3,1,35
853,41013,2013,3,1,12
854,41016,2013,3,1,7
855,41020,2013,3,1,27
856,41026,2013,3,1,0
857,41078,2013,3,1,13
858,41132,2013,3,1,19
859,41206,2013,3,1,15
860,41244,2013,3,1,0
861,41298,2013,3,1,484
862,41306,2013,3,1,15
863,41319,2013,3,1,50
864,41349,2013,3,1,2
865,41357,2013,3,1,14
866,41359,2013,3,1,21
867,41378,2013,3,1,43
868,41396,2013,3,1,444
869,41483,2013,3,1,16
870,41001,2013,3,1,460
871,41503,2013,3,1,22
872,41518,2013,3,1,2
873,41524,2013,3,1,10
874,41530,2013,3,1,26
875,41548,2013,3,1,35
876,41551,2013,3,1,1031
877,41615,2013,3,1,3
878,41660,2013,3,1,23
879,41668,2013,3,1,29
880,41676,2013,3,1,19
881,41770,2013,3,1,67
882,41791,2013,3,1,24
883,41799,2013,3,1,9
884,41801,2013,3,1,7
885,41797,2013,3,1,9
886,41807,2013,3,1,11
887,41872,2013,3,1,1
888,41885,2013,3,1,1
889,41006,2013,3,2,29
890,41013,2013,3,2,5
891,41016,2013,3,2,8
892,41020,2013,3,2,34
893,41026,2013,3,2,0
894,41078,2013,3,2,12
895,41132,2013,3,2,26
896,41206,2013,3,2,16
897,41244,2013,3,2,0
898,41298,2013,3,2,514
899,41306,2013,3,2,18
900,41319,2013,3,2,38
901,41349,2013,3,2,5
902,41357,2013,3,2,19
903,41359,2013,3,2,11
904,41378,2013,3,2,37
905,41396,2013,3,2,462
906,41483,2013,3,2,15
907,41001,2013,3,2,511
908,41503,2013,3,2,25
909,41518,2013,3,2,2
910,41524,2013,3,2,10
911,41530,2013,3,2,26
912,41548,2013,3,2,30
913,41551,2013,3,2,1076
914,41615,2013,3,2,5
915,41660,2013,3,2,24
916,41668,2013,3,2,32
917,41676,2013,3,2,25
918,41770,2013,3,2,58
919,41791,2013,3,2,18
920,41799,2013,3,2,6
921,41801,2013,3,2,5
922,41797,2013,3,2,5
923,41807,2013,3,2,6
924,41872,2013,3,2,1
925,41885,2013,3,2,0
926,41006,2001,,1,64
927,41013,2001,,1,64
928,41016,2001,,1,91
929,41020,2001,,1,172
930,41026,2001,,1,9
931,41078,2001,,1,49
932,41132,2001,,1,180
933,41206,2001,,1,29
934,41244,2001,,1,8
935,41298,2001,,1,984
936,41306,2001,,1,149
937,41319,2001,,1,107
938,41349,2001,,1,53
939,41357,2001,,1,32
940,41359,2001,,1,99
941,41378,2001,,1,122
942,41396,2001,,1,696
943,41483,2001,,1,59
944,41001,2001,,1,3667
945,41503,2001,,1,101
946,41518,2001,,1,16
947,41524,2001,,1,123
948,41530,2001,,1,28
949,41548,2001,,1,91
950,41551,2001,,1,1474
951,41615,2001,,1,111
952,41660,2001,,1,82
953,41668,2001,,1,202
954,41676,2001,,1,97
955,41770,2001,,1,95
956,41791,2001,,1,94
957,41799,2001,,1,33
958,41801,2001,,1,69
959,41797,2001,,1,70
960,41807,2001,,1,161
961,41872,2001,,1,44
962,41885,2001,,1,53
963,41006,2001,,2,187
964,41013,2001,,2,58
965,41016,2001,,2,87
966,41020,2001,,2,195
967,41026,2001,,2,8
968,41078,2001,,2,51
969,41132,2001,,2,165
970,41206,2001,,2,23
971,41244,2001,,2,10
972,41298,2001,,2,918
973,41306,2001,,2,149
974,41319,2001,,2,109
975,41349,2001,,2,46
976,41357,2001,,2,44
977,41359,2001,,2,101
978,41378,2001,,2,114
979,41396,2001,,2,665
980,41483,2001,,2,68
981,41001,2001,,2,3376
982,41503,2001,,2,132
983,41518,2001,,2,19
984,41524,2001,,2,119
985,41530,2001,,2,33
