mai_codigo,mai_codMunicipio,mai_anio,mai_tipo_modalidades,mai_tipo_dato_modalidad,mai_numero
445,41006,2016,5,1,3
446,41013,2016,5,1,5
447,41016,2016,5,1,5
448,41020,2016,5,1,2
449,41026,2016,5,1,2
450,41078,2016,5,1,3
451,41132,2016,5,1,1
452,41206,2016,5,1,2
453,41244,2016,5,1,1
454,41298,2016,5,1,34
455,41306,2016,5,1,8
456,41319,2016,5,1,8
457,41349,2016,5,1,0
458,41357,2016,5,1,8
459,41359,2016,5,1,12
460,41378,2016,5,1,7
461,41396,2016,5,1,23
462,41483,2016,5,1,1
463,41001,2016,5,1,32
464,41503,2016,5,1,9
465,41518,2016,5,1,2
466,41524,2016,5,1,7
467,41530,2016,5,1,7
468,41548,2016,5,1,8
469,41551,2016,5,1,50
470,41615,2016,5,1,6
471,41660,2016,5,1,7
472,41668,2016,5,1,12
473,41676,2016,5,1,6
474,41770,2016,5,1,7
475,41791,2016,5,1,15
476,41799,2016,5,1,5
477,41801,2016,5,1,5
478,41797,2016,5,1,4
479,41807,2016,5,1,11
480,41872,2016,5,1,2
481,41885,2016,5,1,0
482,41006,2016,5,2,150
483,41013,2016,5,2,204
484,41016,2016,5,2,247
485,41020,2016,5,2,100
486,41026,2016,5,2,85
487,41078,2016,5,2,150
488,41132,2016,5,2,62
489,41206,2016,5,2,100
490,41244,2016,5,2,50
491,41298,2016,5,2,1695
492,41306,2016,5,2,384
493,41319,2016,5,2,400
494,41349,2016,5,2,0
495,41357,2016,5,2,401
496,41359,2016,5,2,580
497,41378,2016,5,2,343
498,41396,2016,5,2,1141
499,41483,2016,5,2,50
500,41001,2016,5,2,1545
501,41503,2016,5,2,450
502,41518,2016,5,2,100
503,41524,2016,5,2,336
504,41530,2016,5,2,350
505,41548,2016,5,2,320
506,41551,2016,5,2,2500
507,41615,2016,5,2,300
508,41660,2016,5,2,350
509,41668,2016,5,2,587
510,41676,2016,5,2,313
511,41770,2016,5,2,347
512,41791,2016,5,2,733
513,41799,2016,5,2,237
514,41801,2016,5,2,236
515,41797,2016,5,2,207
516,41807,2016,5,2,550
517,41872,2016,5,2,100
518,41885,2016,5,2,0
519,41006,2016,5,3,322263305
520,41013,2016,5,3,452789172
521,41016,2016,5,3,530683129
522,41020,2016,5,3,214849586
523,41026,2016,5,3,182623030
524,41078,2016,5,3,322279125
525,41132,2016,5,3,133205993
526,41206,2016,5,3,214846648
527,41244,2016,5,3,107422081
528,41298,2016,5,3,3641705294
529,41306,2016,5,3,825029362
530,41319,2016,5,3,859401508
531,41349,2016,5,3,0
532,41357,2016,5,3,861552974
533,41359,2016,5,3,1246127418
534,41378,2016,5,3,736939735
535,41396,2016,5,3,2451424677
536,41483,2016,5,3,107422766
537,41001,2016,5,3,3319426622
538,41503,2016,5,3,966395753
539,41518,2016,5,3,214851620
540,41524,2016,5,3,721900268
541,41530,2016,5,3,751971743
542,41548,2016,5,3,673024775
543,41551,2016,5,3,5369110365
544,41615,2016,5,3,644546498
545,41660,2016,5,3,751970613
546,41668,2016,5,3,1261177507
547,41676,2016,5,3,672483684
548,41770,2016,5,3,745530455
549,41791,2016,5,3,1510415963
550,41799,2016,5,3,429708212
551,41801,2016,5,3,507045484
552,41797,2016,5,3,444742481
553,41807,2016,5,3,1181658027
554,41872,2016,5,3,214852524
555,41885,2016,5,3,0
556,41006,2016,6,1,0
557,41013,2016,6,1,1
558,41016,2016,6,1,19
559,41020,2016,6,1,7
560,41026,2016,6,1,0
561,41078,2016,6,1,0
562,41132,2016,6,1,24
563,41206,2016,6,1,0
564,41244,2016,6,1,0
565,41298,2016,6,1,1
566,41306,2016,6,1,0
567,41319,2016,6,1,0
568,41349,2016,6,1,4
569,41357,2016,6,1,0
570,41359,2016,6,1,0
571,41378,2016,6,1,0
572,41396,2016,6,1,0
573,41483,2016,6,1,0
574,41001,2016,6,1,121
575,41503,2016,6,1,0
576,41518,2016,6,1,0
577,41524,2016,6,1,6
578,41530,2016,6,1,0
579,41548,2016,6,1,1
580,41551,2016,6,1,5
581,41615,2016,6,1,0
582,41660,2016,6,1,0
583,41668,2016,6,1,0
584,41676,2016,6,1,0
585,41770,2016,6,1,0
586,41791,2016,6,1,0
587,41799,2016,6,1,0
588,41801,2016,6,1,0
589,41797,2016,6,1,6
590,41807,2016,6,1,0
591,41872,2016,6,1,0
592,41885,2016,6,1,4
593,41006,2016,6,2,0
594,41013,2016,6,2,15
595,41016,2016,6,2,285
596,41020,2016,6,2,105
597,41026,2016,6,2,0
598,41078,2016,6,2,0
599,41132,2016,6,2,360
600,41206,2016,6,2,0
601,41244,2016,6,2,0
602,41298,2016,6,2,15
603,41306,2016,6,2,0
604,41319,2016,6,2,0
605,41349,2016,6,2,60
606,41357,2016,6,2,0
607,41359,2016,6,2,0
608,41378,2016,6,2,0
609,41396,2016,6,2,0
610,41483,2016,6,2,0
611,41001,2016,6,2,1815
612,41503,2016,6,2,0
613,41518,2016,6,2,0
614,41524,2016,6,2,90
615,41530,2016,6,2,0
616,41548,2016,6,2,15
617,41551,2016,6,2,75
618,41615,2016,6,2,0
619,41660,2016,6,2,0
620,41668,2016,6,2,0
621,41676,2016,6,2,0
622,41770,2016,6,2,0
623,41791,2016,6,2,0
624,41799,2016,6,2,0
625,41801,2016,6,2,0
626,41797,2016,6,2,90
627,41807,2016,6,2,0
628,41872,2016,6,2,0
629,41885,2016,6,2,60
630,41006,2016,6,3,0
631,41013,2016,6,3,13583588
632,41016,2016,6,3,255797063
633,41020,2016,6,3,95085116
634,41026,2016,6,3,0
635,41078,2016,6,3,0
636,41132,2016,6,3,326006112
637,41206,2016,6,3,0
638,41244,2016,6,3,0
639,41298,2016,6,3,13583588
640,41306,2016,6,3,0
641,41319,2016,6,3,0
642,41349,2016,6,3,54334352
643,41357,2016,6,3,0
644,41359,2016,6,3,0
645,41378,2016,6,3,0
646,41396,2016,6,3,0
647,41483,2016,6,3,0
648,41001,2016,6,3,1642850103
649,41503,2016,6,3,0
650,41518,2016,6,3,0
651,41524,2016,6,3,81501528
652,41530,2016,6,3,0
653,41548,2016,6,3,13583588
654,41551,2016,6,3,72976763
655,41615,2016,6,3,0
656,41660,2016,6,3,0
657,41668,2016,6,3,0
658,41676,2016,6,3,0
659,41770,2016,6,3,0
660,41791,2016,6,3,0
661,41799,2016,6,3,0
662,41801,2016,6,3,0
663,41797,2016,6,3,80218016
664,41807,2016,6,3,0
665,41872,2016,6,3,0
666,41885,2016,6,3,54334352
667,41006,2016,7,1,0
668,41013,2016,7,1,0
669,41016,2016,7,1,0
670,41020,2016,7,1,0
671,41026,2016,7,1,0
672,41078,2016,7,1,0
673,41132,2016,7,1,0
674,41206,2016,7,1,0
675,41244,2016,7,1,0
676,41298,2016,7,1,0
677,41306,2016,7,1,0
678,41319,2016,7,1,0
679,41349,2016,7,1,0
680,41357,2016,7,1,0
681,41359,2016,7,1,0
682,41378,2016,7,1,0
683,41396,2016,7,1,0
684,41483,2016,7,1,0
685,41001,2016,7,1,0
686,41503,2016,7,1,0
687,41518,2016,7,1,0
688,41524,2016,7,1,0
689,41530,2016,7,1,0
690,41548,2016,7,1,0
691,41551,2016,7,1,0
692,41615,2016,7,1,0
693,41660,2016,7,1,0
694,41668,2016,7,1,1
695,41676,2016,7,1,0
696,41770,2016,7,1,0
697,41791,2016,7,1,0
698,41799,2016,7,1,0
699,41801,2016,7,1,0
700,41797,2016,7,1,0
701,41807,2016,7,1,0
702,41872,2016,7,1,0
703,41885,2016,7,1,0
704,41006,2016,7,2,0
705,41013,2016,7,2,0
706,41016,2016,7,2,0
707,41020,2016,7,2,0
708,41026,2016,7,2,0
709,41078,2016,7,2,0
710,41132,2016,7,2,0
711,41206,2016,7,2,0
712,41244,2016,7,2,0
713,41298,2016,7,2,0
714,41306,2016,7,2,0
715,41319,2016,7,2,0
716,41349,2016,7,2,0
717,41357,2016,7,2,0
718,41359,2016,7,2,0
719,41378,2016,7,2,0
720,41396,2016,7,2,0
721,41483,2016,7,2,0
722,41001,2016,7,2,0
723,41503,2016,7,2,0
724,41518,2016,7,2,0
725,41524,2016,7,2,0
726,41530,2016,7,2,0
727,41548,2016,7,2,0
728,41551,2016,7,2,0
729,41615,2016,7,2,0
730,41660,2016,7,2,0
731,41668,2016,7,2,42
732,41676,2016,7,2,0
733,41770,2016,7,2,0
734,41791,2016,7,2,0
735,41799,2016,7,2,0
736,41801,2016,7,2,0
737,41797,2016,7,2,0
738,41807,2016,7,2,0
739,41872,2016,7,2,0
740,41885,2016,7,2,0
741,41006,2016,7,3,0
742,41013,2016,7,3,0
743,41016,2016,7,3,0
744,41020,2016,7,3,0
745,41026,2016,7,3,0
746,41078,2016,7,3,0
747,41132,2016,7,3,0
748,41206,2016,7,3,0
749,41244,2016,7,3,0
750,41298,2016,7,3,0
751,41306,2016,7,3,0
752,41319,2016,7,3,0
753,41349,2016,7,3,0
754,41357,2016,7,3,0
755,41359,2016,7,3,0
756,41378,2016,7,3,0
757,41396,2016,7,3,0
758,41483,2016,7,3,0
759,41001,2016,7,3,0
760,41503,2016,7,3,0
761,41518,2016,7,3,0
762,41524,2016,7,3,0
763,41530,2016,7,3,0
764,41548,2016,7,3,0
765,41551,2016,7,3,0
766,41615,2016,7,3,0
767,41660,2016,7,3,0
768,41668,2016,7,3,67040205
769,41676,2016,7,3,0
770,41770,2016,7,3,0
771,41791,2016,7,3,0
772,41799,2016,7,3,0
773,41801,2016,7,3,0
774,41797,2016,7,3,0
775,41807,2016,7,3,0
776,41872,2016,7,3,0
777,41885,2016,7,3,0
778,41006,2016,8,1,0
779,41013,2016,8,1,0
780,41016,2016,8,1,0
781,41020,2016,8,1,0
782,41026,2016,8,1,0
783,41078,2016,8,1,0
784,41132,2016,8,1,0
785,41206,2016,8,1,0
786,41244,2016,8,1,0
787,41298,2016,8,1,0
788,41306,2016,8,1,0
789,41319,2016,8,1,0
790,41349,2016,8,1,0
791,41357,2016,8,1,0
792,41359,2016,8,1,0
793,41378,2016,8,1,0
794,41396,2016,8,1,0
795,41483,2016,8,1,0
796,41001,2016,8,1,0
797,41503,2016,8,1,0
798,41518,2016,8,1,0
799,41524,2016,8,1,0
800,41530,2016,8,1,0
801,41548,2016,8,1,0
802,41551,2016,8,1,0
803,41615,2016,8,1,0
804,41660,2016,8,1,0
805,41668,2016,8,1,0
806,41676,2016,8,1,0
807,41770,2016,8,1,0
808,41791,2016,8,1,0
809,41799,2016,8,1,0
810,41801,2016,8,1,0
811,41797,2016,8,1,0
812,41807,2016,8,1,0
813,41872,2016,8,1,0
814,41885,2016,8,1,0
815,41006,2016,8,2,0
816,41013,2016,8,2,0
817,41016,2016,8,2,0
818,41020,2016,8,2,0
819,41026,2016,8,2,0
820,41078,2016,8,2,0
821,41132,2016,8,2,0
822,41206,2016,8,2,0
823,41244,2016,8,2,0
824,41298,2016,8,2,0
825,41306,2016,8,2,0
826,41319,2016,8,2,0
827,41349,2016,8,2,0
828,41357,2016,8,2,0
829,41359,2016,8,2,25
830,41378,2016,8,2,0
831,41396,2016,8,2,95
832,41483,2016,8,2,0
833,41001,2016,8,2,0
834,41503,2016,8,2,0
835,41518,2016,8,2,0
836,41524,2016,8,2,21
837,41530,2016,8,2,0
838,41548,2016,8,2,0
839,41551,2016,8,2,50
840,41615,2016,8,2,0
841,41660,2016,8,2,0
842,41668,2016,8,2,25
843,41676,2016,8,2,0
844,41770,2016,8,2,0
845,41791,2016,8,2,0
846,41799,2016,8,2,0
847,41801,2016,8,2,0
848,41797,2016,8,2,0
849,41807,2016,8,2,0
850,41872,2016,8,2,48
851,41885,2016,8,2,0
852,41006,2016,8,3,0
853,41013,2016,8,3,0
854,41016,2016,8,3,0
855,41020,2016,8,3,0
856,41026,2016,8,3,0
857,41078,2016,8,3,0
858,41132,2016,8,3,0
859,41206,2016,8,3,0
860,41244,2016,8,3,0
861,41298,2016,8,3,0
862,41306,2016,8,3,0
863,41319,2016,8,3,0
864,41349,2016,8,3,0
865,41357,2016,8,3,0
866,41359,2016,8,3,10232675
867,41378,2016,8,3,0
868,41396,2016,8,3,61565000
869,41483,2016,8,3,0
870,41001,2016,8,3,0
871,41503,2016,8,3,0
872,41518,2016,8,3,0
873,41524,2016,8,3,
874,41530,2016,8,3,0
875,41548,2016,8,3,0
876,41551,2016,8,3,20525300
877,41615,2016,8,3,0
878,41660,2016,8,3,0
879,41668,2016,8,3,10232675
880,41676,2016,8,3,0
881,41770,2016,8,3,0
882,41791,2016,8,3,0
883,41799,2016,8,3,0
884,41801,2016,8,3,0
885,41797,2016,8,3,0
886,41807,2016,8,3,0
887,41872,2016,8,3,39253312
888,41885,2016,8,3,0
889,41006,2016,9,1,1
890,41013,2016,9,1,1
891,41016,2016,9,1,1
892,41020,2016,9,1,2
893,41026,2016,9,1,0
894,41078,2016,9,1,1
895,41132,2016,9,1,1
896,41206,2016,9,1,0
897,41244,2016,9,1,0
898,41298,2016,9,1,1
899,41306,2016,9,1,3
900,41319,2016,9,1,0
901,41349,2016,9,1,1
902,41357,2016,9,1,0
903,41359,2016,9,1,0
904,41378,2016,9,1,0
905,41396,2016,9,1,1
906,41483,2016,9,1,0
907,41001,2016,9,1,20
908,41503,2016,9,1,0
909,41518,2016,9,1,0
910,41524,2016,9,1,1
911,41530,2016,9,1,0
912,41548,2016,9,1,0
913,41551,2016,9,1,2
914,41615,2016,9,1,0
915,41660,2016,9,1,0
916,41668,2016,9,1,1
917,41676,2016,9,1,0
918,41770,2016,9,1,1
919,41791,2016,9,1,0
920,41799,2016,9,1,1
921,41801,2016,9,1,1
922,41797,2016,9,1,0
923,41807,2016,9,1,1
924,41872,2016,9,1,1
925,41885,2016,9,1,1
926,41006,2016,9,2,45
927,41013,2016,9,2,75
928,41016,2016,9,2,85
929,41020,2016,9,2,120
930,41026,2016,9,2,0
931,41078,2016,9,2,50
932,41132,2016,9,2,150
933,41206,2016,9,2,0
934,41244,2016,9,2,0
935,41298,2016,9,2,194
936,41306,2016,9,2,195
937,41319,2016,9,2,0
938,41349,2016,9,2,100
939,41357,2016,9,2,0
940,41359,2016,9,2,0
941,41378,2016,9,2,0
942,41396,2016,9,2,105
943,41483,2016,9,2,0
944,41001,2016,9,2,1770
945,41503,2016,9,2,0
946,41518,2016,9,2,0
947,41524,2016,9,2,90
948,41530,2016,9,2,0
949,41548,2016,9,2,0
950,41551,2016,9,2,243
951,41615,2016,9,2,0
952,41660,2016,9,2,0
953,41668,2016,9,2,120
954,41676,2016,9,2,0
955,41770,2016,9,2,40
956,41791,2016,9,2,0
957,41799,2016,9,2,50
958,41801,2016,9,2,60
959,41797,2016,9,2,0
960,41807,2016,9,2,50
961,41872,2016,9,2,60
962,41885,2016,9,2,110
963,41006,2016,9,3,105375135
964,41013,2016,9,3,170932800
965,41016,2016,9,3,200158340
966,41020,2016,9,3,336657692
967,41026,2016,9,3,0
968,41078,2016,9,3,113955200
969,41132,2016,9,3,356355600
970,41206,2016,9,3,0
