vabi_codigo,vabi_codMunicipio,vabi_anio,vabi_tipo_biologicos,vabi_tipo_poblacion,vabi_vacunados,vabi_cobertura
1576,41524,2008,2,,569,94.7
1577,41530,2008,2,,290,114.6
1578,41548,2008,2,,294,92.5
1579,41551,2008,2,,3021,124.3
1580,41615,2008,2,,305,84.7
1581,41660,2008,2,,288,98.3
1582,41668,2008,2,,639,101.1
1583,41676,2008,2,,228,90.1
1584,41770,2008,2,,354,90.3
1585,41791,2008,2,,314,72.9
1586,41799,2008,2,,206,104.6
1587,41801,2008,2,,339,96
1588,41797,2008,2,,172,90.5
1589,41807,2008,2,,406,88.1
1590,41872,2008,2,,117,64.3
1591,41885,2008,2,,158,104.6
1592,41006,2008,12,,618,80.8
1593,41013,2008,12,,209,101
1594,41016,2008,12,,317,64.2
1595,41020,2008,12,,497,87.8
1596,41026,2008,12,,97,110.2
1597,41078,2008,12,,194,93.7
1598,41132,2008,12,,686,103
1599,41206,2008,12,,243,98.8
1600,41244,2008,12,,53,58.9
1601,41298,2008,12,,1781,100.1
1602,41306,2008,12,,549,81.3
1603,41319,2008,12,,355,75.7
1604,41349,2008,12,,134,91.8
1605,41357,2008,12,,230,96.6
1606,41359,2008,12,,555,95.7
1607,41378,2008,12,,348,108.4
1608,41396,2008,12,,1295,95.9
1609,41483,2008,12,,143,98.6
1610,41001,2008,12,,6200,112.5
1611,41503,2008,12,,289,84.3
1612,41518,2008,12,,126,100.8
1613,41524,2008,12,,569,94.7
1614,41530,2008,12,,290,114.6
1615,41548,2008,12,,294,92.5
1616,41551,2008,12,,3021,124.3
1617,41615,2008,12,,305,84.7
1618,41660,2008,12,,288,98.3
1619,41668,2008,12,,639,101.1
1620,41676,2008,12,,228,90.1
1621,41770,2008,12,,354,90.3
1622,41791,2008,12,,314,72.9
1623,41799,2008,12,,206,104.6
1624,41801,2008,12,,339,96
1625,41797,2008,12,,172,90.5
1626,41807,2008,12,,406,88.1
1627,41872,2008,12,,117,64.3
1628,41885,2008,12,,158,104.6
1629,41006,2008,7,10,634,83.6
1630,41013,2008,7,10,207,100.5
1631,41016,2008,7,10,371,74.8
1632,41020,2008,7,10,520,92.9
1633,41026,2008,7,10,67,77
1634,41078,2008,7,10,191,92.7
1635,41132,2008,7,10,738,110.5
1636,41206,2008,7,10,227,93
1637,41244,2008,7,10,75,85.2
1638,41298,2008,7,10,1643,92.7
1639,41306,2008,7,10,585,86.9
1640,41319,2008,7,10,449,97.2
1641,41349,2008,7,10,150,103.4
1642,41357,2008,7,10,222,94.1
1643,41359,2008,7,10,545,95.4
1644,41378,2008,7,10,300,95.2
1645,41396,2008,7,10,1183,88
1646,41483,2008,7,10,144,101.4
1647,41001,2008,7,10,6117,109.7
1648,41503,2008,7,10,316,92.9
1649,41518,2008,7,10,123,98.4
1650,41524,2008,7,10,540,89.7
1651,41530,2008,7,10,313,124.7
1652,41548,2008,7,10,299,95.8
1653,41551,2008,7,10,2991,123.1
1654,41615,2008,7,10,345,96.4
1655,41660,2008,7,10,276,95.8
1656,41668,2008,7,10,675,107.1
1657,41676,2008,7,10,235,93.6
1658,41770,2008,7,10,335,86.6
1659,41791,2008,7,10,384,89.7
1660,41799,2008,7,10,222,112.7
1661,41801,2008,7,10,345,98.6
1662,41797,2008,7,10,188,99.5
1663,41807,2008,7,10,423,92.4
1664,41872,2008,7,10,132,72.9
1665,41885,2008,7,10,153,102
1666,41006,2008,13,14,412,71
1667,41013,2008,13,14,55,25.1
1668,41016,2008,13,14,303,101.3
1669,41020,2008,13,14,359,66.2
1670,41026,2008,13,14,61,88.4
1671,41078,2008,13,14,148,71.2
1672,41132,2008,13,14,758,109.1
1673,41206,2008,13,14,211,93
1674,41244,2008,13,14,40,62.5
1675,41298,2008,13,14,1557,96.2
1676,41306,2008,13,14,395,78.2
1677,41319,2008,13,14,319,100.9
1678,41349,2008,13,14,110,79.7
1679,41357,2008,13,14,223,115.5
1680,41359,2008,13,14,432,75.1
1681,41378,2008,13,14,235,95.9
1682,41396,2008,13,14,851,84.9
1683,41483,2008,13,14,132,86.8
1684,41001,2008,13,14,7446,86
1685,41503,2008,13,14,255,129.4
1686,41518,2008,13,14,86,74.1
1687,41524,2008,13,14,301,62.2
1688,41530,2008,13,14,265,104.3
1689,41548,2008,13,14,165,58.1
1690,41551,2008,13,14,3068,123.5
1691,41615,2008,13,14,319,88.4
1692,41660,2008,13,14,373,177.6
1693,41668,2008,13,14,833,127.8
1694,41676,2008,13,14,203,90.6
1695,41770,2008,13,14,249,116.9
1696,41791,2008,13,14,231,68.8
1697,41799,2008,13,14,218,113
1698,41801,2008,13,14,393,105.1
1699,41797,2008,13,14,153,89.5
1700,41807,2008,13,14,451,75.7
1701,41872,2008,13,14,116,65.9
1702,41885,2008,13,14,140,92.1
1703,41006,2007,3,,872,97.98
1704,41013,2007,3,,213,114.52
1705,41016,2007,3,,325,65.66
1706,41020,2007,3,,484,87.68
1707,41026,2007,3,,57,75
1708,41078,2007,3,,213,95.09
1709,41132,2007,3,,647,98.03
1710,41206,2007,3,,233,94.72
1711,41244,2007,3,,68,85
1712,41298,2007,3,,1424,83.57
1713,41306,2007,3,,470,80.62
1714,41319,2007,3,,348,77.16
1715,41349,2007,3,,148,91.93
1716,41357,2007,3,,192,85.71
1717,41359,2007,3,,534,98.34
1718,41378,2007,3,,315,100.32
1719,41396,2007,3,,1122,92.19
1720,41483,2007,3,,150,111.94
1721,41001,2007,3,,6596,113.92
1722,41503,2007,3,,252,88.73
1723,41518,2007,3,,120,105.26
1724,41524,2007,3,,422,73.39
1725,41530,2007,3,,327,125.29
1726,41548,2007,3,,299,90.61
1727,41551,2007,3,,2304,93.7
1728,41615,2007,3,,380,100
1729,41660,2007,3,,255,88.85
1730,41668,2007,3,,629,86.16
1731,41676,2007,3,,250,95.42
1732,41770,2007,3,,305,72.97
1733,41791,2007,3,,358,87.53
1734,41799,2007,3,,208,100.97
1735,41801,2007,3,,324,117.39
1736,41797,2007,3,,158,84.04
1737,41807,2007,3,,565,131.09
1738,41872,2007,3,,117,84.78
1739,41885,2007,3,,157,86.26
1740,41006,2007,11,,893,100.34
1741,41013,2007,11,,213,114.52
1742,41016,2007,11,,325,65.66
1743,41020,2007,11,,484,87.68
1744,41026,2007,11,,56,73.68
1745,41078,2007,11,,213,95.09
1746,41132,2007,11,,647,98.03
1747,41206,2007,11,,233,94.72
1748,41244,2007,11,,68,85
1749,41298,2007,11,,1409,82.69
1750,41306,2007,11,,470,80.62
1751,41319,2007,11,,348,77.16
1752,41349,2007,11,,148,91.93
1753,41357,2007,11,,192,85.71
1754,41359,2007,11,,534,98.34
1755,41378,2007,11,,315,100.32
1756,41396,2007,11,,1122,92.19
1757,41483,2007,11,,150,111.94
1758,41001,2007,11,,6596,113.92
1759,41503,2007,11,,256,90.14
1760,41518,2007,11,,120,105.26
1761,41524,2007,11,,422,73.39
1762,41530,2007,11,,327,125.29
1763,41548,2007,11,,310,93.94
1764,41551,2007,11,,2304,93.7
1765,41615,2007,11,,380,100
1766,41660,2007,11,,255,88.85
1767,41668,2007,11,,629,86.16
1768,41676,2007,11,,250,95.42
1769,41770,2007,11,,305,72.97
1770,41791,2007,11,,358,87.53
1771,41799,2007,11,,208,100.97
1772,41801,2007,11,,324,117.39
1773,41797,2007,11,,158,84.04
1774,41807,2007,11,,565,131.09
1775,41872,2007,11,,117,84.78
1776,41885,2007,11,,157,86.26
1777,41006,2007,1,,658,73.93
1778,41013,2007,1,,118,63.44
1779,41016,2007,1,,88,17.78
1780,41020,2007,1,,465,84.24
1781,41026,2007,1,,20,26.32
1782,41078,2007,1,,72,32.14
1783,41132,2007,1,,595,90.15
1784,41206,2007,1,,143,58.13
1785,41244,2007,1,,47,58.75
1786,41298,2007,1,,2355,138.2
1787,41306,2007,1,,274,47
1788,41319,2007,1,,228,50.55
1789,41349,2007,1,,107,66.46
1790,41357,2007,1,,164,73.21
1791,41359,2007,1,,307,56.54
1792,41378,2007,1,,273,86.94
1793,41396,2007,1,,1279,105.09
1794,41483,2007,1,,138,102.99
1795,41001,2007,1,,7945,137.22
1796,41503,2007,1,,216,76.06
1797,41518,2007,1,,89,78.07
1798,41524,2007,1,,166,28.87
1799,41530,2007,1,,217,83.14
1800,41548,2007,1,,131,39.7
1801,41551,2007,1,,3290,133.79
1802,41615,2007,1,,215,56.58
1803,41660,2007,1,,225,78.4
1804,41668,2007,1,,824,112.88
1805,41676,2007,1,,153,58.4
1806,41770,2007,1,,137,32.78
1807,41791,2007,1,,180,44.01
1808,41799,2007,1,,166,80.58
1809,41801,2007,1,,325,117.75
1810,41797,2007,1,,136,72.34
1811,41807,2007,1,,467,108.35
1812,41872,2007,1,,119,86.23
1813,41885,2007,1,,70,38.46
1814,41006,2007,2,,893,100.34
1815,41013,2007,2,,213,114.52
1816,41016,2007,2,,325,65.66
1817,41020,2007,2,,484,87.68
1818,41026,2007,2,,56,73.68
1819,41078,2007,2,,213,95.09
1820,41132,2007,2,,647,98.03
1821,41206,2007,2,,233,94.72
1822,41244,2007,2,,68,85
1823,41298,2007,2,,1409,82.69
1824,41306,2007,2,,470,80.62
1825,41319,2007,2,,348,77.16
1826,41349,2007,2,,148,91.93
1827,41357,2007,2,,192,85.71
1828,41359,2007,2,,534,98.34
1829,41378,2007,2,,315,100.32
1830,41396,2007,2,,1122,92.19
1831,41483,2007,2,,150,111.94
1832,41001,2007,2,,6596,113.92
1833,41503,2007,2,,256,90.14
1834,41518,2007,2,,120,105.26
1835,41524,2007,2,,422,73.39
1836,41530,2007,2,,327,125.29
1837,41548,2007,2,,310,93.94
1838,41551,2007,2,,2304,93.7
1839,41615,2007,2,,380,100
1840,41660,2007,2,,255,88.85
1841,41668,2007,2,,629,86.16
1842,41676,2007,2,,250,95.42
1843,41770,2007,2,,305,72.97
1844,41791,2007,2,,358,87.53
1845,41799,2007,2,,208,100.97
1846,41801,2007,2,,324,117.39
1847,41797,2007,2,,158,84.04
1848,41807,2007,2,,565,131.09
1849,41872,2007,2,,117,84.78
1850,41885,2007,2,,157,86.26
1851,41006,2007,12,,893,100.34
1852,41013,2007,12,,213,114.52
1853,41016,2007,12,,325,65.66
1854,41020,2007,12,,484,87.68
1855,41026,2007,12,,56,73.68
1856,41078,2007,12,,213,95.09
1857,41132,2007,12,,647,98.03
1858,41206,2007,12,,233,94.72
1859,41244,2007,12,,68,85
1860,41298,2007,12,,1409,82.69
1861,41306,2007,12,,470,80.62
1862,41319,2007,12,,347,76.94
1863,41349,2007,12,,148,91.93
1864,41357,2007,12,,192,85.71
1865,41359,2007,12,,534,98.34
1866,41378,2007,12,,315,100.32
1867,41396,2007,12,,1122,92.19
1868,41483,2007,12,,150,111.94
1869,41001,2007,12,,6596,113.92
1870,41503,2007,12,,256,90.14
1871,41518,2007,12,,120,105.26
1872,41524,2007,12,,422,73.39
1873,41530,2007,12,,327,125.29
1874,41548,2007,12,,310,93.94
1875,41551,2007,12,,2304,93.7
1876,41615,2007,12,,380,100
1877,41660,2007,12,,255,88.85
1878,41668,2007,12,,629,86.16
1879,41676,2007,12,,250,95.42
1880,41770,2007,12,,305,72.97
1881,41791,2007,12,,358,87.53
1882,41799,2007,12,,208,100.97
1883,41801,2007,12,,324,117.39
1884,41797,2007,12,,158,84.04
1885,41807,2007,12,,565,131.09
1886,41872,2007,12,,117,84.78
1887,41885,2007,12,,157,86.26
1888,41006,2007,7,10,847,98.15
1889,41013,2007,7,10,218,115.34
1890,41016,2007,7,10,296,61.16
1891,41020,2007,7,10,527,89.78
1892,41026,2007,7,10,49,63.64
1893,41078,2007,7,10,221,99.55
1894,41132,2007,7,10,617,97.32
1895,41206,2007,7,10,240,97.96
1896,41244,2007,7,10,77,92.77
1897,41298,2007,7,10,1499,88.7
1898,41306,2007,7,10,512,85.19
1899,41319,2007,7,10,393,90.76
1900,41349,2007,7,10,156,96.3
1901,41357,2007,7,10,224,96.14
1902,41359,2007,7,10,545,98.73
1903,41378,2007,7,10,267,83.96
1904,41396,2007,7,10,1305,106.97
1905,41483,2007,7,10,154,115.79
1906,41001,2007,7,10,6747,116.09
1907,41503,2007,7,10,293,104.64
1908,41518,2007,7,10,116,104.5
1909,41524,2007,7,10,440,73.7
1910,41530,2007,7,10,319,132.37
1911,41548,2007,7,10,348,106.1
1912,41551,2007,7,10,2542,102.13
1913,41615,2007,7,10,377,101.07
1914,41660,2007,7,10,253,89.4
1915,41668,2007,7,10,658,90.51
1916,41676,2007,7,10,246,95.35
1917,41770,2007,7,10,353,86.1
1918,41791,2007,7,10,411,104.58
1919,41799,2007,7,10,210,100.48
1920,41801,2007,7,10,323,121.43
1921,41797,2007,7,10,178,91.75
1922,41807,2007,7,10,559,130
1923,41872,2007,7,10,122,86.52
1924,41885,2007,7,10,163,89.07
1925,41006,2007,14,,869,100.7
1926,41013,2007,14,,228,120.63
1927,41016,2007,14,,309,63.84
1928,41020,2007,14,,466,79.39
1929,41026,2007,14,,48,62.34
1930,41078,2007,14,,223,100.45
1931,41132,2007,14,,677,106.78
1932,41206,2007,14,,237,96.73
1933,41244,2007,14,,77,92.77
1934,41298,2007,14,,1390,82.25
1935,41306,2007,14,,505,84.03
1936,41319,2007,14,,370,85.45
1937,41349,2007,14,,155,95.68
1938,41357,2007,14,,227,97.42
1939,41359,2007,14,,499,90.4
1940,41378,2007,14,,268,84.28
1941,41396,2007,14,,1094,89.67
1942,41483,2007,14,,155,116.54
1943,41001,2007,14,,6285,108.14
1944,41503,2007,14,,292,104.29
1945,41518,2007,14,,117,105.41
1946,41524,2007,14,,415,69.51
1947,41530,2007,14,,293,121.58
1948,41548,2007,14,,313,95.43
1949,41551,2007,14,,2402,96.5
1950,41615,2007,14,,395,105.9
1951,41660,2007,14,,251,88.69
1952,41668,2007,14,,670,92.16
1953,41676,2007,14,,206,79.84
1954,41770,2007,14,,358,87.32
1955,41791,2007,14,,367,93.38
1956,41799,2007,14,,214,102.39
1957,41801,2007,14,,325,122.18
1958,41797,2007,14,,176,90.72
1959,41807,2007,14,,591,137.44
1960,41872,2007,14,,122,86.52
1961,41885,2007,14,,162,88.52
1962,41006,2006,3,,620,113.55
1963,41013,2006,3,,216,100.93
1964,41016,2006,3,,284,95.95
1965,41020,2006,3,,545,102.06
1966,41026,2006,3,,72,109.09
1967,41078,2006,3,,164,79.23
1968,41132,2006,3,,799,116.47
1969,41206,2006,3,,234,103.08
1970,41244,2006,3,,66,106.45
1971,41298,2006,3,,1466,125.41
1972,41306,2006,3,,536,108.28
1973,41319,2006,3,,399,129.97
1974,41349,2006,3,,168,123.53
1975,41357,2006,3,,186,96.88
1976,41359,2006,3,,578,105.67
1977,41378,2006,3,,383,162.98
1978,41396,2006,3,,1205,127.24
1979,41483,2006,3,,150,99.34
1980,41001,2006,3,,5966,71.79
1981,41503,2006,3,,258,135.79
1982,41518,2006,3,,157,135.34
1983,41524,2006,3,,510,105.81
1984,41530,2006,3,,262,106.5
1985,41548,2006,3,,364,129.08
1986,41551,2006,3,,2060,104.09
1987,41615,2006,3,,407,113.06
1988,41660,2006,3,,228,115.15
1989,41668,2006,3,,616,100.16
1990,41676,2006,3,,281,127.15
1991,41770,2006,3,,350,167.46
1992,41791,2006,3,,407,122.59
1993,41799,2006,3,,308,83.24
1994,41801,2006,3,,195,114.04
1995,41797,2006,3,,209,108.85
1996,41807,2006,3,,602,104.33
1997,41872,2006,3,,140,80.46
1998,41885,2006,3,,140,92.11
1999,41006,2006,11,,645,118.13
2000,41013,2006,11,,232,108.41
2001,41016,2006,11,,284,95.95
2002,41020,2006,11,,546,102.25
2003,41026,2006,11,,69,104.55
2004,41078,2006,11,,185,89.37
2005,41132,2006,11,,815,118.8
2006,41206,2006,11,,234,103.08
2007,41244,2006,11,,66,106.45
2008,41298,2006,11,,1466,125.41
2009,41306,2006,11,,542,109.49
2010,41319,2006,11,,399,129.97
2011,41349,2006,11,,169,124.26
2012,41357,2006,11,,186,96.88
2013,41359,2006,11,,577,105.48
2014,41378,2006,11,,381,162.13
2015,41396,2006,11,,1205,127.24
2016,41483,2006,11,,150,99.34
2017,41001,2006,11,,5958,71.7
2018,41503,2006,11,,271,142.63
2019,41518,2006,11,,156,134.48
2020,41524,2006,11,,510,105.81
2021,41530,2006,11,,263,106.91
2022,41548,2006,11,,364,129.08
2023,41551,2006,11,,2123,107.28
2024,41615,2006,11,,413,114.72
2025,41660,2006,11,,228,115.15
2026,41668,2006,11,,616,100.16
2027,41676,2006,11,,281,127.15
2028,41770,2006,11,,350,167.46
2029,41791,2006,11,,407,122.59
2030,41799,2006,11,,308,83.24
2031,41801,2006,11,,195,114.04
2032,41797,2006,11,,207,107.81
2033,41807,2006,11,,603,104.51
2034,41872,2006,11,,140,80.46
2035,41885,2006,11,,140,92.11
2036,41006,2006,1,,679,124.36
2037,41013,2006,1,,176,82.24
2038,41016,2006,1,,228,77.03
2039,41020,2006,1,,437,81.84
2040,41026,2006,1,,31,46.97
2041,41078,2006,1,,109,52.66
2042,41132,2006,1,,788,114.87
2043,41206,2006,1,,186,81.94
2044,41244,2006,1,,54,87.1
2045,41298,2006,1,,1806,154.49
2046,41306,2006,1,,475,95.96
2047,41319,2006,1,,401,130.62
2048,41349,2006,1,,100,73.53
2049,41357,2006,1,,137,71.35
2050,41359,2006,1,,553,101.1
2051,41378,2006,1,,291,123.83
2052,41396,2006,1,,1392,146.99
2053,41483,2006,1,,143,94.7
2054,41001,2006,1,,7351,88.46
2055,41503,2006,1,,230,121.05
2056,41518,2006,1,,112,96.55
2057,41524,2006,1,,276,57.26
2058,41530,2006,1,,208,84.55
2059,41548,2006,1,,281,99.65
2060,41551,2006,1,,2504,126.53
2061,41615,2006,1,,304,84.44
2062,41660,2006,1,,277,139.9
2063,41668,2006,1,,616,100.16
2064,41676,2006,1,,195,88.24
2065,41770,2006,1,,270,129.19
2066,41791,2006,1,,329,99.1
2067,41799,2006,1,,220,59.46
2068,41801,2006,1,,122,71.35
2069,41797,2006,1,,191,99.48
2070,41807,2006,1,,482,83.54
2071,41872,2006,1,,81,46.55
2072,41885,2006,1,,70,46.05
2073,41006,2006,2,,645,118.13
2074,41013,2006,2,,232,108.41
2075,41016,2006,2,,284,95.95
2076,41020,2006,2,,546,102.25
2077,41026,2006,2,,69,104.55
2078,41078,2006,2,,185,89.37
2079,41132,2006,2,,815,118.8
2080,41206,2006,2,,234,103.08
2081,41244,2006,2,,66,106.45
2082,41298,2006,2,,1466,125.41
2083,41306,2006,2,,542,109.49
2084,41319,2006,2,,399,129.97
2085,41349,2006,2,,169,124.26
2086,41357,2006,2,,186,96.88
2087,41359,2006,2,,577,105.48
2088,41378,2006,2,,381,162.13
2089,41396,2006,2,,1205,127.24
2090,41483,2006,2,,150,99.34
2091,41001,2006,2,,5958,71.7
2092,41503,2006,2,,271,142.63
2093,41518,2006,2,,156,134.48
2094,41524,2006,2,,510,105.81
2095,41530,2006,2,,263,106.91
2096,41548,2006,2,,364,129.08
2097,41551,2006,2,,2123,107.28
2098,41615,2006,2,,413,114.72
2099,41660,2006,2,,228,115.15
2100,41668,2006,2,,616,100.16
2101,41676,2006,2,,281,127.15
2102,41770,2006,2,,350,167.46
2103,41791,2006,2,,407,122.59
2104,41799,2006,2,,308,83.24
2105,41801,2006,2,,195,114.04
2106,41797,2006,2,,207,107.81
2107,41807,2006,2,,603,104.51
2108,41872,2006,2,,140,80.46
2109,41885,2006,2,,140,92.11
2110,41006,2006,12,,645,118.13
2111,41013,2006,12,,232,108.41
2112,41016,2006,12,,284,95.95
2113,41020,2006,12,,546,102.25
2114,41026,2006,12,,69,104.55
2115,41078,2006,12,,185,89.37
2116,41132,2006,12,,815,118.8
2117,41206,2006,12,,234,103.08
2118,41244,2006,12,,66,106.45
2119,41298,2006,12,,1466,125.41
2120,41306,2006,12,,542,109.49
2121,41319,2006,12,,399,129.97
2122,41349,2006,12,,169,124.26
2123,41357,2006,12,,186,96.88
2124,41359,2006,12,,577,105.48
2125,41378,2006,12,,381,162.13
2126,41396,2006,12,,1205,127.24
2127,41483,2006,12,,150,99.34
2128,41001,2006,12,,5958,71.7
2129,41503,2006,12,,271,142.63
2130,41518,2006,12,,156,134.48
2131,41524,2006,12,,510,105.81
2132,41530,2006,12,,263,106.91
2133,41548,2006,12,,364,129.08
2134,41551,2006,12,,2123,107.28
2135,41615,2006,12,,413,114.72
2136,41660,2006,12,,228,115.15
2137,41668,2006,12,,616,100.16
2138,41676,2006,12,,281,127.15
2139,41770,2006,12,,350,167.46
2140,41791,2006,12,,407,122.59
2141,41799,2006,12,,308,83.24
2142,41801,2006,12,,195,114.04
2143,41797,2006,12,,207,107.81
2144,41807,2006,12,,603,104.51
2145,41872,2006,12,,140,80.46
2146,41885,2006,12,,140,92.11
2147,41006,2006,7,10,688,126.94
2148,41013,2006,7,10,218,102.35
2149,41016,2006,7,10,290,98.64
2150,41020,2006,7,10,498,93.96
2151,41026,2006,7,10,88,133.33
2152,41078,2006,7,10,271,132.2
2153,41132,2006,7,10,689,101.17
2154,41206,2006,7,10,218,96.46
2155,41244,2006,7,10,79,127.42
2156,41298,2006,7,10,1484,127.82
2157,41306,2006,7,10,605,122.97
2158,41319,2006,7,10,388,127.21
2159,41349,2006,7,10,168,124.44
2160,41357,2006,7,10,190,99.48
2161,41359,2006,7,10,592,109.02
2162,41378,2006,7,10,353,151.5
2163,41396,2006,7,10,1147,122.02
2164,41483,2006,7,10,150,100
2165,41001,2006,7,10,5703,69.13
2166,41503,2006,7,10,257,135.98
2167,41518,2006,7,10,133,115.65
2168,41524,2006,7,10,494,103.13
2169,41530,2006,7,10,262,107.38
2170,41548,2006,7,10,352,125.71
2171,41551,2006,7,10,2211,112.52
2172,41615,2006,7,10,427,119.61
2173,41660,2006,7,10,228,116.33
2174,41668,2006,7,10,611,100.16
2175,41676,2006,7,10,274,125.11
2176,41770,2006,7,10,355,171.5
2177,41791,2006,7,10,434,131.91
2178,41799,2006,7,10,272,74.11
2179,41801,2006,7,10,169,99.41
2180,41797,2006,7,10,222,116.23
2181,41807,2006,7,10,551,96.16
2182,41872,2006,7,10,123,71.1
2183,41885,2006,7,10,163,107.95
2184,41006,2006,13,14,594,102.41
2185,41013,2006,13,14,188,85.84
2186,41016,2006,13,14,247,82.61
2187,41020,2006,13,14,461,85.06
2188,41026,2006,13,14,70,101.45
2189,41078,2006,13,14,104,50
2190,41132,2006,13,14,790,113.67
2191,41206,2006,13,14,190,83.7
2192,41244,2006,13,14,55,85.94
2193,41298,2006,13,14,1461,90.24
2194,41306,2006,13,14,452,89.5
2195,41319,2006,13,14,437,138.29
2196,41349,2006,13,14,115,83.33
2197,41357,2006,13,14,163,84.46
2198,41359,2006,13,14,671,116.7
2199,41378,2006,13,14,285,116.33
2200,41396,2006,13,14,1121,111.88
2201,41483,2006,13,14,130,85.53
2202,41001,2006,13,14,5578,64.43
2203,41503,2006,13,14,194,98.48
2204,41518,2006,13,14,126,108.62
2205,41524,2006,13,14,373,77.07
2206,41530,2006,13,14,328,129.13
2207,41548,2006,13,14,330,116.2
2208,41551,2006,13,14,1915,77.06
2209,41615,2006,13,14,331,91.69
2210,41660,2006,13,14,226,107.62
2211,41668,2006,13,14,653,100.15
2212,41676,2006,13,14,300,133.93
2213,41770,2006,13,14,325,152.58
2214,41791,2006,13,14,370,110.12
2215,41799,2006,13,14,282,75.4
2216,41801,2006,13,14,144,84.21
2217,41797,2006,13,14,176,91.19
2218,41807,2006,13,14,497,83.39
2219,41872,2006,13,14,142,80.68
2220,41885,2006,13,14,117,76.97
2221,41006,2004,3,,620,113.55
2222,41013,2004,3,,216,100.93
2223,41016,2004,3,,284,95.95
2224,41020,2004,3,,545,102.06
2225,41026,2004,3,,72,109.09
2226,41078,2004,3,,164,79.23
2227,41132,2004,3,,799,116.47
2228,41206,2004,3,,234,103.08
2229,41244,2004,3,,66,106.45
2230,41298,2004,3,,1466,125.41
2231,41306,2004,3,,536,108.28
2232,41319,2004,3,,399,129.97
2233,41349,2004,3,,168,123.53
2234,41357,2004,3,,186,96.88
2235,41359,2004,3,,578,105.67
2236,41378,2004,3,,383,162.98
2237,41396,2004,3,,1205,127.24
2238,41483,2004,3,,150,99.34
2239,41001,2004,3,,5966,71.79
2240,41503,2004,3,,258,135.79
2241,41518,2004,3,,157,135.34
2242,41524,2004,3,,510,105.81
2243,41530,2004,3,,262,106.5
2244,41548,2004,3,,364,129.08
2245,41551,2004,3,,2060,104.09
2246,41615,2004,3,,407,113.06
2247,41660,2004,3,,228,115.15
2248,41668,2004,3,,616,100.16
2249,41676,2004,3,,281,127.15
2250,41770,2004,3,,350,167.46
2251,41791,2004,3,,407,122.59
2252,41799,2004,3,,308,83.24
2253,41801,2004,3,,195,114.04
2254,41797,2004,3,,209,108.85
2255,41807,2004,3,,602,104.33
2256,41872,2004,3,,140,80.46
2257,41885,2004,3,,140,92.11
2258,41006,2004,11,,645,118.13
2259,41013,2004,11,,232,108.41
2260,41016,2004,11,,284,95.95
2261,41020,2004,11,,546,102.25
2262,41026,2004,11,,69,104.55
2263,41078,2004,11,,185,89.37
2264,41132,2004,11,,815,118.8
2265,41206,2004,11,,234,103.08
2266,41244,2004,11,,66,106.45
2267,41298,2004,11,,1466,125.41
2268,41306,2004,11,,542,109.49
2269,41319,2004,11,,399,129.97
2270,41349,2004,11,,169,124.26
2271,41357,2004,11,,186,96.88
2272,41359,2004,11,,577,105.48
2273,41378,2004,11,,381,162.13
2274,41396,2004,11,,1205,127.24
2275,41483,2004,11,,150,99.34
2276,41001,2004,11,,5958,71.7
2277,41503,2004,11,,271,142.63
2278,41518,2004,11,,156,134.48
2279,41524,2004,11,,510,105.81
2280,41530,2004,11,,263,106.91
2281,41548,2004,11,,364,129.08
2282,41551,2004,11,,2123,107.28
2283,41615,2004,11,,413,114.72
2284,41660,2004,11,,228,115.15
2285,41668,2004,11,,616,100.16
2286,41676,2004,11,,281,127.15
2287,41770,2004,11,,350,167.46
2288,41791,2004,11,,407,122.59
2289,41799,2004,11,,308,83.24
2290,41801,2004,11,,195,114.04
2291,41797,2004,11,,207,107.81
2292,41807,2004,11,,603,104.51
2293,41872,2004,11,,140,80.46
2294,41885,2004,11,,140,92.11
2295,41006,2004,1,,679,124.36
2296,41013,2004,1,,176,82.24
2297,41016,2004,1,,228,77.03
2298,41020,2004,1,,437,81.84
2299,41026,2004,1,,31,46.97
2300,41078,2004,1,,109,52.66
2301,41132,2004,1,,788,114.87
2302,41206,2004,1,,186,81.94
2303,41244,2004,1,,54,87.1
2304,41298,2004,1,,1806,154.49
2305,41306,2004,1,,475,95.96
2306,41319,2004,1,,401,130.62
2307,41349,2004,1,,100,73.53
2308,41357,2004,1,,137,71.35
2309,41359,2004,1,,553,101.1
2310,41378,2004,1,,291,123.83
2311,41396,2004,1,,1392,146.99
2312,41483,2004,1,,143,94.7
2313,41001,2004,1,,7351,88.46
2314,41503,2004,1,,230,121.05
2315,41518,2004,1,,112,96.55
2316,41524,2004,1,,276,57.26
2317,41530,2004,1,,208,84.55
2318,41548,2004,1,,281,99.65
2319,41551,2004,1,,2504,126.53
2320,41615,2004,1,,304,84.44
2321,41660,2004,1,,277,139.9
2322,41668,2004,1,,616,100.16
2323,41676,2004,1,,195,88.24
2324,41770,2004,1,,270,129.19
2325,41791,2004,1,,329,99.1
2326,41799,2004,1,,220,59.46
2327,41801,2004,1,,122,71.35
2328,41797,2004,1,,191,99.48
2329,41807,2004,1,,482,83.54
2330,41872,2004,1,,81,46.55
2331,41885,2004,1,,70,46.05
2332,41006,2004,2,,645,118.13
2333,41013,2004,2,,232,108.41
2334,41016,2004,2,,284,95.95
2335,41020,2004,2,,546,102.25
2336,41026,2004,2,,69,104.55
