vabi_codigo,vabi_codMunicipio,vabi_anio,vabi_tipo_biologicos,vabi_tipo_poblacion,vabi_vacunados,vabi_cobertura
2337,41078,2004,2,,185,89.37
2338,41132,2004,2,,815,118.8
2339,41206,2004,2,,234,103.08
2340,41244,2004,2,,66,106.45
2341,41298,2004,2,,1466,125.41
2342,41306,2004,2,,542,109.49
2343,41319,2004,2,,399,129.97
2344,41349,2004,2,,169,124.26
2345,41357,2004,2,,186,96.88
2346,41359,2004,2,,577,105.48
2347,41378,2004,2,,381,162.13
2348,41396,2004,2,,1205,127.24
2349,41483,2004,2,,150,99.34
2350,41001,2004,2,,5958,71.7
2351,41503,2004,2,,271,142.63
2352,41518,2004,2,,156,134.48
2353,41524,2004,2,,510,105.81
2354,41530,2004,2,,263,106.91
2355,41548,2004,2,,364,129.08
2356,41551,2004,2,,2123,107.28
2357,41615,2004,2,,413,114.72
2358,41660,2004,2,,228,115.15
2359,41668,2004,2,,616,100.16
2360,41676,2004,2,,281,127.15
2361,41770,2004,2,,350,167.46
2362,41791,2004,2,,407,122.59
2363,41799,2004,2,,308,83.24
2364,41801,2004,2,,195,114.04
2365,41797,2004,2,,207,107.81
2366,41807,2004,2,,603,104.51
2367,41872,2004,2,,140,80.46
2368,41885,2004,2,,140,92.11
2369,41006,2004,12,,645,118.13
2370,41013,2004,12,,232,108.41
2371,41016,2004,12,,284,95.95
2372,41020,2004,12,,546,102.25
2373,41026,2004,12,,69,104.55
2374,41078,2004,12,,185,89.37
2375,41132,2004,12,,815,118.8
2376,41206,2004,12,,234,103.08
2377,41244,2004,12,,66,106.45
2378,41298,2004,12,,1466,125.41
2379,41306,2004,12,,542,109.49
2380,41319,2004,12,,399,129.97
2381,41349,2004,12,,169,124.26
2382,41357,2004,12,,186,96.88
2383,41359,2004,12,,577,105.48
2384,41378,2004,12,,381,162.13
2385,41396,2004,12,,1205,127.24
2386,41483,2004,12,,150,99.34
2387,41001,2004,12,,5958,71.7
2388,41503,2004,12,,271,142.63
2389,41518,2004,12,,156,134.48
2390,41524,2004,12,,510,105.81
2391,41530,2004,12,,263,106.91
2392,41548,2004,12,,364,129.08
2393,41551,2004,12,,2123,107.28
2394,41615,2004,12,,413,114.72
2395,41660,2004,12,,228,115.15
2396,41668,2004,12,,616,100.16
2397,41676,2004,12,,281,127.15
2398,41770,2004,12,,350,167.46
2399,41791,2004,12,,407,122.59
2400,41799,2004,12,,308,83.24
2401,41801,2004,12,,195,114.04
2402,41797,2004,12,,207,107.81
2403,41807,2004,12,,603,104.51
2404,41872,2004,12,,140,80.46
2405,41885,2004,12,,140,92.11
2406,41006,2004,7,10,688,126.94
2407,41013,2004,7,10,218,102.35
2408,41016,2004,7,10,290,98.64
2409,41020,2004,7,10,498,93.96
2410,41026,2004,7,10,88,133.33
2411,41078,2004,7,10,271,132.2
2412,41132,2004,7,10,689,101.17
2413,41206,2004,7,10,218,96.46
2414,41244,2004,7,10,79,127.42
2415,41298,2004,7,10,1484,127.82
2416,41306,2004,7,10,605,122.97
2417,41319,2004,7,10,388,127.21
2418,41349,2004,7,10,168,124.44
2419,41357,2004,7,10,190,99.48
2420,41359,2004,7,10,592,109.02
2421,41378,2004,7,10,353,151.5
2422,41396,2004,7,10,1147,122.02
2423,41483,2004,7,10,150,100
2424,41001,2004,7,10,5703,69.13
2425,41503,2004,7,10,257,135.98
2426,41518,2004,7,10,133,115.65
2427,41524,2004,7,10,494,103.13
2428,41530,2004,7,10,262,107.38
2429,41548,2004,7,10,352,125.71
2430,41551,2004,7,10,2211,112.52
2431,41615,2004,7,10,427,119.61
2432,41660,2004,7,10,228,116.33
2433,41668,2004,7,10,611,100.16
2434,41676,2004,7,10,274,125.11
2435,41770,2004,7,10,355,171.5
2436,41791,2004,7,10,434,131.91
2437,41799,2004,7,10,272,74.11
2438,41801,2004,7,10,169,99.41
2439,41797,2004,7,10,222,116.23
2440,41807,2004,7,10,551,96.16
2441,41872,2004,7,10,123,71.1
2442,41885,2004,7,10,163,107.95
2443,41006,2004,13,14,594,102.41
2444,41013,2004,13,14,188,85.84
2445,41016,2004,13,14,247,82.61
2446,41020,2004,13,14,461,85.06
2447,41026,2004,13,14,70,101.45
2448,41078,2004,13,14,104,50
2449,41132,2004,13,14,790,113.67
2450,41206,2004,13,14,190,83.7
2451,41244,2004,13,14,55,85.94
2452,41298,2004,13,14,1461,90.24
2453,41306,2004,13,14,452,89.5
2454,41319,2004,13,14,437,138.29
2455,41349,2004,13,14,115,83.33
2456,41357,2004,13,14,163,84.46
2457,41359,2004,13,14,671,116.7
2458,41378,2004,13,14,285,116.33
2459,41396,2004,13,14,1121,111.88
2460,41483,2004,13,14,130,85.53
2461,41001,2004,13,14,5578,64.43
2462,41503,2004,13,14,194,98.48
2463,41518,2004,13,14,126,108.62
2464,41524,2004,13,14,373,77.07
2465,41530,2004,13,14,328,129.13
2466,41548,2004,13,14,330,116.2
2467,41551,2004,13,14,1915,77.06
2468,41615,2004,13,14,331,91.69
2469,41660,2004,13,14,226,107.62
2470,41668,2004,13,14,653,100.15
2471,41676,2004,13,14,300,133.93
2472,41770,2004,13,14,325,152.58
2473,41791,2004,13,14,370,110.12
2474,41799,2004,13,14,282,75.4
2475,41801,2004,13,14,144,84.21
2476,41797,2004,13,14,176,91.19
2477,41807,2004,13,14,497,83.39
2478,41872,2004,13,14,142,80.68
2479,41885,2004,13,14,117,76.97
2480,41006,2003,3,,6548,78.88
2481,41013,2003,3,,574,104.36
2482,41016,2003,3,,183,84.72
2483,41020,2003,3,,317,105.32
2484,41026,2003,3,,552,101.47
2485,41078,2003,3,,60,88.24
2486,41132,2003,3,,223,105.19
2487,41206,2003,3,,783,111.86
2488,41244,2003,3,,188,80.34
2489,41298,2003,3,,74,115.63
2490,41306,2003,3,,1386,116.08
2491,41319,2003,3,,599,118.15
2492,41349,2003,3,,349,111.5
2493,41357,2003,3,,149,107.19
2494,41359,2003,3,,201,102.03
2495,41378,2003,3,,541,98.19
2496,41396,2003,3,,355,149.16
2497,41483,2003,3,,1143,118.08
2498,41001,2003,3,,150,98.68
2499,41503,2003,3,,250,128.87
2500,41518,2003,3,,154,130.51
2501,41524,2003,3,,529,107.74
2502,41530,2003,3,,276,111.74
2503,41548,2003,3,,321,111.46
2504,41551,2003,3,,2266,113.41
2505,41615,2003,3,,379,103.84
2506,41660,2003,3,,288,142.57
2507,41668,2003,3,,643,102.39
2508,41676,2003,3,,282,124.78
2509,41770,2003,3,,258,120.56
2510,41791,2003,3,,426,125.66
2511,41799,2003,3,,312,83.2
2512,41801,2003,3,,172,98.29
2513,41797,2003,3,,221,112.18
2514,41807,2003,3,,646,110.62
2515,41872,2003,3,,120,67.04
2516,41885,2003,3,,156,100.65
2517,41006,2003,11,,6564,79.07
2518,41013,2003,11,,641,116.55
2519,41016,2003,11,,194,89.81
2520,41020,2003,11,,339,112.62
2521,41026,2003,11,,567,104.23
2522,41078,2003,11,,77,113.24
2523,41132,2003,11,,224,105.66
2524,41206,2003,11,,783,111.86
2525,41244,2003,11,,207,88.46
2526,41298,2003,11,,75,117.19
2527,41306,2003,11,,1390,116.42
2528,41319,2003,11,,579,114.2
2529,41349,2003,11,,341,108.95
2530,41357,2003,11,,154,110.79
2531,41359,2003,11,,201,102.03
2532,41378,2003,11,,541,98.19
2533,41396,2003,11,,389,163.45
2534,41483,2003,11,,1165,120.35
2535,41001,2003,11,,145,95.39
2536,41503,2003,11,,233,120.1
2537,41518,2003,11,,151,127.97
2538,41524,2003,11,,529,107.74
2539,41530,2003,11,,278,112.55
2540,41548,2003,11,,308,106.94
2541,41551,2003,11,,2443,122.27
2542,41615,2003,11,,389,106.58
2543,41660,2003,11,,281,139.11
2544,41668,2003,11,,643,102.39
2545,41676,2003,11,,275,121.68
2546,41770,2003,11,,259,121.03
2547,41791,2003,11,,438,129.2
2548,41799,2003,11,,319,85.07
2549,41801,2003,11,,172,98.29
2550,41797,2003,11,,217,110.15
2551,41807,2003,11,,656,112.33
2552,41872,2003,11,,120,67.04
2553,41885,2003,11,,156,100.65
2554,41006,2003,1,,7693,92.68
2555,41013,2003,1,,649,118
2556,41016,2003,1,,145,67.13
2557,41020,2003,1,,321,106.64
2558,41026,2003,1,,534,98.16
2559,41078,2003,1,,55,80.88
2560,41132,2003,1,,210,99.06
2561,41206,2003,1,,817,116.71
2562,41244,2003,1,,184,78.63
2563,41298,2003,1,,56,87.5
2564,41306,2003,1,,1973,165.24
2565,41319,2003,1,,514,101.38
2566,41349,2003,1,,310,99.04
2567,41357,2003,1,,141,101.44
2568,41359,2003,1,,191,96.95
2569,41378,2003,1,,519,94.19
2570,41396,2003,1,,323,135.71
2571,41483,2003,1,,1412,145.87
2572,41001,2003,1,,139,91.45
2573,41503,2003,1,,256,131.96
2574,41518,2003,1,,118,100
2575,41524,2003,1,,416,84.73
2576,41530,2003,1,,234,94.74
2577,41548,2003,1,,276,95.83
2578,41551,2003,1,,2990,149.65
2579,41615,2003,1,,313,85.75
2580,41660,2003,1,,270,133.66
2581,41668,2003,1,,665,105.89
2582,41676,2003,1,,248,109.73
2583,41770,2003,1,,280,130.84
2584,41791,2003,1,,376,110.91
2585,41799,2003,1,,277,73.87
2586,41801,2003,1,,149,85.14
2587,41797,2003,1,,174,88.32
2588,41807,2003,1,,476,81.51
2589,41872,2003,1,,110,61.45
2590,41885,2003,1,,111,71.61
2591,41006,2003,2,,6567,79.11
2592,41013,2003,2,,641,116.55
2593,41016,2003,2,,195,90.28
2594,41020,2003,2,,342,113.62
2595,41026,2003,2,,559,102.76
2596,41078,2003,2,,69,101.47
2597,41132,2003,2,,225,106.13
2598,41206,2003,2,,803,114.71
2599,41244,2003,2,,209,89.32
2600,41298,2003,2,,75,117.19
2601,41306,2003,2,,1397,117
2602,41319,2003,2,,590,116.37
2603,41349,2003,2,,346,110.54
2604,41357,2003,2,,166,119.42
2605,41359,2003,2,,204,103.55
2606,41378,2003,2,,541,98.19
2607,41396,2003,2,,392,164.71
2608,41483,2003,2,,1146,118.39
2609,41001,2003,2,,145,95.39
2610,41503,2003,2,,237,122.16
2611,41518,2003,2,,151,127.97
2612,41524,2003,2,,540,109.98
2613,41530,2003,2,,265,107.29
2614,41548,2003,2,,310,107.64
2615,41551,2003,2,,2541,127.18
2616,41615,2003,2,,394,107.95
2617,41660,2003,2,,287,142.08
2618,41668,2003,2,,643,102.39
2619,41676,2003,2,,285,126.11
2620,41770,2003,2,,259,121.03
2621,41791,2003,2,,426,125.66
2622,41799,2003,2,,320,85.33
2623,41801,2003,2,,172,98.29
2624,41797,2003,2,,217,110.15
2625,41807,2003,2,,658,112.67
2626,41872,2003,2,,120,67.04
2627,41885,2003,2,,152,98.06
2628,41006,2003,12,,6567,79.11
2629,41013,2003,12,,641,116.55
2630,41016,2003,12,,198,91.67
2631,41020,2003,12,,343,113.95
2632,41026,2003,12,,606,111.4
2633,41078,2003,12,,69,101.47
2634,41132,2003,12,,238,112.26
2635,41206,2003,12,,795,113.57
2636,41244,2003,12,,210,89.74
2637,41298,2003,12,,75,117.19
2638,41306,2003,12,,1537,128.73
2639,41319,2003,12,,608,119.92
2640,41349,2003,12,,343,109.58
2641,41357,2003,12,,161,115.83
2642,41359,2003,12,,201,102.03
2643,41378,2003,12,,543,98.55
2644,41396,2003,12,,387,162.61
2645,41483,2003,12,,1198,123.76
2646,41001,2003,12,,150,98.68
2647,41503,2003,12,,227,117.01
2648,41518,2003,12,,152,128.81
2649,41524,2003,12,,543,110.59
2650,41530,2003,12,,277,112.15
2651,41548,2003,12,,311,107.99
2652,41551,2003,12,,2616,130.93
2653,41615,2003,12,,411,112.6
2654,41660,2003,12,,296,146.53
2655,41668,2003,12,,643,102.39
2656,41676,2003,12,,297,131.42
2657,41770,2003,12,,259,121.03
2658,41791,2003,12,,425,125.37
2659,41799,2003,12,,319,85.07
2660,41801,2003,12,,172,98.29
2661,41797,2003,12,,215,109.14
2662,41807,2003,12,,635,108.73
2663,41872,2003,12,,119,66.48
2664,41885,2003,12,,156,100.65
2665,41006,2003,7,10,6317,76.65
2666,41013,2003,7,10,618,113.19
2667,41016,2003,7,10,173,80.47
2668,41020,2003,7,10,319,106.69
2669,41026,2003,7,10,580,107.41
2670,41078,2003,7,10,57,85.07
2671,41132,2003,7,10,273,130
2672,41206,2003,7,10,754,108.49
2673,41244,2003,7,10,210,90.13
2674,41298,2003,7,10,83,129.69
2675,41306,2003,7,10,1462,123.27
2676,41319,2003,7,10,539,106.94
2677,41349,2003,7,10,370,118.97
2678,41357,2003,7,10,164,118.84
2679,41359,2003,7,10,192,98.46
2680,41378,2003,7,10,558,102.01
2681,41396,2003,7,10,338,143.22
2682,41483,2003,7,10,1094,113.84
2683,41001,2003,7,10,130,86.09
2684,41503,2003,7,10,223,115.54
2685,41518,2003,7,10,122,104.27
2686,41524,2003,7,10,470,96.51
2687,41530,2003,7,10,284,115.92
2688,41548,2003,7,10,349,122.46
2689,41551,2003,7,10,2429,122.49
2690,41615,2003,7,10,309,85.36
2691,41660,2003,7,10,195,97.01
2692,41668,2003,7,10,684,109.79
2693,41676,2003,7,10,273,121.88
2694,41770,2003,7,10,305,143.87
2695,41791,2003,7,10,425,126.49
2696,41799,2003,7,10,306,82.26
2697,41801,2003,7,10,191,109.77
2698,41797,2003,7,10,201,103.08
2699,41807,2003,7,10,580,100
2700,41872,2003,7,10,132,74.58
2701,41885,2003,7,10,149,96.75
2702,41006,2003,13,14,5773,66.53
2703,41013,2003,13,14,474,83.75
2704,41016,2003,13,14,139,63.47
2705,41020,2003,13,14,351,114.71
2706,41026,2003,13,14,519,93.85
2707,41078,2003,13,14,36,52.17
2708,41132,2003,13,14,167,78.77
2709,41206,2003,13,14,779,110.34
2710,41244,2003,13,14,170,71.73
2711,41298,2003,13,14,92,137.31
2712,41306,2003,13,14,1282,76.67
2713,41319,2003,13,14,536,105.1
2714,41349,2003,13,14,358,112.58
2715,41357,2003,13,14,142,99.3
2716,41359,2003,13,14,146,73
2717,41378,2003,13,14,529,94.13
2718,41396,2003,13,14,359,147.13
2719,41483,2003,13,14,876,80.74
2720,41001,2003,13,14,108,67.5
2721,41503,2003,13,14,157,78.11
2722,41518,2003,13,14,120,100
2723,41524,2003,13,14,433,87.47
2724,41530,2003,13,14,244,94.94
2725,41548,2003,13,14,318,109.28
2726,41551,2003,13,14,2116,82.98
2727,41615,2003,13,14,299,81.25
2728,41660,2003,13,14,214,101.42
2729,41668,2003,13,14,678,103.2
2730,41676,2003,13,14,316,139.21
2731,41770,2003,13,14,257,117.89
2732,41791,2003,13,14,296,86.05
2733,41799,2003,13,14,332,88.06
2734,41801,2003,13,14,142,80.68
2735,41797,2003,13,14,156,77.61
2736,41807,2003,13,14,523,85.88
2737,41872,2003,13,14,143,78.57
2738,41885,2003,13,14,138,87.9
2739,41006,2002,3,,640,88.52
2740,41013,2002,3,,198,74.16
2741,41016,2002,3,,257,68.9
2742,41020,2002,3,,552,81.66
2743,41026,2002,3,,79,77.45
2744,41078,2002,3,,553,202.56
2745,41132,2002,3,,988,117.48
2746,41206,2002,3,,201,76.14
2747,41244,2002,3,,71,87.65
2748,41298,2002,3,,1493,100.34
2749,41306,2002,3,,606,99.02
2750,41319,2002,3,,421,111.67
2751,41349,2002,3,,152,90.48
2752,41357,2002,3,,214,97.27
2753,41359,2002,3,,466,68.83
2754,41378,2002,3,,355,125.44
2755,41396,2002,3,,1173,97.02
2756,41483,2002,3,,132,70.59
2757,41001,2002,3,,6566,64.89
2758,41503,2002,3,,222,91.36
2759,41518,2002,3,,144,109.09
2760,41524,2002,3,,493,83.84
2761,41530,2002,3,,208,86.67
2762,41548,2002,3,,324,87.57
2763,41551,2002,3,,1944,81.82
2764,41615,2002,3,,465,96.47
2765,41660,2002,3,,280,110.67
2766,41668,2002,3,,669,88.49
2767,41676,2002,3,,384,123.47
2768,41770,2002,3,,329,108.22
2769,41791,2002,3,,389,92.18
2770,41799,2002,3,,320,62.62
2771,41801,2002,3,,193,91.47
2772,41797,2002,3,,176,71.54
2773,41807,2002,3,,401,51.94
2774,41872,2002,3,,137,63.43
2775,41885,2002,3,,152,71.03
2776,41006,2002,11,,776,107.33
2777,41013,2002,11,,196,73.41
2778,41016,2002,11,,326,87.4
2779,41020,2002,11,,530,78.4
2780,41026,2002,11,,80,78.43
2781,41078,2002,11,,382,139.93
2782,41132,2002,11,,1055,125.45
2783,41206,2002,11,,253,95.83
2784,41244,2002,11,,66,81.48
2785,41298,2002,11,,1581,106.25
2786,41306,2002,11,,625,102.12
2787,41319,2002,11,,497,131.83
2788,41349,2002,11,,147,87.5
2789,41357,2002,11,,230,104.55
2790,41359,2002,11,,472,69.72
2791,41378,2002,11,,390,137.81
2792,41396,2002,11,,1349,111.58
2793,41483,2002,11,,128,68.45
2794,41001,2002,11,,6729,66.5
2795,41503,2002,11,,236,97.12
2796,41518,2002,11,,151,114.39
2797,41524,2002,11,,490,83.33
2798,41530,2002,11,,221,92.08
2799,41548,2002,11,,345,93.24
2800,41551,2002,11,,2023,85.14
2801,41615,2002,11,,597,123.86
2802,41660,2002,11,,366,144.66
2803,41668,2002,11,,703,92.99
2804,41676,2002,11,,386,124.12
2805,41770,2002,11,,327,107.57
2806,41791,2002,11,,392,92.89
2807,41799,2002,11,,351,68.69
2808,41801,2002,11,,193,91.47
2809,41797,2002,11,,172,69.92
2810,41807,2002,11,,448,58.03
2811,41872,2002,11,,150,69.44
2812,41885,2002,11,,154,71.96
2813,41006,2002,1,,803,111.07
2814,41013,2002,1,,195,73.03
2815,41016,2002,1,,308,82.57
2816,41020,2002,1,,608,89.94
2817,41026,2002,1,,72,70.59
2818,41078,2002,1,,245,89.74
2819,41132,2002,1,,990,117.72
2820,41206,2002,1,,217,82.2
2821,41244,2002,1,,68,83.95
2822,41298,2002,1,,1667,112.03
2823,41306,2002,1,,554,90.52
2824,41319,2002,1,,457,121.22
2825,41349,2002,1,,157,93.45
2826,41357,2002,1,,205,93.18
2827,41359,2002,1,,474,70.01
2828,41378,2002,1,,346,122.26
2829,41396,2002,1,,1177,97.35
2830,41483,2002,1,,126,67.38
2831,41001,2002,1,,7439,73.52
2832,41503,2002,1,,284,116.87
2833,41518,2002,1,,127,96.21
2834,41524,2002,1,,422,71.77
2835,41530,2002,1,,223,92.92
2836,41548,2002,1,,296,80
2837,41551,2002,1,,2239,94.23
2838,41615,2002,1,,367,76.14
2839,41660,2002,1,,409,161.66
2840,41668,2002,1,,712,94.18
2841,41676,2002,1,,252,81.03
2842,41770,2002,1,,295,97.04
2843,41791,2002,1,,408,96.68
2844,41799,2002,1,,334,65.36
2845,41801,2002,1,,188,89.1
2846,41797,2002,1,,205,83.33
2847,41807,2002,1,,415,53.76
2848,41872,2002,1,,98,45.37
2849,41885,2002,1,,132,61.68
2850,41006,2002,2,,732,101.24
2851,41013,2002,2,,155,58.05
2852,41016,2002,2,,292,78.28
2853,41020,2002,2,,444,65.68
2854,41026,2002,2,,38,37.25
2855,41078,2002,2,,340,124.54
2856,41132,2002,2,,813,96.67
2857,41206,2002,2,,240,90.91
2858,41244,2002,2,,73,90.12
2859,41298,2002,2,,1549,104.1
2860,41306,2002,2,,612,100
2861,41319,2002,2,,444,117.77
2862,41349,2002,2,,128,76.19
2863,41357,2002,2,,181,82.27
2864,41359,2002,2,,459,67.8
2865,41378,2002,2,,422,149.12
2866,41396,2002,2,,1113,92.06
2867,41483,2002,2,,115,61.5
2868,41001,2002,2,,6903,68.22
2869,41503,2002,2,,250,102.88
2870,41518,2002,2,,148,112.12
2871,41524,2002,2,,477,81.12
2872,41530,2002,2,,202,84.17
2873,41548,2002,2,,233,62.97
2874,41551,2002,2,,1752,73.74
2875,41615,2002,2,,451,93.57
2876,41660,2002,2,,329,130.04
2877,41668,2002,2,,719,95.11
2878,41676,2002,2,,461,148.23
2879,41770,2002,2,,308,101.32
2880,41791,2002,2,,330,78.2
2881,41799,2002,2,,343,67.12
2882,41801,2002,2,,183,86.73
2883,41797,2002,2,,146,59.35
2884,41807,2002,2,,360,46.63
2885,41872,2002,2,,140,64.81
2886,41885,2002,2,,142,66.36
2887,41006,2002,12,,410,56.71
2888,41013,2002,12,,173,64.79
2889,41016,2002,12,,222,59.52
2890,41020,2002,12,,288,42.6
2891,41026,2002,12,,69,67.65
2892,41078,2002,12,,400,146.52
2893,41132,2002,12,,732,87.04
2894,41206,2002,12,,164,62.12
2895,41244,2002,12,,32,39.51
2896,41298,2002,12,,1381,92.81
2897,41306,2002,12,,448,73.2
2898,41319,2002,12,,253,67.11
2899,41349,2002,12,,111,66.07
2900,41357,2002,12,,142,64.55
2901,41359,2002,12,,444,65.58
2902,41378,2002,12,,193,68.2
2903,41396,2002,12,,953,78.83
2904,41483,2002,12,,72,38.5
2905,41001,2002,12,,5496,54.31
2906,41503,2002,12,,143,58.85
2907,41518,2002,12,,121,91.67
2908,41524,2002,12,,436,74.15
2909,41530,2002,12,,125,52.08
2910,41548,2002,12,,177,47.84
2911,41551,2002,12,,1226,51.6
2912,41615,2002,12,,309,64.11
2913,41660,2002,12,,276,109.09
2914,41668,2002,12,,554,73.28
2915,41676,2002,12,,353,113.5
2916,41770,2002,12,,206,67.76
2917,41791,2002,12,,193,45.73
2918,41799,2002,12,,361,70.65
2919,41801,2002,12,,106,50.24
2920,41797,2002,12,,115,46.75
2921,41807,2002,12,,378,48.96
2922,41872,2002,12,,144,66.67
2923,41885,2002,12,,141,65.89
2924,41006,2002,7,10,798,124.49
2925,41013,2002,7,10,215,105.39
2926,41016,2002,7,10,395,120.43
2927,41020,2002,7,10,541,76.74
2928,41026,2002,7,10,158,190.36
2929,41078,2002,7,10,357,138.91
2930,41132,2002,7,10,785,105.51
2931,41206,2002,7,10,214,88.43
2932,41244,2002,7,10,68,107.94
2933,41298,2002,7,10,1530,101.93
2934,41306,2002,7,10,707,117.64
2935,41319,2002,7,10,411,128.44
2936,41349,2002,7,10,169,99.41
2937,41357,2002,7,10,273,118.7
2938,41359,2002,7,10,547,84.41
2939,41378,2002,7,10,389,125.08
2940,41396,2002,7,10,1186,102.6
2941,41483,2002,7,10,141,71.21
2942,41001,2002,7,10,7281,84.31
2943,41503,2002,7,10,303,100
2944,41518,2002,7,10,173,166.35
2945,41524,2002,7,10,473,82.69
2946,41530,2002,7,10,240,69.57
2947,41548,2002,7,10,337,100.3
2948,41551,2002,7,10,1911,84.19
2949,41615,2002,7,10,324,80.2
2950,41660,2002,7,10,402,157.65
2951,41668,2002,7,10,737,99.33
2952,41676,2002,7,10,337,121.66
2953,41770,2002,7,10,311,104.71
2954,41791,2002,7,10,458,121.16
2955,41799,2002,7,10,328,90.11
2956,41801,2002,7,10,175,97.77
2957,41797,2002,7,10,211,83.73
2958,41807,2002,7,10,535,94.52
2959,41872,2002,7,10,115,48.52
2960,41885,2002,7,10,141,84.43
2961,41006,2002,13,14,420,48.39
2962,41013,2002,13,14,154,48.13
2963,41016,2002,13,14,243,54.24
2964,41020,2002,13,14,439,54.13
2965,41026,2002,13,14,72,59.02
2966,41078,2002,13,14,124,37.8
2967,41132,2002,13,14,920,91.18
2968,41206,2002,13,14,158,49.84
2969,41244,2002,13,14,99,102.06
2970,41298,2002,13,14,1233,69.04
2971,41306,2002,13,14,580,79.02
2972,41319,2002,13,14,299,66.15
2973,41349,2002,13,14,114,56.44
2974,41357,2002,13,14,112,42.42
2975,41359,2002,13,14,445,54.8
2976,41378,2002,13,14,325,95.59
2977,41396,2002,13,14,808,55.69
2978,41483,2002,13,14,79,35.27
2979,41001,2002,13,14,5654,46.56
2980,41503,2002,13,14,138,47.26
2981,41518,2002,13,14,117,74.05
2982,41524,2002,13,14,490,69.41
2983,41530,2002,13,14,165,57.29
2984,41548,2002,13,14,302,68.02
2985,41551,2002,13,14,1227,43.04
2986,41615,2002,13,14,570,98.62
2987,41660,2002,13,14,256,84.21
2988,41668,2002,13,14,479,52.81
2989,41676,2002,13,14,296,79.36
2990,41770,2002,13,14,236,64.66
2991,41791,2002,13,14,248,49.01
2992,41799,2002,13,14,260,42.41
2993,41801,2002,13,14,115,45.45
2994,41797,2002,13,14,146,49.49
2995,41807,2002,13,14,301,32.51
2996,41872,2002,13,14,96,37.07
2997,41885,2002,13,14,142,55.25
2998,41006,2001,3,,702,98.73
2999,41013,2001,3,,207,78.11
3000,41016,2001,3,,360,97.56
3001,41020,2001,3,,659,98.21
3002,41026,2001,3,,48,47.06
3003,41078,2001,3,,300,109.89
3004,41132,2001,3,,887,105.97
3005,41206,2001,3,,282,106.02
3006,41244,2001,3,,173,221.79
3007,41298,2001,3,,1484,100.2
3008,41306,2001,3,,592,96.89
3009,41319,2001,3,,374,99.2
3010,41349,2001,3,,157,94.58
3011,41357,2001,3,,222,102.3
3012,41359,2001,3,,578,86.92
3013,41378,2001,3,,374,134.53
3014,41396,2001,3,,1348,111.87
3015,41483,2001,3,,134,72.04
3016,41001,2001,3,,6430,65.27
3017,41503,2001,3,,226,93.78
3018,41518,2001,3,,149,112.88
3019,41524,2001,3,,585,100.52
3020,41530,2001,3,,225,95.34
3021,41548,2001,3,,426,116.08
3022,41551,2001,3,,1724,73.83
3023,41615,2001,3,,281,59.03
3024,41660,2001,3,,285,112.2
3025,41668,2001,3,,716,95.09
3026,41676,2001,3,,272,87.46
3027,41770,2001,3,,309,101.98
3028,41791,2001,3,,603,143.57
3029,41799,2001,3,,378,74.85
3030,41801,2001,3,,177,84.29
3031,41797,2001,3,,200,81.97
3032,41807,2001,3,,830,109.21
3033,41872,2001,3,,141,65.58
3034,41885,2001,3,,124,58.77
3035,41006,2001,11,,661,92.97
3036,41013,2001,11,,175,66.04
3037,41016,2001,11,,321,86.99
3038,41020,2001,11,,675,100.6
3039,41026,2001,11,,63,61.76
3040,41078,2001,11,,256,93.77
3041,41132,2001,11,,912,109
3042,41206,2001,11,,282,106.02
3043,41244,2001,11,,152,194.87
3044,41298,2001,11,,1487,100.41
3045,41306,2001,11,,592,96.89
3046,41319,2001,11,,375,99.47
3047,41349,2001,11,,157,94.58
3048,41357,2001,11,,222,102.3
3049,41359,2001,11,,578,86.92
3050,41378,2001,11,,399,143.53
3051,41396,2001,11,,1307,108.46
3052,41483,2001,11,,135,72.58
3053,41001,2001,11,,6074,61.65
3054,41503,2001,11,,249,103.32
3055,41518,2001,11,,153,115.91
3056,41524,2001,11,,539,92.61
3057,41530,2001,11,,244,103.39
3058,41548,2001,11,,423,115.26
3059,41551,2001,11,,1859,79.61
3060,41615,2001,11,,275,57.77
3061,41660,2001,11,,200,78.74
3062,41668,2001,11,,716,95.09
3063,41676,2001,11,,267,85.85
3064,41770,2001,11,,309,101.98
3065,41791,2001,11,,604,143.81
3066,41799,2001,11,,388,76.83
3067,41801,2001,11,,180,85.71
3068,41797,2001,11,,200,81.97
3069,41807,2001,11,,815,107.24
3070,41872,2001,11,,135,62.79
3071,41885,2001,11,,96,45.5
3072,41006,2001,1,,901,126.72
3073,41013,2001,1,,158,59.62
3074,41016,2001,1,,349,94.58
3075,41020,2001,1,,507,75.56
3076,41026,2001,1,,53,51.96
3077,41078,2001,1,,198,72.53
3078,41132,2001,1,,971,116.01
3079,41206,2001,1,,227,85.34
3080,41244,2001,1,,88,112.82
3081,41298,2001,1,,1497,101.08
3082,41306,2001,1,,555,90.83
3083,41319,2001,1,,429,113.79
3084,41349,2001,1,,158,95.18
3085,41357,2001,1,,125,57.6
3086,41359,2001,1,,451,67.82
3087,41378,2001,1,,359,129.14
3088,41396,2001,1,,1116,92.61
3089,41483,2001,1,,113,60.75
3090,41001,2001,1,,6265,63.59
3091,41503,2001,1,,220,91.29
3092,41518,2001,1,,87,65.91
3093,41524,2001,1,,439,75.43
3094,41530,2001,1,,251,106.36
