pmor_codigo,pmor_municipio,pmor_anio,pmor_tipoConsulta,pmor_tipo_causa,pmor_edad,pmor_atenciones,pmor_porcentaje
2199,41020,2002,4,158,54,,
2200,41020,2002,4,159,54,,
2201,41020,2002,4,160,54,,
2202,41020,2002,4,161,54,,
2203,41020,2002,4,166,54,,
2204,41020,2002,4,168,54,,
2205,41020,2002,4,170,54,1,
2206,41020,2002,4,171,54,3,
2207,41020,2002,4,172,54,1,
2208,41020,2002,4,24,54,13,
2209,41020,2002,4,52,54,3,
2210,41020,2002,4,174,54,1,
2211,41020,2002,4,175,54,37,
2212,41020,2002,4,176,54,,
2213,41020,2002,4,177,54,1,
2214,41020,2002,4,151,47,4,
2215,41020,2002,4,153,47,1,
2216,41020,2002,4,156,47,,
2217,41020,2002,4,158,47,,
2218,41020,2002,4,159,47,,
2219,41020,2002,4,160,47,,
2220,41020,2002,4,161,47,,
2221,41020,2002,4,166,47,1,
2222,41020,2002,4,168,47,,
2223,41020,2002,4,170,47,1,
2224,41020,2002,4,171,47,1,
2225,41020,2002,4,172,47,3,
2226,41020,2002,4,24,47,31,
2227,41020,2002,4,52,47,4,
2228,41020,2002,4,174,47,2,
2229,41020,2002,4,175,47,51,
2230,41020,2002,4,176,47,,
2231,41020,2002,4,177,47,,
2232,41026,2002,4,148,50,,
2233,41026,2002,4,162,50,2,
2234,41026,2002,4,179,50,,
2235,41026,2002,4,171,50,,
2236,41026,2002,4,172,50,,
2237,41026,2002,4,24,50,,
2238,41026,2002,4,52,50,,
2239,41026,2002,4,175,50,5,
2240,41026,2002,4,148,51,,
2241,41026,2002,4,162,51,56,
2242,41026,2002,4,179,51,15,
2243,41026,2002,4,171,51,,
2244,41026,2002,4,172,51,,
2245,41026,2002,4,24,51,,
2246,41026,2002,4,52,51,,
2247,41026,2002,4,175,51,49,
2248,41026,2002,4,148,52,,
2249,41026,2002,4,162,52,65,
2250,41026,2002,4,179,52,47,
2251,41026,2002,4,171,52,,
2252,41026,2002,4,172,52,,
2253,41026,2002,4,24,52,,
2254,41026,2002,4,52,52,15,
2255,41026,2002,4,175,52,57,
2256,41026,2002,4,148,53,1,
2257,41026,2002,4,162,53,33,
2258,41026,2002,4,179,53,37,
2259,41026,2002,4,171,53,1,
2260,41026,2002,4,172,53,1,
2261,41026,2002,4,24,53,28,
2262,41026,2002,4,52,53,27,
2263,41026,2002,4,175,53,39,
2264,41026,2002,4,148,54,,
2265,41026,2002,4,162,54,2,
2266,41026,2002,4,179,54,10,
2267,41026,2002,4,171,54,,
2268,41026,2002,4,172,54,,
2269,41026,2002,4,24,54,51,
2270,41026,2002,4,52,54,28,
2271,41026,2002,4,175,54,2,
2272,41026,2002,4,148,47,,
2273,41026,2002,4,162,47,,
2274,41026,2002,4,179,47,,
2275,41026,2002,4,171,47,,
2276,41026,2002,4,172,47,,
2277,41026,2002,4,24,47,26,
2278,41026,2002,4,52,47,15,
2279,41026,2002,4,175,47,1,
2280,41078,2002,4,170,50,,
2281,41078,2002,4,175,50,10,
2282,41078,2002,4,172,50,1,
2283,41078,2002,4,24,50,,
2284,41078,2002,4,159,50,,
2285,41078,2002,4,162,50,42,
2286,41078,2002,4,166,50,,
2287,41078,2002,4,165,50,,
2288,41078,2002,4,168,50,,
2289,41078,2002,4,157,50,,
2290,41078,2002,4,161,50,,
2291,41078,2002,4,171,50,1,
2292,41078,2002,4,170,51,1,
2293,41078,2002,4,175,51,98,
2294,41078,2002,4,172,51,5,
2295,41078,2002,4,24,51,,
2296,41078,2002,4,159,51,,
2297,41078,2002,4,162,51,407,
2298,41078,2002,4,166,51,,
2299,41078,2002,4,165,51,,
2300,41078,2002,4,168,51,,
2301,41078,2002,4,157,51,,
2302,41078,2002,4,161,51,,
2303,41078,2002,4,171,51,7,
2304,41078,2002,4,170,52,8,
2305,41078,2002,4,175,52,60,
2306,41078,2002,4,172,52,4,
2307,41078,2002,4,24,52,,
2308,41078,2002,4,159,52,,
2309,41078,2002,4,162,52,423,
2310,41078,2002,4,166,52,1,
2311,41078,2002,4,165,52,,
2312,41078,2002,4,168,52,,
2313,41078,2002,4,157,52,,
2314,41078,2002,4,161,52,,
2315,41078,2002,4,171,52,3,
2316,41078,2002,4,170,53,6,
2317,41078,2002,4,175,53,55,
2318,41078,2002,4,172,53,,
2319,41078,2002,4,24,53,1,
2320,41078,2002,4,159,53,4,
2321,41078,2002,4,162,53,266,
2322,41078,2002,4,166,53,,
2323,41078,2002,4,165,53,1,
2324,41078,2002,4,168,53,1,
2325,41078,2002,4,157,53,1,
2326,41078,2002,4,161,53,3,
2327,41078,2002,4,171,53,3,
2328,41078,2002,4,170,54,2,
2329,41078,2002,4,175,54,21,
2330,41078,2002,4,172,54,,
2331,41078,2002,4,24,54,1,
2332,41078,2002,4,159,54,,
2333,41078,2002,4,162,54,80,
2334,41078,2002,4,166,54,,
2335,41078,2002,4,165,54,,
2336,41078,2002,4,168,54,,
2337,41078,2002,4,157,54,,
2338,41078,2002,4,161,54,,
2339,41078,2002,4,171,54,,
2340,41078,2002,4,170,47,2,
2341,41078,2002,4,175,47,12,
2342,41078,2002,4,172,47,,
2343,41078,2002,4,24,47,,
2344,41078,2002,4,159,47,,
2345,41078,2002,4,162,47,38,
2346,41078,2002,4,166,47,,
2347,41078,2002,4,165,47,,
2348,41078,2002,4,168,47,,
2349,41078,2002,4,157,47,,
2350,41078,2002,4,161,47,,
2351,41078,2002,4,171,47,,
2352,41132,2002,4,170,50,,
2353,41132,2002,4,175,50,146,
2354,41132,2002,4,52,50,,
2355,41132,2002,4,159,50,,
2356,41132,2002,4,162,50,246,
2357,41132,2002,4,166,50,,
2358,41132,2002,4,168,50,,
2359,41132,2002,4,158,50,,
2360,41132,2002,4,153,50,,
2361,41132,2002,4,180,50,1,
2362,41132,2002,4,171,50,,
2363,41132,2002,4,177,50,,
2364,41132,2002,4,170,51,2,
2365,41132,2002,4,175,51,232,
2366,41132,2002,4,52,51,,
2367,41132,2002,4,159,51,,
2368,41132,2002,4,162,51,375,
2369,41132,2002,4,166,51,,
2370,41132,2002,4,168,51,,
2371,41132,2002,4,158,51,,
2372,41132,2002,4,153,51,,
2373,41132,2002,4,180,51,,
2374,41132,2002,4,171,51,1,
2375,41132,2002,4,177,51,,
2376,41132,2002,4,170,52,20,
2377,41132,2002,4,175,52,209,
2378,41132,2002,4,52,52,,
2379,41132,2002,4,159,52,,
2380,41132,2002,4,162,52,337,
2381,41132,2002,4,166,52,,
2382,41132,2002,4,168,52,,
2383,41132,2002,4,158,52,,
2384,41132,2002,4,153,52,,
2385,41132,2002,4,180,52,,
2386,41132,2002,4,171,52,1,
2387,41132,2002,4,177,52,2,
2388,41132,2002,4,170,53,23,
2389,41132,2002,4,175,53,116,
2390,41132,2002,4,52,53,39,
2391,41132,2002,4,159,53,1,
2392,41132,2002,4,162,53,276,
2393,41132,2002,4,166,53,1,
2394,41132,2002,4,168,53,6,
2395,41132,2002,4,158,53,1,
2396,41132,2002,4,153,53,2,
2397,41132,2002,4,180,53,,
2398,41132,2002,4,171,53,,
2399,41132,2002,4,177,53,1,
2400,41132,2002,4,170,54,5,
2401,41132,2002,4,175,54,48,
2402,41132,2002,4,52,54,112,
2403,41132,2002,4,159,54,,
2404,41132,2002,4,162,54,149,
2405,41132,2002,4,166,54,,
2406,41132,2002,4,168,54,,
2407,41132,2002,4,158,54,,
2408,41132,2002,4,153,54,,
2409,41132,2002,4,180,54,,
2410,41132,2002,4,171,54,,
2411,41132,2002,4,177,54,,
2412,41132,2002,4,170,47,,
2413,41132,2002,4,175,47,33,
2414,41132,2002,4,52,47,125,
2415,41132,2002,4,159,47,,
2416,41132,2002,4,162,47,94,
2417,41132,2002,4,166,47,,
2418,41132,2002,4,168,47,,
2419,41132,2002,4,158,47,,
2420,41132,2002,4,153,47,,
2421,41132,2002,4,180,47,,
2422,41132,2002,4,171,47,,
2423,41132,2002,4,177,47,,
2424,41206,2002,4,170,50,,
2425,41206,2002,4,175,50,40,
2426,41206,2002,4,152,50,,
2427,41206,2002,4,24,50,,
2428,41206,2002,4,159,50,,
2429,41206,2002,4,162,50,85,
2430,41206,2002,4,168,50,,
2431,41206,2002,4,181,50,,
2432,41206,2002,4,170,51,,
2433,41206,2002,4,175,51,90,
2434,41206,2002,4,152,51,,
2435,41206,2002,4,24,51,,
2436,41206,2002,4,159,51,,
2437,41206,2002,4,162,51,166,
2438,41206,2002,4,168,51,1,
2439,41206,2002,4,181,51,2,
2440,41206,2002,4,170,52,1,
2441,41206,2002,4,175,52,58,
2442,41206,2002,4,152,52,1,
2443,41206,2002,4,24,52,,
2444,41206,2002,4,159,52,,
2445,41206,2002,4,162,52,153,
2446,41206,2002,4,168,52,3,
2447,41206,2002,4,181,52,9,
2448,41206,2002,4,170,53,,
2449,41206,2002,4,175,53,55,
2450,41206,2002,4,152,53,,
2451,41206,2002,4,24,53,9,
2452,41206,2002,4,159,53,1,
2453,41206,2002,4,162,53,120,
2454,41206,2002,4,168,53,2,
2455,41206,2002,4,181,53,,
2456,41206,2002,4,170,54,,
2457,41206,2002,4,175,54,19,
2458,41206,2002,4,152,54,,
2459,41206,2002,4,24,54,8,
2460,41206,2002,4,159,54,,
2461,41206,2002,4,162,54,49,
2462,41206,2002,4,168,54,,
2463,41206,2002,4,181,54,,
2464,41206,2002,4,170,47,,
2465,41206,2002,4,175,47,14,
2466,41206,2002,4,152,47,1,
2467,41206,2002,4,24,47,22,
2468,41206,2002,4,159,47,,
2469,41206,2002,4,162,47,44,
2470,41206,2002,4,168,47,,
2471,41206,2002,4,181,47,,
2472,41244,2002,4,175,50,12,
2473,41244,2002,4,172,50,,
2474,41244,2002,4,162,50,88,
2475,41244,2002,4,171,50,,
2476,41244,2002,4,175,51,13,
2477,41244,2002,4,172,51,,
2478,41244,2002,4,162,51,109,
2479,41244,2002,4,171,51,1,
2480,41244,2002,4,175,52,9,
2481,41244,2002,4,172,52,1,
2482,41244,2002,4,162,52,106,
2483,41244,2002,4,171,52,3,
2484,41244,2002,4,175,53,16,
2485,41244,2002,4,172,53,2,
2486,41244,2002,4,162,53,69,
2487,41244,2002,4,171,53,1,
2488,41244,2002,4,175,54,9,
2489,41244,2002,4,172,54,,
2490,41244,2002,4,162,54,29,
2491,41244,2002,4,171,54,,
2492,41244,2002,4,175,47,2,
2493,41244,2002,4,172,47,,
2494,41244,2002,4,162,47,16,
2495,41244,2002,4,171,47,,
2496,41298,2002,4,170,50,9,
2497,41298,2002,4,175,50,592,
2498,41298,2002,4,177,50,,
2499,41298,2002,4,52,50,,
2500,41298,2002,4,172,50,6,
2501,41298,2002,4,160,50,,
2502,41298,2002,4,24,50,,
2503,41298,2002,4,159,50,,
2504,41298,2002,4,173,50,,
2505,41298,2002,4,162,50,"1,31",
2506,41298,2002,4,147,50,,
2507,41298,2002,4,176,50,,
2508,41298,2002,4,168,50,,
2509,41298,2002,4,150,50,,
2510,41298,2002,4,148,50,,
2511,41298,2002,4,158,50,,
2512,41298,2002,4,156,50,5,
2513,41298,2002,4,157,50,1,
2514,41298,2002,4,153,50,,
2515,41298,2002,4,151,50,,
2516,41298,2002,4,181,50,,
2517,41298,2002,4,174,50,,
2518,41298,2002,4,171,50,4,
2519,41298,2002,4,170,51,51,
2520,41298,2002,4,175,51,1451,
2521,41298,2002,4,177,51,,
2522,41298,2002,4,52,51,13,
2523,41298,2002,4,172,51,17,
2524,41298,2002,4,160,51,,
2525,41298,2002,4,24,51,,
2526,41298,2002,4,159,51,,
2527,41298,2002,4,173,51,2,
2528,41298,2002,4,162,51,"2,63",
2529,41298,2002,4,147,51,,
2530,41298,2002,4,176,51,1,
2531,41298,2002,4,168,51,,
2532,41298,2002,4,150,51,2,
2533,41298,2002,4,148,51,,
2534,41298,2002,4,158,51,,
2535,41298,2002,4,156,51,,
2536,41298,2002,4,157,51,,
2537,41298,2002,4,153,51,,
2538,41298,2002,4,151,51,,
2539,41298,2002,4,181,51,1,
2540,41298,2002,4,174,51,,
2541,41298,2002,4,171,51,41,
2542,41298,2002,4,170,52,181,
2543,41298,2002,4,175,52,807,
2544,41298,2002,4,177,52,,
2545,41298,2002,4,52,52,32,
2546,41298,2002,4,172,52,39,
2547,41298,2002,4,160,52,3,
2548,41298,2002,4,24,52,,
2549,41298,2002,4,159,52,,
2550,41298,2002,4,173,52,5,
2551,41298,2002,4,162,52,2125,
2552,41298,2002,4,147,52,,
2553,41298,2002,4,176,52,1,
2554,41298,2002,4,168,52,1,
2555,41298,2002,4,150,52,6,
2556,41298,2002,4,148,52,,
2557,41298,2002,4,158,52,,
2558,41298,2002,4,156,52,,
2559,41298,2002,4,157,52,,
2560,41298,2002,4,153,52,2,
2561,41298,2002,4,151,52,2,
2562,41298,2002,4,181,52,,
2563,41298,2002,4,174,52,,
2564,41298,2002,4,171,52,52,
2565,41298,2002,4,170,53,358,
2566,41298,2002,4,175,53,1012,
2567,41298,2002,4,177,53,26,
2568,41298,2002,4,52,53,11,
2569,41298,2002,4,172,53,18,
2570,41298,2002,4,160,53,9,
2571,41298,2002,4,24,53,38,
2572,41298,2002,4,159,53,4,
2573,41298,2002,4,173,53,10,
2574,41298,2002,4,162,53,2467,
2575,41298,2002,4,147,53,2,
2576,41298,2002,4,176,53,16,
2577,41298,2002,4,168,53,1,
2578,41298,2002,4,150,53,1,
2579,41298,2002,4,148,53,1,
2580,41298,2002,4,158,53,1,
2581,41298,2002,4,156,53,,
2582,41298,2002,4,157,53,1,
2583,41298,2002,4,153,53,13,
2584,41298,2002,4,151,53,12,
2585,41298,2002,4,181,53,3,
2586,41298,2002,4,174,53,,
2587,41298,2002,4,171,53,38,
2588,41298,2002,4,170,54,78,
2589,41298,2002,4,175,54,316,
2590,41298,2002,4,177,54,57,
2591,41298,2002,4,52,54,9,
2592,41298,2002,4,172,54,2,
2593,41298,2002,4,160,54,2,
2594,41298,2002,4,24,54,88,
2595,41298,2002,4,159,54,1,
2596,41298,2002,4,173,54,2,
2597,41298,2002,4,162,54,885,
2598,41298,2002,4,147,54,,
2599,41298,2002,4,176,54,5,
2600,41298,2002,4,168,54,,
2601,41298,2002,4,150,54,,
2602,41298,2002,4,148,54,,
2603,41298,2002,4,158,54,,
2604,41298,2002,4,156,54,,
2605,41298,2002,4,157,54,,
2606,41298,2002,4,153,54,9,
2607,41298,2002,4,151,54,2,
2608,41298,2002,4,181,54,1,
2609,41298,2002,4,174,54,1,
2610,41298,2002,4,171,54,1,
2611,41298,2002,4,170,47,33,
2612,41298,2002,4,175,47,224,
2613,41298,2002,4,177,47,106,
2614,41298,2002,4,52,47,8,
2615,41298,2002,4,172,47,1,
2616,41298,2002,4,160,47,,
2617,41298,2002,4,24,47,104,
2618,41298,2002,4,159,47,,
2619,41298,2002,4,173,47,,
2620,41298,2002,4,162,47,522,
2621,41298,2002,4,147,47,,
2622,41298,2002,4,176,47,,
2623,41298,2002,4,168,47,,
2624,41298,2002,4,150,47,,
2625,41298,2002,4,148,47,,
2626,41298,2002,4,158,47,,
2627,41298,2002,4,156,47,,
2628,41298,2002,4,157,47,,
2629,41298,2002,4,153,47,4,
2630,41298,2002,4,151,47,,
2631,41298,2002,4,181,47,,
2632,41298,2002,4,174,47,,
2633,41298,2002,4,171,47,,
2634,41306,2002,4,170,50,,
2635,41306,2002,4,175,50,26,
2636,41306,2002,4,52,50,,
2637,41306,2002,4,177,50,,
2638,41306,2002,4,172,50,,
2639,41306,2002,4,159,50,,
2640,41306,2002,4,162,50,15,
2641,41306,2002,4,176,50,,
2642,41306,2002,4,182,50,,
2643,41306,2002,4,178,50,,
2644,41306,2002,4,158,50,,
2645,41306,2002,4,153,50,,
2646,41306,2002,4,174,50,,
2647,41306,2002,4,171,50,1,
2648,41306,2002,4,170,51,6,
2649,41306,2002,4,175,51,37,
2650,41306,2002,4,52,51,,
2651,41306,2002,4,177,51,,
2652,41306,2002,4,172,51,3,
2653,41306,2002,4,159,51,1,
2654,41306,2002,4,162,51,32,
2655,41306,2002,4,176,51,,
2656,41306,2002,4,182,51,,
2657,41306,2002,4,178,51,1,
2658,41306,2002,4,158,51,,
2659,41306,2002,4,153,51,,
2660,41306,2002,4,174,51,,
2661,41306,2002,4,171,51,1,
2662,41306,2002,4,170,52,5,
2663,41306,2002,4,175,52,26,
2664,41306,2002,4,52,52,,
2665,41306,2002,4,177,52,4,
2666,41306,2002,4,172,52,10,
2667,41306,2002,4,159,52,1,
2668,41306,2002,4,162,52,33,
2669,41306,2002,4,176,52,,
2670,41306,2002,4,182,52,1,
2671,41306,2002,4,178,52,,
2672,41306,2002,4,158,52,,
2673,41306,2002,4,153,52,2,
2674,41306,2002,4,174,52,,
2675,41306,2002,4,171,52,2,
2676,41306,2002,4,170,53,8,
2677,41306,2002,4,175,53,34,
2678,41306,2002,4,52,53,2,
2679,41306,2002,4,177,53,,
2680,41306,2002,4,172,53,3,
2681,41306,2002,4,159,53,4,
2682,41306,2002,4,162,53,26,
2683,41306,2002,4,176,53,,
2684,41306,2002,4,182,53,,
2685,41306,2002,4,178,53,,
2686,41306,2002,4,158,53,1,
2687,41306,2002,4,153,53,3,
2688,41306,2002,4,174,53,3,
2689,41306,2002,4,171,53,2,
2690,41306,2002,4,170,54,2,
2691,41306,2002,4,175,54,13,
2692,41306,2002,4,52,54,7,
2693,41306,2002,4,177,54,,
2694,41306,2002,4,172,54,,
2695,41306,2002,4,159,54,,
2696,41306,2002,4,162,54,10,
2697,41306,2002,4,176,54,,
2698,41306,2002,4,182,54,,
2699,41306,2002,4,178,54,,
2700,41306,2002,4,158,54,,
2701,41306,2002,4,153,54,1,
2702,41306,2002,4,174,54,,
2703,41306,2002,4,171,54,,
2704,41306,2002,4,170,47,1,
2705,41306,2002,4,175,47,9,
2706,41306,2002,4,52,47,18,
2707,41306,2002,4,177,47,1,
2708,41306,2002,4,172,47,,
2709,41306,2002,4,159,47,,
2710,41306,2002,4,162,47,3,
2711,41306,2002,4,176,47,1,
2712,41306,2002,4,182,47,,
2713,41306,2002,4,178,47,,
2714,41306,2002,4,158,47,,
2715,41306,2002,4,153,47,1,
2716,41306,2002,4,174,47,,
2717,41306,2002,4,171,47,,
2718,41319,2002,4,170,50,,
2719,41319,2002,4,175,50,130,
2720,41319,2002,4,177,50,,
2721,41319,2002,4,172,50,,
2722,41319,2002,4,160,50,,
2723,41319,2002,4,24,50,,
2724,41319,2002,4,162,50,313,
2725,41319,2002,4,168,50,,
2726,41319,2002,4,150,50,,
2727,41319,2002,4,158,50,,
2728,41319,2002,4,157,50,,
2729,41319,2002,4,153,50,,
2730,41319,2002,4,151,50,,
2731,41319,2002,4,174,50,,
2732,41319,2002,4,171,50,,
2733,41319,2002,4,170,51,4,
2734,41319,2002,4,175,51,298,
2735,41319,2002,4,177,51,1,
2736,41319,2002,4,172,51,2,
2737,41319,2002,4,160,51,,
2738,41319,2002,4,24,51,,
2739,41319,2002,4,162,51,661,
2740,41319,2002,4,168,51,,
2741,41319,2002,4,150,51,,
2742,41319,2002,4,158,51,,
2743,41319,2002,4,157,51,,
2744,41319,2002,4,153,51,,
2745,41319,2002,4,151,51,,
2746,41319,2002,4,174,51,,
2747,41319,2002,4,171,51,11,
2748,41319,2002,4,170,52,6,
2749,41319,2002,4,175,52,148,
2750,41319,2002,4,177,52,2,
2751,41319,2002,4,172,52,4,
2752,41319,2002,4,160,52,,
2753,41319,2002,4,24,52,,
2754,41319,2002,4,162,52,507,
2755,41319,2002,4,168,52,2,
2756,41319,2002,4,150,52,,
2757,41319,2002,4,158,52,,
2758,41319,2002,4,157,52,,
2759,41319,2002,4,153,52,,
2760,41319,2002,4,151,52,,
2761,41319,2002,4,174,52,,
2762,41319,2002,4,171,52,4,
2763,41319,2002,4,170,53,11,
2764,41319,2002,4,175,53,128,
2765,41319,2002,4,177,53,,
2766,41319,2002,4,172,53,3,
2767,41319,2002,4,160,53,1,
2768,41319,2002,4,24,53,,
2769,41319,2002,4,162,53,563,
2770,41319,2002,4,168,53,1,
2771,41319,2002,4,150,53,,
2772,41319,2002,4,158,53,1,
2773,41319,2002,4,157,53,1,
2774,41319,2002,4,153,53,2,
2775,41319,2002,4,151,53,1,
2776,41319,2002,4,174,53,,
2777,41319,2002,4,171,53,4,
2778,41319,2002,4,170,54,3,
2779,41319,2002,4,175,54,72,
2780,41319,2002,4,177,54,,
2781,41319,2002,4,172,54,,
2782,41319,2002,4,160,54,,
2783,41319,2002,4,24,54,1,
2784,41319,2002,4,162,54,231,
2785,41319,2002,4,168,54,1,
2786,41319,2002,4,150,54,1,
2787,41319,2002,4,158,54,,
2788,41319,2002,4,157,54,,
2789,41319,2002,4,153,54,1,
2790,41319,2002,4,151,54,,
2791,41319,2002,4,174,54,1,
2792,41319,2002,4,171,54,,
2793,41319,2002,4,170,47,3,
2794,41319,2002,4,175,47,65,
2795,41319,2002,4,177,47,1,
2796,41319,2002,4,172,47,,
2797,41319,2002,4,160,47,1,
2798,41319,2002,4,24,47,4,
2799,41319,2002,4,162,47,195,
2800,41319,2002,4,168,47,,
2801,41319,2002,4,150,47,,
2802,41319,2002,4,158,47,,
2803,41319,2002,4,157,47,,
2804,41319,2002,4,153,47,2,
2805,41319,2002,4,151,47,,
2806,41319,2002,4,174,47,,
2807,41319,2002,4,171,47,,
2808,41349,2002,4,170,50,,
2809,41349,2002,4,175,50,21,
2810,41349,2002,4,152,50,,
2811,41349,2002,4,172,50,,
2812,41349,2002,4,24,50,,
2813,41349,2002,4,159,50,,
2814,41349,2002,4,162,50,44,
2815,41349,2002,4,150,50,,
2816,41349,2002,4,153,50,,
2817,41349,2002,4,161,50,,
2818,41349,2002,4,171,50,1,
2819,41349,2002,4,170,51,5,
2820,41349,2002,4,175,51,105,
2821,41349,2002,4,152,51,,
2822,41349,2002,4,172,51,1,
2823,41349,2002,4,24,51,,
2824,41349,2002,4,159,51,,
2825,41349,2002,4,162,51,152,
2826,41349,2002,4,150,51,1,
2827,41349,2002,4,153,51,,
2828,41349,2002,4,161,51,,
2829,41349,2002,4,171,51,4,
2830,41349,2002,4,170,52,17,
2831,41349,2002,4,175,52,104,
2832,41349,2002,4,152,52,1,
2833,41349,2002,4,172,52,2,
2834,41349,2002,4,24,52,,
2835,41349,2002,4,159,52,,
2836,41349,2002,4,162,52,178,
2837,41349,2002,4,150,52,,
2838,41349,2002,4,153,52,,
2839,41349,2002,4,161,52,,
2840,41349,2002,4,171,52,8,
2841,41349,2002,4,170,53,11,
2842,41349,2002,4,175,53,54,
2843,41349,2002,4,152,53,,
2844,41349,2002,4,172,53,1,
2845,41349,2002,4,24,53,,
2846,41349,2002,4,159,53,1,
2847,41349,2002,4,162,53,85,
2848,41349,2002,4,150,53,,
2849,41349,2002,4,153,53,1,
2850,41349,2002,4,161,53,4,
2851,41349,2002,4,171,53,5,
2852,41349,2002,4,170,54,6,
2853,41349,2002,4,175,54,15,
2854,41349,2002,4,152,54,,
2855,41349,2002,4,172,54,,
2856,41349,2002,4,24,54,5,
2857,41349,2002,4,159,54,,
2858,41349,2002,4,162,54,14,
2859,41349,2002,4,150,54,,
2860,41349,2002,4,153,54,,
2861,41349,2002,4,161,54,2,
2862,41349,2002,4,171,54,,
2863,41349,2002,4,170,47,1,
2864,41349,2002,4,175,47,13,
2865,41349,2002,4,152,47,,
2866,41349,2002,4,172,47,,
2867,41349,2002,4,24,47,7,
2868,41349,2002,4,159,47,,
2869,41349,2002,4,162,47,21,
2870,41349,2002,4,150,47,,
2871,41349,2002,4,153,47,1,
2872,41349,2002,4,161,47,,
2873,41349,2002,4,171,47,,
2874,41357,2002,4,170,50,1,
2875,41357,2002,4,175,50,20,
2876,41357,2002,4,52,50,,
2877,41357,2002,4,172,50,,
2878,41357,2002,4,159,50,,
2879,41357,2002,4,162,50,64,
2880,41357,2002,4,154,50,1,
2881,41357,2002,4,150,50,,
2882,41357,2002,4,149,50,,
2883,41357,2002,4,171,50,,
2884,41357,2002,4,170,51,3,
2885,41357,2002,4,175,51,107,
2886,41357,2002,4,52,51,,
2887,41357,2002,4,172,51,,
2888,41357,2002,4,159,51,,
2889,41357,2002,4,162,51,177,
2890,41357,2002,4,154,51,,
2891,41357,2002,4,150,51,,
2892,41357,2002,4,149,51,1,
2893,41357,2002,4,171,51,,
2894,41357,2002,4,170,52,8,
2895,41357,2002,4,175,52,53,
2896,41357,2002,4,52,52,,
2897,41357,2002,4,172,52,,
2898,41357,2002,4,159,52,,
2899,41357,2002,4,162,52,167,
2900,41357,2002,4,154,52,,
2901,41357,2002,4,150,52,1,
2902,41357,2002,4,149,52,2,
2903,41357,2002,4,171,52,2,
2904,41357,2002,4,170,53,28,
2905,41357,2002,4,175,53,43,
2906,41357,2002,4,52,53,,
2907,41357,2002,4,172,53,,
2908,41357,2002,4,159,53,1,
2909,41357,2002,4,162,53,131,
2910,41357,2002,4,154,53,,
2911,41357,2002,4,150,53,,
2912,41357,2002,4,149,53,,
2913,41357,2002,4,171,53,,
2914,41357,2002,4,170,54,5,
2915,41357,2002,4,175,54,13,
2916,41357,2002,4,52,54,1,
2917,41357,2002,4,172,54,1,
2918,41357,2002,4,159,54,,
2919,41357,2002,4,162,54,39,
2920,41357,2002,4,154,54,,
2921,41357,2002,4,150,54,,
2922,41357,2002,4,149,54,,
2923,41357,2002,4,171,54,,
2924,41357,2002,4,170,47,4,
2925,41357,2002,4,175,47,8,
2926,41357,2002,4,52,47,2,
2927,41357,2002,4,172,47,,
2928,41357,2002,4,159,47,,
2929,41357,2002,4,162,47,25,
2930,41357,2002,4,154,47,,
2931,41357,2002,4,150,47,,
2932,41357,2002,4,149,47,,
2933,41357,2002,4,171,47,1,
2934,41359,2002,4,175,50,107,
2935,41359,2002,4,177,50,,
2936,41359,2002,4,172,50,,
2937,41359,2002,4,162,50,259,
2938,41359,2002,4,168,50,,
2939,41359,2002,4,150,50,,
2940,41359,2002,4,157,50,,
2941,41359,2002,4,161,50,,
2942,41359,2002,4,171,50,1,
2943,41359,2002,4,175,51,365,
2944,41359,2002,4,177,51,3,
2945,41359,2002,4,172,51,,
2946,41359,2002,4,162,51,570,
2947,41359,2002,4,168,51,,
2948,41359,2002,4,150,51,,
2949,41359,2002,4,157,51,,
2950,41359,2002,4,161,51,,
2951,41359,2002,4,171,51,1,
2952,41359,2002,4,175,52,281,
2953,41359,2002,4,177,52,2,
2954,41359,2002,4,172,52,2,
2955,41359,2002,4,162,52,447,
2956,41359,2002,4,168,52,,
2957,41359,2002,4,150,52,,
2958,41359,2002,4,157,52,,
2959,41359,2002,4,161,52,1,
2960,41359,2002,4,171,52,3,
2961,41359,2002,4,175,53,259,
2962,41359,2002,4,177,53,,
2963,41359,2002,4,172,53,1,
2964,41359,2002,4,162,53,517,
2965,41359,2002,4,168,53,1,
2966,41359,2002,4,150,53,1,
2967,41359,2002,4,157,53,1,
2968,41359,2002,4,161,53,,
2969,41359,2002,4,171,53,6,
2970,41359,2002,4,175,54,117,
2971,41359,2002,4,177,54,2,
2972,41359,2002,4,172,54,,
2973,41359,2002,4,162,54,232,
2974,41359,2002,4,168,54,,
2975,41359,2002,4,150,54,,
2976,41359,2002,4,157,54,,
2977,41359,2002,4,161,54,,
2978,41359,2002,4,171,54,,
2979,41359,2002,4,175,47,55,
2980,41359,2002,4,177,47,4,
2981,41359,2002,4,172,47,,
2982,41359,2002,4,162,47,177,
2983,41359,2002,4,168,47,,
2984,41359,2002,4,150,47,,
2985,41359,2002,4,157,47,,
2986,41359,2002,4,161,47,,
2987,41359,2002,4,171,47,,
2988,41378,2002,4,170,50,,
2989,41378,2002,4,175,50,74,
2990,41378,2002,4,160,50,,
2991,41378,2002,4,24,50,,
2992,41378,2002,4,159,50,1,
2993,41378,2002,4,162,50,52,
