pmor_codigo,pmor_municipio,pmor_anio,pmor_tipoConsulta,pmor_tipo_causa,pmor_edad,pmor_atenciones,pmor_porcentaje
2994,41378,2002,4,166,50,,
2995,41378,2002,4,147,50,,
2996,41378,2002,4,168,50,,
2997,41378,2002,4,158,50,1,
2998,41378,2002,4,156,50,2,
2999,41378,2002,4,157,50,,
3000,41378,2002,4,153,50,,
3001,41378,2002,4,153,50,,
3002,41378,2002,4,161,50,2,
3003,41378,2002,4,171,50,,
3004,41378,2002,4,170,51,2,
3005,41378,2002,4,175,51,166,
3006,41378,2002,4,160,51,,
3007,41378,2002,4,24,51,,
3008,41378,2002,4,159,51,,
3009,41378,2002,4,162,51,80,
3010,41378,2002,4,166,51,,
3011,41378,2002,4,147,51,,
3012,41378,2002,4,168,51,,
3013,41378,2002,4,158,51,,
3014,41378,2002,4,156,51,,
3015,41378,2002,4,157,51,,
3016,41378,2002,4,153,51,,
3017,41378,2002,4,153,51,,
3018,41378,2002,4,161,51,2,
3019,41378,2002,4,171,51,,
3020,41378,2002,4,170,52,4,
3021,41378,2002,4,175,52,39,
3022,41378,2002,4,160,52,,
3023,41378,2002,4,24,52,,
3024,41378,2002,4,159,52,,
3025,41378,2002,4,162,52,28,
3026,41378,2002,4,166,52,,
3027,41378,2002,4,147,52,,
3028,41378,2002,4,168,52,,
3029,41378,2002,4,158,52,,
3030,41378,2002,4,156,52,,
3031,41378,2002,4,157,52,,
3032,41378,2002,4,153,52,1,
3033,41378,2002,4,153,52,,
3034,41378,2002,4,161,52,5,
3035,41378,2002,4,171,52,,
3036,41378,2002,4,170,53,9,
3037,41378,2002,4,175,53,64,
3038,41378,2002,4,160,53,1,
3039,41378,2002,4,24,53,1,
3040,41378,2002,4,159,53,73,
3041,41378,2002,4,162,53,4,
3042,41378,2002,4,166,53,1,
3043,41378,2002,4,147,53,1,
3044,41378,2002,4,168,53,2,
3045,41378,2002,4,158,53,3,
3046,41378,2002,4,156,53,,
3047,41378,2002,4,157,53,4,
3048,41378,2002,4,153,53,,
3049,41378,2002,4,153,53,6,
3050,41378,2002,4,161,53,5,
3051,41378,2002,4,171,53,,
3052,41378,2002,4,170,54,,
3053,41378,2002,4,175,54,15,
3054,41378,2002,4,160,54,,
3055,41378,2002,4,24,54,21,
3056,41378,2002,4,159,54,7,
3057,41378,2002,4,162,54,,
3058,41378,2002,4,166,54,,
3059,41378,2002,4,147,54,,
3060,41378,2002,4,168,54,,
3061,41378,2002,4,158,54,,
3062,41378,2002,4,156,54,,
3063,41378,2002,4,157,54,,
3064,41378,2002,4,153,54,,
3065,41378,2002,4,153,54,,
3066,41378,2002,4,161,54,,
3067,41378,2002,4,171,54,,
3068,41378,2002,4,170,47,1,
3069,41378,2002,4,175,47,8,
3070,41378,2002,4,160,47,,
3071,41378,2002,4,24,47,13,
3072,41378,2002,4,159,47,1,
3073,41378,2002,4,162,47,5,
3074,41378,2002,4,166,47,,
3075,41378,2002,4,147,47,,
3076,41378,2002,4,168,47,,
3077,41378,2002,4,158,47,,
3078,41378,2002,4,156,47,,
3079,41378,2002,4,157,47,,
3080,41378,2002,4,153,47,,
3081,41378,2002,4,153,47,,
3082,41378,2002,4,161,47,,
3083,41378,2002,4,171,47,,
3084,41396,2002,4,170,50,,
3085,41396,2002,4,175,50,327,
3086,41396,2002,4,177,50,,
3087,41396,2002,4,172,50,,
3088,41396,2002,4,160,50,,
3089,41396,2002,4,24,50,,
3090,41396,2002,4,159,50,,
3091,41396,2002,4,162,50,528,
3092,41396,2002,4,154,50,,
3093,41396,2002,4,168,50,,
3094,41396,2002,4,156,50,3,
3095,41396,2002,4,157,50,,
3096,41396,2002,4,153,50,,
3097,41396,2002,4,161,50,,
3098,41396,2002,4,171,50,5,
3099,41396,2002,4,170,51,4,
3100,41396,2002,4,175,51,689,
3101,41396,2002,4,177,51,4,
3102,41396,2002,4,172,51,1,
3103,41396,2002,4,160,51,,
3104,41396,2002,4,24,51,,
3105,41396,2002,4,159,51,,
3106,41396,2002,4,162,51,1677,
3107,41396,2002,4,154,51,,
3108,41396,2002,4,168,51,,
3109,41396,2002,4,156,51,,
3110,41396,2002,4,157,51,,
3111,41396,2002,4,153,51,,
3112,41396,2002,4,161,51,,
3113,41396,2002,4,171,51,15,
3114,41396,2002,4,170,52,19,
3115,41396,2002,4,175,52,316,
3116,41396,2002,4,177,52,12,
3117,41396,2002,4,172,52,7,
3118,41396,2002,4,160,52,,
3119,41396,2002,4,24,52,,
3120,41396,2002,4,159,52,4,
3121,41396,2002,4,162,52,1166,
3122,41396,2002,4,154,52,,
3123,41396,2002,4,168,52,,
3124,41396,2002,4,156,52,,
3125,41396,2002,4,157,52,,
3126,41396,2002,4,153,52,,
3127,41396,2002,4,161,52,1,
3128,41396,2002,4,171,52,15,
3129,41396,2002,4,170,53,130,
3130,41396,2002,4,175,53,389,
3131,41396,2002,4,177,53,13,
3132,41396,2002,4,172,53,5,
3133,41396,2002,4,160,53,1,
3134,41396,2002,4,24,53,12,
3135,41396,2002,4,159,53,176,
3136,41396,2002,4,162,53,1054,
3137,41396,2002,4,154,53,1,
3138,41396,2002,4,168,53,2,
3139,41396,2002,4,156,53,,
3140,41396,2002,4,157,53,2,
3141,41396,2002,4,153,53,8,
3142,41396,2002,4,161,53,18,
3143,41396,2002,4,171,53,9,
3144,41396,2002,4,170,54,22,
3145,41396,2002,4,175,54,91,
3146,41396,2002,4,177,54,6,
3147,41396,2002,4,172,54,1,
3148,41396,2002,4,160,54,,
3149,41396,2002,4,24,54,23,
3150,41396,2002,4,159,54,10,
3151,41396,2002,4,162,54,252,
3152,41396,2002,4,154,54,1,
3153,41396,2002,4,168,54,,
3154,41396,2002,4,156,54,,
3155,41396,2002,4,157,54,,
3156,41396,2002,4,153,54,4,
3157,41396,2002,4,161,54,1,
3158,41396,2002,4,171,54,,
3159,41396,2002,4,170,47,7,
3160,41396,2002,4,175,47,94,
3161,41396,2002,4,177,47,5,
3162,41396,2002,4,172,47,,
3163,41396,2002,4,160,47,,
3164,41396,2002,4,24,47,51,
3165,41396,2002,4,159,47,2,
3166,41396,2002,4,162,47,243,
3167,41396,2002,4,154,47,,
3168,41396,2002,4,168,47,,
3169,41396,2002,4,156,47,,
3170,41396,2002,4,157,47,,
3171,41396,2002,4,153,47,2,
3172,41396,2002,4,161,47,2,
3173,41396,2002,4,171,47,,
3174,41483,2002,4,175,50,30,
3175,41483,2002,4,177,50,,
3176,41483,2002,4,24,50,,
3177,41483,2002,4,162,50,106,
3178,41483,2002,4,176,50,,
3179,41483,2002,4,171,50,1,
3180,41483,2002,4,175,51,120,
3181,41483,2002,4,177,51,1,
3182,41483,2002,4,24,51,,
3183,41483,2002,4,162,51,238,
3184,41483,2002,4,176,51,,
3185,41483,2002,4,171,51,6,
3186,41483,2002,4,175,52,47,
3187,41483,2002,4,177,52,6,
3188,41483,2002,4,24,52,,
3189,41483,2002,4,162,52,319,
3190,41483,2002,4,176,52,1,
3191,41483,2002,4,171,52,10,
3192,41483,2002,4,175,53,57,
3193,41483,2002,4,177,53,2,
3194,41483,2002,4,24,53,,
3195,41483,2002,4,162,53,364,
3196,41483,2002,4,176,53,,
3197,41483,2002,4,171,53,6,
3198,41483,2002,4,175,54,25,
3199,41483,2002,4,177,54,1,
3200,41483,2002,4,24,54,,
3201,41483,2002,4,162,54,77,
3202,41483,2002,4,176,54,,
3203,41483,2002,4,171,54,,
3204,41483,2002,4,175,47,16,
3205,41483,2002,4,177,47,,
3206,41483,2002,4,24,47,1,
3207,41483,2002,4,162,47,108,
3208,41483,2002,4,176,47,,
3209,41483,2002,4,171,47,,
3210,41503,2002,4,175,50,45,
3211,41503,2002,4,52,50,,
3212,41503,2002,4,177,50,,
3213,41503,2002,4,172,50,,
3214,41503,2002,4,173,50,,
3215,41503,2002,4,162,50,63,
3216,41503,2002,4,176,50,,
3217,41503,2002,4,178,50,,
3218,41503,2002,4,171,50,,
3219,41503,2002,4,175,51,92,
3220,41503,2002,4,52,51,,
3221,41503,2002,4,177,51,,
3222,41503,2002,4,172,51,,
3223,41503,2002,4,173,51,,
3224,41503,2002,4,162,51,159,
3225,41503,2002,4,176,51,,
3226,41503,2002,4,178,51,,
3227,41503,2002,4,171,51,4,
3228,41503,2002,4,175,52,42,
3229,41503,2002,4,52,52,,
3230,41503,2002,4,177,52,,
3231,41503,2002,4,172,52,2,
3232,41503,2002,4,173,52,4,
3233,41503,2002,4,162,52,115,
3234,41503,2002,4,176,52,,
3235,41503,2002,4,178,52,1,
3236,41503,2002,4,171,52,5,
3237,41503,2002,4,175,53,39,
3238,41503,2002,4,52,53,1,
3239,41503,2002,4,177,53,,
3240,41503,2002,4,172,53,,
3241,41503,2002,4,173,53,,
3242,41503,2002,4,162,53,112,
3243,41503,2002,4,176,53,,
3244,41503,2002,4,178,53,,
3245,41503,2002,4,171,53,6,
3246,41503,2002,4,175,54,17,
3247,41503,2002,4,52,54,,
3248,41503,2002,4,177,54,1,
3249,41503,2002,4,172,54,,
3250,41503,2002,4,173,54,1,
3251,41503,2002,4,162,54,67,
3252,41503,2002,4,176,54,2,
3253,41503,2002,4,178,54,,
3254,41503,2002,4,171,54,,
3255,41503,2002,4,175,47,39,
3256,41503,2002,4,52,47,2,
3257,41503,2002,4,177,47,,
3258,41503,2002,4,172,47,,
3259,41503,2002,4,173,47,5,
3260,41503,2002,4,162,47,50,
3261,41503,2002,4,176,47,,
3262,41503,2002,4,178,47,,
3263,41503,2002,4,171,47,,
3264,41518,2002,4,170,50,,
3265,41518,2002,4,175,50,36,
3266,41518,2002,4,52,50,,
3267,41518,2002,4,152,50,,
3268,41518,2002,4,159,50,,
3269,41518,2002,4,162,50,50,
3270,41518,2002,4,150,50,,
3271,41518,2002,4,153,50,,
3272,41518,2002,4,171,50,,
3273,41518,2002,4,170,51,1,
3274,41518,2002,4,175,51,102,
3275,41518,2002,4,52,51,,
3276,41518,2002,4,152,51,,
3277,41518,2002,4,159,51,,
3278,41518,2002,4,162,51,136,
3279,41518,2002,4,150,51,2,
3280,41518,2002,4,153,51,,
3281,41518,2002,4,171,51,7,
3282,41518,2002,4,170,52,19,
3283,41518,2002,4,175,52,54,
3284,41518,2002,4,52,52,,
3285,41518,2002,4,152,52,,
3286,41518,2002,4,159,52,,
3287,41518,2002,4,162,52,94,
3288,41518,2002,4,150,52,1,
3289,41518,2002,4,153,52,,
3290,41518,2002,4,171,52,4,
3291,41518,2002,4,170,53,30,
3292,41518,2002,4,175,53,45,
3293,41518,2002,4,52,53,3,
3294,41518,2002,4,152,53,1,
3295,41518,2002,4,159,53,2,
3296,41518,2002,4,162,53,59,
3297,41518,2002,4,150,53,,
3298,41518,2002,4,153,53,,
3299,41518,2002,4,171,53,2,
3300,41518,2002,4,170,54,3,
3301,41518,2002,4,175,54,15,
3302,41518,2002,4,52,54,14,
3303,41518,2002,4,152,54,,
3304,41518,2002,4,159,54,,
3305,41518,2002,4,162,54,14,
3306,41518,2002,4,150,54,,
3307,41518,2002,4,153,54,1,
3308,41518,2002,4,171,54,,
3309,41518,2002,4,170,47,,
3310,41518,2002,4,175,47,20,
3311,41518,2002,4,52,47,5,
3312,41518,2002,4,152,47,,
3313,41518,2002,4,159,47,,
3314,41518,2002,4,162,47,18,
3315,41518,2002,4,150,47,,
3316,41518,2002,4,153,47,,
3317,41518,2002,4,171,47,,
3318,41524,2002,4,170,50,,
3319,41524,2002,4,175,50,89,
3320,41524,2002,4,172,50,,
3321,41524,2002,4,160,50,,
3322,41524,2002,4,162,50,36,
3323,41524,2002,4,169,50,,
3324,41524,2002,4,150,50,,
3325,41524,2002,4,178,50,,
3326,41524,2002,4,158,50,,
3327,41524,2002,4,153,50,,
3328,41524,2002,4,171,50,1,
3329,41524,2002,4,170,51,1,
3330,41524,2002,4,175,51,323,
3331,41524,2002,4,172,51,5,
3332,41524,2002,4,160,51,,
3333,41524,2002,4,162,51,117,
3334,41524,2002,4,169,51,,
3335,41524,2002,4,150,51,,
3336,41524,2002,4,178,51,,
3337,41524,2002,4,158,51,,
3338,41524,2002,4,153,51,,
3339,41524,2002,4,171,51,7,
3340,41524,2002,4,170,52,36,
3341,41524,2002,4,175,52,208,
3342,41524,2002,4,172,52,6,
3343,41524,2002,4,160,52,,
3344,41524,2002,4,162,52,50,
3345,41524,2002,4,169,52,,
3346,41524,2002,4,150,52,1,
3347,41524,2002,4,178,52,1,
3348,41524,2002,4,158,52,,
3349,41524,2002,4,153,52,1,
3350,41524,2002,4,171,52,7,
3351,41524,2002,4,170,53,51,
3352,41524,2002,4,175,53,157,
3353,41524,2002,4,172,53,4,
3354,41524,2002,4,160,53,2,
3355,41524,2002,4,162,53,26,
3356,41524,2002,4,169,53,,
3357,41524,2002,4,150,53,,
3358,41524,2002,4,178,53,,
3359,41524,2002,4,158,53,2,
3360,41524,2002,4,153,53,1,
3361,41524,2002,4,171,53,7,
3362,41524,2002,4,170,54,10,
3363,41524,2002,4,175,54,27,
3364,41524,2002,4,172,54,,
3365,41524,2002,4,160,54,,
3366,41524,2002,4,162,54,8,
3367,41524,2002,4,169,54,3,
3368,41524,2002,4,150,54,,
3369,41524,2002,4,178,54,,
3370,41524,2002,4,158,54,,
3371,41524,2002,4,153,54,1,
3372,41524,2002,4,171,54,1,
3373,41524,2002,4,170,47,4,
3374,41524,2002,4,175,47,33,
3375,41524,2002,4,172,47,,
3376,41524,2002,4,160,47,1,
3377,41524,2002,4,162,47,5,
3378,41524,2002,4,169,47,1,
3379,41524,2002,4,150,47,,
3380,41524,2002,4,178,47,,
3381,41524,2002,4,158,47,,
3382,41524,2002,4,153,47,2,
3383,41524,2002,4,171,47,,
3384,41530,2002,4,175,50,151,
3385,41530,2002,4,152,50,,
3386,41530,2002,4,24,50,,
3387,41530,2002,4,162,50,57,
3388,41530,2002,4,178,50,,
3389,41530,2002,4,157,50,,
3390,41530,2002,4,153,50,,
3391,41530,2002,4,161,50,1,
3392,41530,2002,4,171,50,2,
3393,41530,2002,4,175,51,229,
3394,41530,2002,4,152,51,,
3395,41530,2002,4,24,51,,
3396,41530,2002,4,162,51,39,
3397,41530,2002,4,178,51,,
3398,41530,2002,4,157,51,,
3399,41530,2002,4,153,51,,
3400,41530,2002,4,161,51,2,
3401,41530,2002,4,171,51,12,
3402,41530,2002,4,175,52,297,
3403,41530,2002,4,152,52,1,
3404,41530,2002,4,24,52,7,
3405,41530,2002,4,162,52,46,
3406,41530,2002,4,178,52,,
3407,41530,2002,4,157,52,,
3408,41530,2002,4,153,52,,
3409,41530,2002,4,161,52,8,
3410,41530,2002,4,171,52,11,
3411,41530,2002,4,175,53,220,
3412,41530,2002,4,152,53,,
3413,41530,2002,4,24,53,31,
3414,41530,2002,4,162,53,51,
3415,41530,2002,4,178,53,2,
3416,41530,2002,4,157,53,1,
3417,41530,2002,4,153,53,1,
3418,41530,2002,4,161,53,233,
3419,41530,2002,4,171,53,5,
3420,41530,2002,4,175,54,63,
3421,41530,2002,4,152,54,,
3422,41530,2002,4,24,54,39,
3423,41530,2002,4,162,54,21,
3424,41530,2002,4,178,54,1,
3425,41530,2002,4,157,54,,
3426,41530,2002,4,153,54,,
3427,41530,2002,4,161,54,31,
3428,41530,2002,4,171,54,,
3429,41530,2002,4,175,47,31,
3430,41530,2002,4,152,47,,
3431,41530,2002,4,24,47,79,
3432,41530,2002,4,162,47,6,
3433,41530,2002,4,178,47,,
3434,41530,2002,4,157,47,,
3435,41530,2002,4,153,47,,
3436,41530,2002,4,161,47,17,
3437,41530,2002,4,171,47,,
3438,41548,2002,4,170,50,,
3439,41548,2002,4,172,50,,
3440,41548,2002,4,160,50,,
3441,41548,2002,4,24,50,,
3442,41548,2002,4,173,50,,
3443,41548,2002,4,162,50,12,
3444,41548,2002,4,168,50,,
3445,41548,2002,4,153,50,,
3446,41548,2002,4,161,50,,
3447,41548,2002,4,174,50,46,
3448,41548,2002,4,171,50,,
3449,41548,2002,4,170,51,2,
3450,41548,2002,4,172,51,,
3451,41548,2002,4,160,51,,
3452,41548,2002,4,24,51,,
3453,41548,2002,4,173,51,,
3454,41548,2002,4,162,51,42,
3455,41548,2002,4,168,51,,
3456,41548,2002,4,153,51,,
3457,41548,2002,4,161,51,,
3458,41548,2002,4,174,51,219,
3459,41548,2002,4,171,51,5,
3460,41548,2002,4,170,52,7,
3461,41548,2002,4,172,52,1,
3462,41548,2002,4,160,52,,
3463,41548,2002,4,24,52,,
3464,41548,2002,4,173,52,1,
3465,41548,2002,4,162,52,14,
3466,41548,2002,4,168,52,,
3467,41548,2002,4,153,52,,
3468,41548,2002,4,161,52,,
3469,41548,2002,4,174,52,94,
3470,41548,2002,4,171,52,8,
3471,41548,2002,4,170,53,14,
3472,41548,2002,4,172,53,,
3473,41548,2002,4,160,53,2,
3474,41548,2002,4,24,53,12,
3475,41548,2002,4,173,53,4,
3476,41548,2002,4,162,53,28,
3477,41548,2002,4,168,53,1,
3478,41548,2002,4,153,53,,
3479,41548,2002,4,161,53,1,
3480,41548,2002,4,174,53,72,
3481,41548,2002,4,171,53,2,
3482,41548,2002,4,170,54,2,
3483,41548,2002,4,172,54,,
3484,41548,2002,4,160,54,,
3485,41548,2002,4,24,54,15,
3486,41548,2002,4,173,54,1,
3487,41548,2002,4,162,54,9,
3488,41548,2002,4,168,54,,
3489,41548,2002,4,153,54,,
3490,41548,2002,4,161,54,,
3491,41548,2002,4,174,54,30,
3492,41548,2002,4,171,54,,
3493,41548,2002,4,170,47,2,
3494,41548,2002,4,172,47,,
3495,41548,2002,4,160,47,,
3496,41548,2002,4,24,47,7,
3497,41548,2002,4,173,47,,
3498,41548,2002,4,162,47,4,
3499,41548,2002,4,168,47,,
3500,41548,2002,4,153,47,1,
3501,41548,2002,4,161,47,,
3502,41548,2002,4,174,47,21,
3503,41548,2002,4,171,47,,
3504,41551,2002,4,170,50,4,
3505,41551,2002,4,175,50,346,
3506,41551,2002,4,52,50,,
3507,41551,2002,4,177,50,1,
3508,41551,2002,4,167,50,,
3509,41551,2002,4,152,50,,
3510,41551,2002,4,172,50,1,
3511,41551,2002,4,160,50,,
3512,41551,2002,4,24,50,,
3513,41551,2002,4,159,50,,
3514,41551,2002,4,173,50,1,
3515,41551,2002,4,162,50,1181,
3516,41551,2002,4,164,50,1,
3517,41551,2002,4,165,50,,
3518,41551,2002,4,166,50,,
3519,41551,2002,4,169,50,,
3520,41551,2002,4,176,50,,
3521,41551,2002,4,168,50,1,
3522,41551,2002,4,150,50,,
3523,41551,2002,4,178,50,1,
3524,41551,2002,4,158,50,,
3525,41551,2002,4,156,50,29,
3526,41551,2002,4,153,50,,
3527,41551,2002,4,151,50,,
3528,41551,2002,4,149,50,14,
3529,41551,2002,4,161,50,,
3530,41551,2002,4,174,50,,
3531,41551,2002,4,171,50,6,
3532,41551,2002,4,170,51,12,
3533,41551,2002,4,175,51,873,
3534,41551,2002,4,52,51,,
3535,41551,2002,4,177,51,12,
3536,41551,2002,4,167,51,,
3537,41551,2002,4,152,51,1,
3538,41551,2002,4,172,51,4,
3539,41551,2002,4,160,51,,
3540,41551,2002,4,24,51,,
3541,41551,2002,4,159,51,2,
3542,41551,2002,4,173,51,4,
3543,41551,2002,4,162,51,2149,
3544,41551,2002,4,164,51,,
3545,41551,2002,4,165,51,,
3546,41551,2002,4,166,51,,
3547,41551,2002,4,169,51,,
3548,41551,2002,4,176,51,,
3549,41551,2002,4,168,51,3,
3550,41551,2002,4,150,51,1,
3551,41551,2002,4,178,51,1,
3552,41551,2002,4,158,51,1,
3553,41551,2002,4,156,51,,
3554,41551,2002,4,153,51,,
3555,41551,2002,4,151,51,2,
3556,41551,2002,4,149,51,6,
3557,41551,2002,4,161,51,,
3558,41551,2002,4,174,51,,
3559,41551,2002,4,171,51,27,
3560,41551,2002,4,170,52,66,
3561,41551,2002,4,175,52,499,
3562,41551,2002,4,52,52,,
3563,41551,2002,4,177,52,38,
3564,41551,2002,4,167,52,2,
3565,41551,2002,4,152,52,,
3566,41551,2002,4,172,52,7,
3567,41551,2002,4,160,52,9,
3568,41551,2002,4,24,52,2,
3569,41551,2002,4,159,52,1,
3570,41551,2002,4,173,52,23,
3571,41551,2002,4,162,52,1509,
3572,41551,2002,4,164,52,,
3573,41551,2002,4,165,52,,
3574,41551,2002,4,166,52,,
3575,41551,2002,4,169,52,,
3576,41551,2002,4,176,52,4,
3577,41551,2002,4,168,52,12,
3578,41551,2002,4,150,52,2,
3579,41551,2002,4,178,52,1,
3580,41551,2002,4,158,52,,
3581,41551,2002,4,156,52,,
3582,41551,2002,4,153,52,1,
3583,41551,2002,4,151,52,1,
3584,41551,2002,4,149,52,3,
3585,41551,2002,4,161,52,1,
3586,41551,2002,4,174,52,,
3587,41551,2002,4,171,52,49,
3588,41551,2002,4,170,53,167,
3589,41551,2002,4,175,53,527,
3590,41551,2002,4,52,53,,
3591,41551,2002,4,177,53,12,
3592,41551,2002,4,167,53,1,
3593,41551,2002,4,152,53,,
3594,41551,2002,4,172,53,11,
3595,41551,2002,4,160,53,38,
3596,41551,2002,4,24,53,180,
3597,41551,2002,4,159,53,62,
3598,41551,2002,4,173,53,36,
3599,41551,2002,4,162,53,1622,
3600,41551,2002,4,164,53,,
3601,41551,2002,4,165,53,,
3602,41551,2002,4,166,53,1,
3603,41551,2002,4,169,53,2,
3604,41551,2002,4,176,53,18,
3605,41551,2002,4,168,53,30,
3606,41551,2002,4,150,53,1,
3607,41551,2002,4,178,53,,
3608,41551,2002,4,158,53,45,
3609,41551,2002,4,156,53,,
3610,41551,2002,4,153,53,15,
3611,41551,2002,4,151,53,2,
3612,41551,2002,4,149,53,,
3613,41551,2002,4,161,53,25,
3614,41551,2002,4,174,53,12,
3615,41551,2002,4,171,53,30,
3616,41551,2002,4,170,54,31,
3617,41551,2002,4,175,54,149,
3618,41551,2002,4,52,54,1,
3619,41551,2002,4,177,54,8,
3620,41551,2002,4,167,54,,
3621,41551,2002,4,152,54,,
3622,41551,2002,4,172,54,1,
3623,41551,2002,4,160,54,9,
3624,41551,2002,4,24,54,387,
3625,41551,2002,4,159,54,5,
3626,41551,2002,4,173,54,11,
3627,41551,2002,4,162,54,499,
3628,41551,2002,4,164,54,,
3629,41551,2002,4,165,54,1,
3630,41551,2002,4,166,54,,
3631,41551,2002,4,169,54,,
3632,41551,2002,4,176,54,5,
3633,41551,2002,4,168,54,2,
3634,41551,2002,4,150,54,,
3635,41551,2002,4,178,54,,
3636,41551,2002,4,158,54,4,
3637,41551,2002,4,156,54,,
3638,41551,2002,4,153,54,9,
3639,41551,2002,4,151,54,1,
3640,41551,2002,4,149,54,,
3641,41551,2002,4,161,54,3,
3642,41551,2002,4,174,54,17,
3643,41551,2002,4,171,54,1,
3644,41551,2002,4,170,47,26,
3645,41551,2002,4,175,47,152,
3646,41551,2002,4,52,47,7,
3647,41551,2002,4,177,47,4,
3648,41551,2002,4,167,47,,
3649,41551,2002,4,152,47,,
3650,41551,2002,4,172,47,,
3651,41551,2002,4,160,47,9,
3652,41551,2002,4,24,47,693,
3653,41551,2002,4,159,47,1,
3654,41551,2002,4,173,47,6,
3655,41551,2002,4,162,47,428,
3656,41551,2002,4,164,47,,
3657,41551,2002,4,165,47,,
3658,41551,2002,4,166,47,,
3659,41551,2002,4,169,47,2,
3660,41551,2002,4,176,47,1,
3661,41551,2002,4,168,47,2,
3662,41551,2002,4,150,47,,
3663,41551,2002,4,178,47,,
3664,41551,2002,4,158,47,,
3665,41551,2002,4,156,47,,
3666,41551,2002,4,153,47,2,
3667,41551,2002,4,151,47,,
3668,41551,2002,4,149,47,,
3669,41551,2002,4,161,47,,
3670,41551,2002,4,174,47,18,
3671,41551,2002,4,171,47,2,
3672,41615,2002,4,170,50,,
3673,41615,2002,4,175,50,122,
3674,41615,2002,4,172,50,,
3675,41615,2002,4,160,50,,
3676,41615,2002,4,24,50,,
3677,41615,2002,4,162,50,274,
3678,41615,2002,4,163,50,9,
3679,41615,2002,4,165,50,,
3680,41615,2002,4,166,50,,
3681,41615,2002,4,176,50,,
3682,41615,2002,4,158,50,,
3683,41615,2002,4,153,50,,
3684,41615,2002,4,171,50,,
3685,41615,2002,4,170,51,,
3686,41615,2002,4,175,51,287,
3687,41615,2002,4,172,51,7,
3688,41615,2002,4,160,51,,
3689,41615,2002,4,24,51,,
3690,41615,2002,4,162,51,389,
3691,41615,2002,4,163,51,10,
3692,41615,2002,4,165,51,2,
3693,41615,2002,4,166,51,,
3694,41615,2002,4,176,51,1,
3695,41615,2002,4,158,51,,
3696,41615,2002,4,153,51,,
3697,41615,2002,4,171,51,7,
3698,41615,2002,4,170,52,3,
3699,41615,2002,4,175,52,169,
3700,41615,2002,4,172,52,7,
3701,41615,2002,4,160,52,,
3702,41615,2002,4,24,52,,
3703,41615,2002,4,162,52,320,
3704,41615,2002,4,163,52,16,
3705,41615,2002,4,165,52,1,
3706,41615,2002,4,166,52,10,
3707,41615,2002,4,176,52,1,
3708,41615,2002,4,158,52,,
3709,41615,2002,4,153,52,,
3710,41615,2002,4,171,52,11,
3711,41615,2002,4,170,53,1,
3712,41615,2002,4,175,53,142,
3713,41615,2002,4,172,53,1,
3714,41615,2002,4,160,53,,
3715,41615,2002,4,24,53,22,
3716,41615,2002,4,162,53,392,
3717,41615,2002,4,163,53,12,
3718,41615,2002,4,165,53,,
3719,41615,2002,4,166,53,4,
3720,41615,2002,4,176,53,,
3721,41615,2002,4,158,53,2,
3722,41615,2002,4,153,53,1,
3723,41615,2002,4,171,53,3,
3724,41615,2002,4,170,54,,
3725,41615,2002,4,175,54,36,
3726,41615,2002,4,172,54,,
3727,41615,2002,4,160,54,,
3728,41615,2002,4,24,54,75,
3729,41615,2002,4,162,54,74,
3730,41615,2002,4,163,54,,
3731,41615,2002,4,165,54,,
3732,41615,2002,4,166,54,,
3733,41615,2002,4,176,54,,
3734,41615,2002,4,158,54,,
3735,41615,2002,4,153,54,,
3736,41615,2002,4,171,54,,
3737,41615,2002,4,170,47,,
3738,41615,2002,4,175,47,59,
3739,41615,2002,4,172,47,,
3740,41615,2002,4,160,47,1,
3741,41615,2002,4,24,47,158,
3742,41615,2002,4,162,47,118,
3743,41615,2002,4,163,47,6,
3744,41615,2002,4,165,47,,
3745,41615,2002,4,166,47,,
3746,41615,2002,4,176,47,,
3747,41615,2002,4,158,47,,
3748,41615,2002,4,153,47,,
3749,41615,2002,4,171,47,,
3750,41660,2002,4,153,50,,
3751,41660,2002,4,162,50,214,
3752,41660,2002,4,170,50,1,
3753,41660,2002,4,171,50,6,
3754,41660,2002,4,172,50,,
3755,41660,2002,4,175,50,79,
3756,41660,2002,4,153,51,,
3757,41660,2002,4,162,51,259,
3758,41660,2002,4,170,51,4,
3759,41660,2002,4,171,51,5,
3760,41660,2002,4,172,51,3,
3761,41660,2002,4,175,51,92,
3762,41660,2002,4,153,52,,
3763,41660,2002,4,162,52,165,
3764,41660,2002,4,170,52,7,
3765,41660,2002,4,171,52,3,
3766,41660,2002,4,172,52,2,
3767,41660,2002,4,175,52,29,
3768,41660,2002,4,153,53,,
3769,41660,2002,4,162,53,182,
3770,41660,2002,4,170,53,12,
3771,41660,2002,4,171,53,2,
3772,41660,2002,4,172,53,1,
3773,41660,2002,4,175,53,36,
3774,41660,2002,4,153,54,2,
3775,41660,2002,4,162,54,55,
3776,41660,2002,4,170,54,5,
3777,41660,2002,4,171,54,,
3778,41660,2002,4,172,54,,
3779,41660,2002,4,175,54,18,
3780,41660,2002,4,153,47,,
3781,41660,2002,4,162,47,47,
3782,41660,2002,4,170,47,4,
3783,41660,2002,4,171,47,,
3784,41660,2002,4,172,47,,
3785,41660,2002,4,175,47,11,
3786,41668,2002,4,151,50,,
3787,41668,2002,4,153,50,,
